Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
RSW-005,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.082,mg/L,0.008,0.02,,8/11/2011,7:10:00,8/11/2011 7:10,8/17/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  August 2011,37.801,121.437,Old River
RSW-006,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.067,mg/L,0.008,0.02,,8/11/2011,7:33:00,8/11/2011 7:33,8/17/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  August 2011,37.82,121.4428,Old River
RSW-003,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.077,mg/L,0.008,0.02,,8/11/2011,7:42:00,8/11/2011 7:42,8/17/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  August 2011,37.8053,121.4025,Old River
RSW-002,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.077,mg/L,0.008,0.02,,8/11/2011,7:47:00,8/11/2011 7:47,8/17/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  August 2011,37.8057,121.3992,Old River
RSW-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.078,mg/L,0.008,0.02,,8/11/2011,8:05:00,8/11/2011 8:05,8/17/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  August 2011,37.8218,121.3735,Old River
EFF-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.13,mg/L,0.008,0.02,,8/11/2011,9:51:00,8/11/2011 9:51,8/17/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  August 2011,,,
RSW-005,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.093,mg/L,0.008,0.02,,9/8/2011,7:50:00,9/8/2011 7:50,9/16/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2011,37.801,121.437,Old River
RSW-006,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.078,mg/L,0.008,0.02,,9/8/2011,8:23:00,9/8/2011 8:23,9/16/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2011,37.82,121.4428,Old River
RSW-003,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.078,mg/L,0.008,0.02,,9/8/2011,8:44:00,9/8/2011 8:44,9/16/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2011,37.8053,121.4025,Old River
RSW-002,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.079,mg/L,0.008,0.02,,9/8/2011,9:00:00,9/8/2011 9:00,9/16/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2011,37.8057,121.3992,Old River
RSW-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.079,mg/L,0.008,0.02,,9/8/2011,9:16:00,9/8/2011 9:16,9/16/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2011,37.8218,121.3735,Old River
EFF-001,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.12,mg/L,0.008,0.02,,9/8/2011,10:53:00,9/8/2011 10:53,9/16/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  September 2011,,,
RSW-005,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.094,mg/L,0.008,0.02,,10/4/2011,9:20:00,10/4/2011 9:20,10/7/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2011,37.801,121.437,Old River
RSW-006,"Phosphorus, Total (as P)","Phosphorus, All Forms, (Colorimetric, Automated, Ascorbic Acid )",,=,0.093,mg/L,0.008,0.02,,10/4/2011,9:50:00,10/4/2011 9:50,10/7/2011,0:00:00,,,,Tracy WWTP, Monthly SMR ( MONNPDES ) report for  October 2011,37.82,121.4428,Old River
