Location,Parameter,Analytical Method,Calculated Method,Qual,Result,Units,MDL,ML,RL,Sampling Date,Sampling Time,Sampling Date Time,Analysis Date,Analysis Time,Review Priority Indicator,QA Codes,Comments,Facility Name,Report Name,Latitude,Longitude,Receiving Water Body
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,8,mg/L,,,,5/12/2015,10:42:00,5/12/2015 10:42,6/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,7,mg/L,,,,5/18/2015,14:20:00,5/18/2015 14:20,6/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2015,,,
LND-002,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,15,mg/L,,,,5/25/2015,9:18:00,5/25/2015 9:18,6/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for May 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,12,mg/L,,,,6/1/2015,14:10:00,6/1/2015 14:10,6/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for June 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,23,mg/L,,,,6/9/2015,13:00:00,6/9/2015 13:00,6/18/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for June 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,9,mg/L,,,,6/15/2015,10:20:00,6/15/2015 10:20,6/25/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for June 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,10,mg/L,,,,6/22/2015,14:15:00,6/22/2015 14:15,7/1/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for June 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,9,mg/L,,,,6/29/2015,10:10:00,6/29/2015 10:10,7/1/2015,0:00:00,,,,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for June 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,11,mg/L,,,,7/6/2015,9:49:00,7/6/2015 9:49,8/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for July 2015,,,
LND-001,"Nitrogen, Total (as N)","Nitrogen, Kjeldahl, Total",,=,16,mg/L,,,,7/13/2015,10:45:00,7/13/2015 10:45,8/3/2015,0:00:00,,,Irrigation,City of Manteca WW Quality Control Facility, Monthly SMR ( MONNPDES ) report for July 2015,,,
