Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,orgN mg/L N,pH,peak_flow mgd,temperature degC,urea* mg/L N
2000-10-07,,10.0,,,,,2.6,,,,,,,,2000.0,3.215,,6.8,,22.8,
2000-10-08,,10.0,,,,,2.6,,,,,,,,2000.0,3.38,,6.8,,23.3,
2000-10-09,,10.0,,,,,2.6,,,,,,,9.6,2000.0,2.854,,6.7,,22.7,
2000-10-10,,10.0,0.35,,13.0,,2.6,,,,,,,5.1,2000.0,2.852,,6.7,,22.7,
2000-10-11,,10.0,,,,,2.6,,,,,,,2.5,2000.0,2.974,,6.7,,22.6,
2000-10-12,,10.0,,,,,2.6,,,,,,,,2000.0,2.78,,6.7,,22.6,
2000-10-13,,10.0,,,,,2.6,,,,,,,,2000.0,2.604,,6.6,,22.6,
2000-10-14,,10.0,,,,,2.6,,,,,,,,2000.0,2.978,,6.8,,22.9,
2000-10-15,,10.0,,,,,2.6,,,,,,,2.7,2000.0,2.715,,6.7,,22.6,
2000-10-16,,10.0,0.27,,17.0,,2.6,,,,,,,2.9,2000.0,2.797,,6.7,,23.4,
2000-10-17,,10.0,,,,,2.6,,,,,,,2.4,2000.0,2.769,,6.5,,22.9,
2000-10-18,,10.0,,,,,2.6,,,,,,,,2000.0,2.62,,6.7,,23.0,
2000-10-19,,10.0,,,,,2.6,,,,,,,,2000.0,2.34,,6.6,,22.6,
2000-10-20,,10.0,,,,,2.6,,,,,,,,2000.0,2.093,,6.7,,22.6,
2000-10-21,,10.0,,,,,2.6,,,,,,,,2000.0,2.091,,6.6,,21.8,
2000-10-22,,10.0,,,,,2.6,,,,,,,3.7,2000.0,2.1,,6.6,,21.8,
2000-10-23,,10.0,0.25,,15.0,,2.6,,,,,,,3.5,2000.0,3.222,,6.7,,19.4,
2000-10-24,,10.0,,,,,2.6,,,,,,,3.6,2000.0,0.0,,6.7,,21.8,
2000-10-25,,10.0,,,,,2.6,,,,,,,,2000.0,0.0,,,,,
2000-10-26,,10.0,,,,,2.6,,,,,,,,2000.0,0.0,,,,,
2000-10-27,,10.0,,,,,2.6,,,,,,,,2000.0,0.0,,,,,
2000-10-28,,10.0,,,,,2.6,,,,,,,,2000.0,2.998,,6.7,,20.9,
2000-10-29,,10.0,,,,,2.6,,,,,,,4.4,2000.0,2.361,,6.6,,21.8,
2000-10-30,,10.0,0.2,,14.0,,2.6,,,,,,,4.2,2000.0,2.504,,6.4,,22.1,
2000-10-31,,10.0,,,,,2.6,,,,,,,3.8,2000.0,2.219,,6.5,,21.5,
2000-11-01,,11.0,,,,,2.6,,,,,,,,2000.0,2.908,,6.5,,22.0,
2000-11-02,,11.0,,,,,2.6,,,,,,,,2000.0,2.674,,6.6,,22.0,
2000-11-03,,11.0,,,,,2.6,,,,,,,,2000.0,3.189,,6.8,,22.0,
2000-11-04,,11.0,,,,,2.6,,,,,,,,2000.0,3.857,,6.8,,22.0,
2000-11-05,,11.0,,,,,2.6,,,,,,,3.2,2000.0,4.54,,6.7,,22.0,
2000-11-06,,11.0,0.28,,13.0,12.0,2.6,,,,,,,2.6,2000.0,4.791,0.6,6.6,,21.0,
2000-11-07,,11.0,,,,,2.6,,,,,,,2.7,2000.0,5.018,,6.6,,21.0,
2000-11-08,,11.0,,,,,2.6,,,,,,,,2000.0,5.129,,6.6,,20.0,
2000-11-09,,11.0,,,,,2.6,,,,,,,,2000.0,4.363,,6.7,,20.0,
2000-11-10,,11.0,,,,,2.6,,,,,,,,2000.0,4.135,,6.7,,19.0,
2000-11-11,,11.0,,,,,2.6,,,,,,,,2000.0,4.837,,6.6,,19.0,
2000-11-12,,11.0,,,,,2.6,,,,,,,3.6,2000.0,4.322,,6.7,,19.0,
2000-11-13,,11.0,0.28,,13.0,,2.6,,,,,,,3.6,2000.0,3.864,,6.5,,19.0,
2000-11-14,,11.0,,,,,2.6,,,,,,,4.5,2000.0,3.192,,6.5,,17.0,
2000-11-15,,11.0,,,,,2.6,,,,,,,,2000.0,3.463,,6.6,,15.0,
2000-11-16,,11.0,,,,,2.6,,,,,,,,2000.0,3.818,,6.7,,20.0,
2000-11-17,,11.0,,,,,2.6,,,,,,,,2000.0,3.174,,6.7,,20.0,
2000-11-18,,11.0,,,,,2.6,,,,,,,,2000.0,3.72,,6.6,,20.0,
2000-11-19,,11.0,,,,,2.6,,,,,,,2.6,2000.0,3.077,,6.6,,20.0,
2000-11-20,,11.0,0.25,,18.0,,2.6,,,,,,,2.9,2000.0,2.652,,6.5,,21.0,
2000-11-21,,11.0,,,,,2.6,,,,,,,2.4,2000.0,3.019,,6.6,,21.0,
2000-11-22,,11.0,,,,,2.6,,,,,,,,2000.0,2.981,,6.6,,21.0,
2000-11-23,,11.0,,,,,2.6,,,,,,,,2000.0,3.001,,6.7,,21.0,
2000-11-24,,11.0,,,,,2.6,,,,,,,,2000.0,3.043,,6.6,,21.0,
2000-11-25,,11.0,,,,,2.6,,,,,,,,2000.0,3.186,,6.6,,21.0,
2000-11-26,,11.0,,,,,2.6,,,,,,,,2000.0,2.849,,6.5,,21.0,
2000-11-27,,11.0,0.28,,23.0,,2.6,,,,,,,3.6,2000.0,3.375,,6.5,,21.0,
2000-11-28,,11.0,,,,,2.6,,,,,,,8.3,2000.0,2.437,,6.5,,21.0,
2000-11-29,,11.0,,,,,2.6,,,,,,,7.3,2000.0,3.613,,6.7,,21.0,
2000-11-30,,11.0,,,,,2.6,,,,,,,,2000.0,3.084,,6.6,,20.6,
2000-12-01,,12.0,,,,,2.6,,,,,,,,2000.0,2.921,,6.7,,20.9,
2000-12-02,,12.0,,,,,2.6,,,,,,,,2000.0,3.107,,6.7,,19.9,
2000-12-03,,12.0,,,,,2.6,,,,,,,,2000.0,3.301,,6.7,,20.1,
2000-12-04,,12.0,0.29,,20.0,15.0,2.6,,,,,,,8.8,2000.0,2.786,0.6,6.6,,20.5,
2000-12-05,,12.0,,,,,2.6,,,,,,,6.2,2000.0,2.794,,6.9,,20.5,
2000-12-06,,12.0,,,,,2.6,,,,,,,6.9,2000.0,2.784,,6.8,,20.7,
2000-12-07,,12.0,,,,,2.6,,,,,,,,2000.0,2.867,,6.8,,20.7,
2000-12-08,,12.0,,,,,2.6,,,,,,,,2000.0,3.048,,6.9,,21.8,
2000-12-09,,12.0,,,,,2.6,,,,,,,,2000.0,3.013,,6.9,,20.4,
2000-12-10,,12.0,,,,,2.6,,,,,,,3.2,2000.0,2.503,,7.0,,19.8,
2000-12-11,,12.0,0.23,,16.0,,2.6,,,,,,,3.7,2000.0,3.365,,6.8,,20.6,
2000-12-12,,12.0,,,,,2.6,,,,,,,4.1,2000.0,2.876,,6.8,,21.1,
2000-12-13,,12.0,,,,,2.6,,,,,,,,2000.0,3.572,,7.0,,20.1,
2000-12-14,,12.0,,,,,2.6,,,,,,,,2000.0,3.949,,6.9,,19.2,
2000-12-15,,12.0,,,,,2.6,,,,,,,,2000.0,3.38,,6.7,,19.9,
2000-12-16,,12.0,,,,,2.6,,,,,,,,2000.0,3.75,,6.8,,19.3,
2000-12-17,,12.0,,,,,2.6,,,,,,,,2000.0,3.358,,6.8,,19.2,
2000-12-18,,12.0,0.21,,14.0,,2.6,,,,,,,2.2,2000.0,3.157,,6.7,,18.8,
2000-12-19,,12.0,,,,,2.6,,,,,,,2.5,2000.0,2.933,,6.7,,18.6,
2000-12-20,,12.0,,,,,2.6,,,,,,,2.3,2000.0,2.91,,6.8,,19.1,
2000-12-21,,12.0,,,,,2.6,,,,,,,,2000.0,3.08,,6.8,,19.1,
2000-12-22,,12.0,,,,,2.6,,,,,,,,2000.0,3.004,,7.0,,20.3,
2000-12-23,,12.0,,,,,2.6,,,,,,,,2000.0,3.028,,7.1,,19.1,
2000-12-24,,12.0,,,,,2.6,,,,,,,,2000.0,3.325,,7.0,,21.2,
2000-12-25,,12.0,,,,,2.6,,,,,,,3.0,2000.0,2.512,,6.8,,18.5,
2000-12-26,,12.0,0.2,,20.0,,2.6,,,,,,,3.0,2000.0,2.724,,6.6,,19.1,
2000-12-27,,12.0,,,,,2.6,,,,,,,2.5,2000.0,3.311,,6.6,,19.0,
2000-12-28,,12.0,,,,,2.6,,,,,,,,2000.0,2.553,,6.6,,19.8,
2000-12-29,,12.0,,,,,2.6,,,,,,,,2000.0,2.905,,6.8,,19.2,
2000-12-30,,12.0,,,,,2.6,,,,,,,,2000.0,3.175,,6.5,,19.5,
2000-12-31,,12.0,,,,,2.6,,,,,,,,2000.0,2.941,,6.7,,18.7,
2001-01-01,,1.0,,,,,2.6,,,,,,,4.0,2001.0,2.875,,6.7,,19.7,
2001-01-02,,1.0,0.23,,22.0,,2.6,,,,,,,3.7,2001.0,2.613,1.0,6.5,,19.4,
2001-01-03,,1.0,,,,,2.6,,,,,,,4.5,2001.0,2.7,,6.6,,19.6,
2001-01-04,,1.0,,,,,2.6,,,,,,,,2001.0,2.98,,6.7,,19.1,
2001-01-05,,1.0,,,,,2.6,,,,,,,,2001.0,2.755,,6.8,,19.2,
2001-01-06,,1.0,,,,,2.6,,,,,,,,2001.0,2.777,,6.7,,15.5,
2001-01-07,,1.0,,,,,2.6,,,,,,,,2001.0,2.913,,6.7,,17.9,
2001-01-08,,1.0,0.3,,15.0,,2.6,,,,,,,4.7,2001.0,3.269,,6.9,,20.1,
2001-01-09,,1.0,,,,,2.6,,,,,,,5.4,2001.0,3.137,,6.5,,19.5,
2001-01-10,,1.0,,,,,2.6,,,,,,,3.2,2001.0,1.174,,6.6,,19.8,
2001-01-11,,1.0,,,,,2.6,,,,,,,,2001.0,3.782,,6.6,,16.0,
2001-01-12,,1.0,,,,,2.6,,,,,,,,2001.0,6.758,,6.6,,18.7,
2001-01-13,,1.0,,,,,2.6,,,,,,,,2001.0,6.376,,6.6,,17.6,
2001-01-14,,1.0,,,,,2.6,,,,,,,,2001.0,4.502,,6.6,,16.3,
2001-01-15,,1.0,,,,,2.6,,,,,,,4.4,2001.0,4.287,,6.5,,17.0,
2001-01-16,,1.0,0.26,,13.0,,2.6,,,,,,,5.1,2001.0,4.207,,6.5,,18.1,
2001-01-17,,1.0,,,,,2.6,,,,,,,4.2,2001.0,2.584,,6.7,,16.4,
2001-01-18,,1.0,,,,,2.6,,,,,,,,2001.0,1.508,,6.8,,17.4,
2001-01-19,,1.0,,,,,2.6,,,,,,,,2001.0,3.002,,6.8,,18.3,
2001-01-20,,1.0,,,,,2.6,,,,,,,,2001.0,2.149,,6.9,,17.0,
2001-01-21,,1.0,,,,,2.6,,,,,,,3.0,2001.0,3.502,,6.8,,18.0,
2001-01-22,,1.0,0.2,,19.0,,2.6,,,,,,,2.5,2001.0,3.822,,6.7,,21.1,
2001-01-23,,1.0,,,,,2.6,,,,,,,2.4,2001.0,4.473,,6.8,,19.9,
2001-01-24,,1.0,,,,,2.6,,,,,,,,2001.0,4.171,,6.5,,19.3,
2001-01-25,,1.0,,,,,2.6,,,,,,,,2001.0,5.831,,6.7,,18.7,
2001-01-26,,1.0,,,,,2.6,,,,,,,,2001.0,5.641,,6.5,,17.5,
2001-01-27,,1.0,,,,,2.6,,,,,,,,2001.0,4.297,,6.6,,16.7,
2001-01-28,,1.0,,,,,2.6,,,,,,,3.5,2001.0,4.2,,6.5,,17.3,
2001-01-29,,1.0,0.26,,10.0,,2.6,,,,,,,3.6,2001.0,4.254,,6.5,,19.4,
2001-01-30,,1.0,,,,,2.6,,,,,,,3.3,2001.0,3.744,,6.5,,17.7,
2001-01-31,,1.0,,,,,2.6,,,,,,,,2001.0,2.914,,6.4,,16.5,
2001-02-01,,2.0,,,,,2.6,,,,,,,,2001.0,4.44,,6.5,,17.3,
2001-02-02,,2.0,,,,,2.6,,,,,,,,2001.0,3.154,,6.6,,17.6,
2001-02-03,,2.0,,,,,2.6,,,,,,,,2001.0,3.633,,6.5,,17.7,
2001-02-04,,2.0,,,,,2.6,,,,,,,,2001.0,3.696,,6.6,,19.0,
2001-02-05,,2.0,,,,,2.6,,,,,,,,2001.0,3.029,,6.5,,19.3,
2001-02-06,,2.0,0.2,,18.0,,2.6,,,,,,,4.6,2001.0,3.837,0.6,6.5,,17.8,
2001-02-07,,2.0,,,,,2.6,,,,,,,3.8,2001.0,3.822,,6.6,,15.8,
2001-02-08,,2.0,,,,,2.6,,,,,,,4.4,2001.0,3.4,,6.8,,17.4,
2001-02-09,,2.0,,,,,2.6,,,,,,,,2001.0,4.721,,6.7,,17.6,
2001-02-10,,2.0,,,,,2.6,,,,,,,,2001.0,4.765,,6.7,,17.2,
2001-02-11,,2.0,,,,,2.6,,,,,,,,2001.0,4.83,,6.8,,17.1,
2001-02-12,,2.0,,,,,2.6,,,,,,,,2001.0,6.447,,6.6,,15.5,
2001-02-13,,2.0,0.25,,14.0,,2.6,,,,,,,4.2,2001.0,7.285,,6.5,,16.8,
2001-02-14,,2.0,,,,,2.6,,,,,,,4.4,2001.0,4.401,,6.5,,16.2,
2001-02-15,,2.0,,,,,2.6,,,,,,,4.4,2001.0,4.41,,6.6,,16.7,
2001-02-16,,2.0,,,,,2.6,,,,,,,,2001.0,4.574,,6.7,,17.0,
2001-02-17,,2.0,,,,,2.6,,,,,,,,2001.0,5.56,,6.7,,17.7,
2001-02-18,,2.0,,,,,2.6,,,,,,,,2001.0,7.119,,6.6,,17.3,
2001-02-19,,2.0,,,,,2.6,,,,,,,4.8,2001.0,7.21,,7.8,,15.8,
2001-02-20,,2.0,0.26,,10.0,,2.6,,,,,,,5.7,2001.0,7.478,,6.5,,17.0,
2001-02-21,,2.0,,,,,2.6,,,,,,,5.6,2001.0,8.733,,6.6,,16.7,
2001-02-22,,2.0,,,,,2.6,,,,,,,,2001.0,7.708,,6.5,,16.8,
2001-02-23,,2.0,,,,,2.6,,,,,,,,2001.0,9.145,,6.6,,16.4,
2001-02-24,,2.0,,,,,2.6,,,,,,,,2001.0,9.268,,6.8,,16.0,
2001-02-25,,2.0,,,,,2.6,,,,,,,8.0,2001.0,10.296,,6.7,,16.1,
2001-02-26,,2.0,0.3,,6.7,,2.6,,,,,,,7.1,2001.0,8.8,,6.6,,16.8,
2001-02-27,,2.0,,,,,2.6,,,,,,,6.5,2001.0,7.86,,6.6,,17.1,
2001-02-28,,2.0,,,,,2.6,,,,,,,,2001.0,5.667,,6.6,,16.9,
2001-03-01,,3.0,,,,,2.6,,,,,,,,2001.0,4.637,,6.67,,17.4,
2001-03-02,,3.0,,,,,2.6,,,,,,,,2001.0,5.462,,6.72,,17.2,
2001-03-03,,3.0,,,,,2.6,,,,,,,,2001.0,4.936,,6.69,,16.6,
2001-03-04,,3.0,,,,,2.6,,,,,,,,2001.0,8.758,,6.57,,17.0,
2001-03-05,,3.0,0.45,,14.0,,2.6,,,,,,,9.0,2001.0,8.417,1.0,6.51,,16.3,
2001-03-06,,3.0,,,,,2.6,,,,,,,11.0,2001.0,7.502,,6.5,,16.7,
2001-03-07,,3.0,,,,,2.6,,,,,,,14.0,2001.0,6.961,,6.52,,17.7,
2001-03-08,,3.0,,,,,2.6,,,,,,,,2001.0,6.112,,6.53,,17.4,
2001-03-09,,3.0,,,,,2.6,,,,,,,,2001.0,5.848,,6.54,,17.5,
2001-03-10,,3.0,,,,,2.6,,,,,,,,2001.0,5.198,,6.62,,18.6,
2001-03-11,,3.0,,,,,2.6,,,,,,,6.7,2001.0,4.535,,6.57,,18.5,
2001-03-12,,3.0,0.32,,11.0,,2.6,,,,,,,6.8,2001.0,3.834,,6.61,,18.0,
2001-03-13,,3.0,,,,,2.6,,,,,,,5.6,2001.0,4.57,,6.66,,17.5,
2001-03-14,,3.0,,,,,2.6,,,,,,,,2001.0,4.399,,6.63,,19.2,
2001-03-15,,3.0,,,,,2.6,,,,,,,,2001.0,3.773,,6.76,,17.5,
2001-03-16,,3.0,,,,,2.6,,,,,,,,2001.0,3.537,,6.64,,19.1,
2001-03-17,,3.0,,,,,2.6,,,,,,,,2001.0,3.33,,6.65,,20.0,
2001-03-18,,3.0,,,,,2.6,,,,,,,5.8,2001.0,3.742,,6.6,,20.0,
2001-03-19,,3.0,1.4,,15.0,,2.6,,,,,,,7.4,2001.0,3.532,,6.57,,19.4,
2001-03-20,,3.0,,,,,2.6,,,,,,,6.0,2001.0,3.56,,6.56,,19.9,
2001-03-21,,3.0,,,,,2.6,,,,,,,,2001.0,3.566,,6.46,,19.8,
2001-03-22,,3.0,,,,,2.6,,,,,,,,2001.0,3.677,,6.58,,19.9,
2001-03-23,,3.0,,,,,2.6,,,,,,,,2001.0,3.548,,6.54,,19.8,
2001-03-24,,3.0,,,,,2.6,,,,,,,,2001.0,3.443,,6.77,,20.2,
2001-03-25,,3.0,,,,,2.6,,,,,,,3.4,2001.0,3.705,,6.58,,20.4,
2001-03-26,,3.0,0.36,,17.0,,2.6,,,,,,,3.6,2001.0,2.128,,6.55,,19.3,
2001-03-27,,3.0,,,,,2.6,,,,,,,3.7,2001.0,3.453,,6.77,,19.5,
2001-03-28,,3.0,,,,,2.6,,,,,,,,2001.0,3.306,,6.87,,19.8,
2001-03-29,,3.0,,,,,2.6,,,,,,,,2001.0,3.309,,6.69,,20.1,
2001-03-30,,3.0,,,,,2.6,,,,,,,,2001.0,2.732,,6.73,,20.5,
2001-03-31,,3.0,,,,,2.6,,,,,,,,2001.0,3.685,,6.81,,20.5,
2001-04-01,,4.0,,,,,2.6,,,,,,,,2001.0,3.292,,6.79,,18.6,
2001-04-02,,4.0,0.65,,15.0,,2.6,,,,,,,8.0,2001.0,3.009,0.4,6.74,,19.0,
2001-04-03,,4.0,,,,,2.6,,,,,,,6.1,2001.0,3.11,,6.63,,19.2,
2001-04-04,,4.0,,,,,2.6,,,,,,,5.5,2001.0,3.016,,6.61,,18.9,
2001-04-05,,4.0,,,,,2.6,,,,,,,,2001.0,2.035,,6.59,,19.7,
2001-04-06,,4.0,,,,,2.6,,,,,,,,2001.0,3.176,,6.76,,19.3,
2001-04-07,,4.0,,,,,2.6,,,,,,,,2001.0,3.703,,6.72,,17.0,
2001-04-08,,4.0,,,,,2.6,,,,,,,7.0,2001.0,3.01,,6.83,,18.7,
2001-04-09,,4.0,,,,,2.6,,,,,,,7.1,2001.0,3.525,,6.73,,19.2,
2001-04-10,,4.0,0.3,,19.0,,2.6,,,,,,,6.1,2001.0,2.793,,6.76,,19.8,
2001-04-11,,4.0,,,,,2.6,,,,,,,,2001.0,3.227,,6.7,,19.8,
2001-04-12,,4.0,,,,,2.6,,,,,,,,2001.0,3.109,,6.78,,19.3,
2001-04-13,,4.0,,,,,2.6,,,,,,,,2001.0,3.187,,6.7,,19.5,
2001-04-14,,4.0,,,,,2.6,,,,,,,,2001.0,2.847,,6.71,,19.9,
2001-04-15,,4.0,,,,,2.6,,,,,,,8.8,2001.0,3.118,,6.88,,19.7,
2001-04-16,,4.0,0.42,,20.0,,2.6,,,,,,,10.7,2001.0,2.927,,6.59,,18.7,
2001-04-17,,4.0,,,,,2.6,,,,,,,9.6,2001.0,1.437,,6.65,,20.3,
2001-04-18,,4.0,,,,,2.6,,,,,,,,2001.0,2.658,,6.62,,20.2,
2001-04-19,,4.0,,,,,2.6,,,,,,,,2001.0,1.482,,6.58,,20.0,
2001-04-20,,4.0,,,,,2.6,,,,,,,,2001.0,3.775,,6.57,,19.5,
2001-04-21,,4.0,,,,,2.6,,,,,,,,2001.0,3.124,,6.52,,19.5,
2001-04-22,,4.0,,,,,2.6,,,,,,,12.0,2001.0,4.107,,6.67,,20.0,
2001-04-23,,4.0,0.35,,19.0,,2.6,,,,,,,12.0,2001.0,4.648,,6.5,,19.7,
2001-04-24,,4.0,,,,,2.6,,,,,,,11.0,2001.0,1.802,,6.67,,21.5,
2001-04-25,,4.0,,,,,2.6,,,,,,,,2001.0,3.898,,6.62,,21.0,
2001-04-26,,4.0,,,,,2.6,,,,,,,,2001.0,4.154,,6.67,,20.3,
2001-04-27,,4.0,,,,,2.6,,,,,,,,2001.0,3.677,,6.75,,20.1,
2001-04-28,,4.0,,,,,2.6,,,,,,,,2001.0,3.887,,6.55,,20.4,
2001-04-29,,4.0,,,,,2.6,,,,,,,6.5,2001.0,2.664,,6.57,,20.3,
2001-04-30,,4.0,0.36,,17.0,,2.6,,,,,,,5.2,2001.0,3.607,,6.61,,20.1,
2001-05-01,,5.0,,,,,2.6,,,,,,,3.9,2001.0,2.188,,7.03,,20.6,
2001-05-02,,5.0,,,,,2.6,,,,,,,,2001.0,2.68,,6.99,,20.6,
2001-05-03,,5.0,,,,,2.6,,,,,,,,2001.0,2.568,,6.82,,20.9,
2001-05-04,,5.0,,,,,2.6,,,,,,,,2001.0,2.833,,6.9,,21.3,
2001-05-05,,5.0,,,,,2.6,,,,,,,,2001.0,2.666,,6.87,,21.2,
2001-05-06,,5.0,,,,,2.6,,,,,,,12.0,2001.0,2.779,,6.83,,21.0,
2001-05-07,,5.0,,,,,2.6,,,,,,,,2001.0,3.181,,6.82,,22.4,
2001-05-08,,5.0,,,,,2.6,,,,,,,,2001.0,0.136,,6.82,,22.6,
2001-05-09,,5.0,,,,,2.6,,,,,,,3.1,2001.0,1.951,,7.0,,23.8,
2001-05-10,,5.0,0.27,,20.0,,2.6,,,,,,,4.0,2001.0,2.563,0.4,6.82,,21.9,
2001-05-11,,5.0,,,,,2.6,,,,,,,,2001.0,2.669,,6.81,,22.4,
2001-05-12,,5.0,,,,,2.6,,,,,,,,2001.0,2.578,,6.86,,20.5,
2001-05-13,,5.0,,,,,2.6,,,,,,,2.0,2001.0,2.995,,6.91,,21.7,
2001-05-14,,5.0,0.29,,21.0,,2.6,,,,,,,3.4,2001.0,2.818,,6.72,,22.2,
2001-05-15,,5.0,,,,,2.6,,,,,,,2.8,2001.0,2.797,,6.82,,21.5,
2001-05-16,,5.0,,,,,2.6,,,,,,,,2001.0,2.596,,6.95,,21.8,
2001-05-17,,5.0,,,,,2.6,,,,,,,,2001.0,2.562,,6.84,,22.2,
2001-05-18,,5.0,,,,,2.6,,,,,,,,2001.0,2.69,,6.93,,22.6,
2001-05-19,,5.0,,,,,2.6,,,,,,,,2001.0,2.616,,6.93,,22.4,
2001-05-20,,5.0,,,,,2.6,,,,,,,1.8,2001.0,3.215,,6.83,,22.7,
2001-05-21,,5.0,0.41,,23.0,,2.6,,,,,,,3.6,2001.0,2.758,,6.83,,23.4,
2001-05-22,,5.0,,,,,2.6,,,,,,,2.3,2001.0,2.642,,6.76,,23.2,
2001-05-23,,5.0,,,,,2.6,,,,,,,,2001.0,2.53,,6.82,,21.9,
2001-05-24,,5.0,,,,,2.6,,,,,,,,2001.0,2.699,,6.82,,22.9,
2001-05-25,,5.0,,,,,2.6,,,,,,,,2001.0,2.915,,6.83,,22.3,
2001-05-26,,5.0,,,,,2.6,,,,,,,,2001.0,2.896,,6.79,,21.7,
2001-05-27,,5.0,,,,,2.6,,,,,,,,2001.0,2.713,,6.84,,21.4,
2001-05-28,,5.0,,,,,2.6,,,,,,,,2001.0,3.195,,6.8,,22.1,
2001-05-29,,5.0,0.46,,20.0,,2.6,,,,,,,3.0,2001.0,2.645,,6.79,,22.3,
2001-05-30,,5.0,,,,,2.6,,,,,,,2.7,2001.0,2.747,,6.83,,22.9,
2001-05-31,,5.0,,,,,2.6,,,,,,,2.7,2001.0,2.161,,6.73,,23.4,
2001-06-01,,6.0,,,,,2.6,,,,,,,,2001.0,2.139,,6.7,,23.5,
2001-06-02,,6.0,,,,,2.6,,,,,,,,2001.0,1.375,,6.7,,22.6,
2001-06-03,,6.0,,,,,2.6,,,,,,,,2001.0,0.362,,6.6,,22.6,
2001-06-04,,6.0,0.33,,24.0,,2.6,,,,,,12.0,,2001.0,2.921,0.4,6.6,,22.9,
2001-06-05,,6.0,,,,,2.6,,,,,,,,2001.0,2.951,,6.6,,22.7,
2001-06-06,,6.0,,,,,2.6,,,,,,,4.0,2001.0,2.309,,6.8,,23.1,
2001-06-07,,6.0,,,,,2.6,,,,,,,3.0,2001.0,3.103,,6.7,,23.2,
2001-06-08,,6.0,,,,,2.6,,,,,,,3.0,2001.0,2.665,,7.0,,23.4,
2001-06-09,,6.0,,,,,2.6,,,,,,,,2001.0,2.699,,6.6,,22.8,
2001-06-10,,6.0,,,,,2.6,,,,,,,,2001.0,2.551,,6.6,,22.9,
2001-06-11,,6.0,0.39,,26.0,,2.6,,,,,,,,2001.0,2.931,,6.6,,23.0,
2001-06-12,,6.0,,,,,2.6,,,,,,,,2001.0,3.092,,6.6,,22.7,
2001-06-13,,6.0,,,,,2.6,,,,,,,4.0,2001.0,2.654,,6.6,,23.0,
2001-06-14,,6.0,,,,,2.6,,,,,,,2.0,2001.0,2.436,,6.5,,22.9,
2001-06-15,,6.0,,,,,2.6,,,,,,,2.0,2001.0,2.517,,6.5,,23.4,
2001-06-16,,6.0,,,,,2.6,,,,,,,,2001.0,2.526,,6.6,,24.0,
2001-06-17,,6.0,,,,,2.6,,,,,,,,2001.0,2.639,,6.5,,23.7,
2001-06-18,,6.0,0.35,,25.0,,2.6,,,,,,,,2001.0,1.516,,,,,
2001-06-19,,6.0,,,,,2.6,,,,,,,,2001.0,2.838,,6.8,,22.8,
2001-06-20,,6.0,,,,,2.6,,,,,,,2.0,2001.0,2.544,,6.6,,23.8,
2001-06-21,,6.0,,,,,2.6,,,,,,,2.0,2001.0,2.373,,6.5,,25.2,
2001-06-22,,6.0,,,,,2.6,,,,,,,3.0,2001.0,2.973,,6.6,,25.1,
2001-06-23,,6.0,,,,,2.6,,,,,,,,2001.0,2.563,,6.6,,24.2,
2001-06-24,,6.0,,,,,2.6,,,,,,,,2001.0,2.639,,6.5,,23.5,
2001-06-25,,6.0,0.29,,26.0,,2.6,,,,,,,,2001.0,2.81,,6.4,,23.9,
2001-06-26,,6.0,,,,,2.6,,,,,,,,2001.0,2.234,,6.5,,23.4,
2001-06-27,,6.0,,,,,2.6,,,,,,,2.0,2001.0,2.465,,6.3,,23.2,
2001-06-28,,6.0,,,,,2.6,,,,,,,3.0,2001.0,2.821,,6.7,,23.8,
2001-06-29,,6.0,,,,,2.6,,,,,,,3.0,2001.0,2.514,,6.7,,23.2,
2001-06-30,,6.0,,,,,2.6,,,,,,,,2001.0,2.611,,6.7,,23.9,
2001-07-01,,7.0,,,,,2.6,,,,,,,,2001.0,2.652,,6.9,,23.9,
2001-07-02,,7.0,0.26,,22.0,,2.6,,,,,,,,2001.0,2.463,0.4,6.7,,24.6,
2001-07-03,,7.0,,,,,2.6,,,,,,,,2001.0,2.038,,6.8,,23.1,
2001-07-04,,7.0,,,,,2.6,,,,,,,1.8,2001.0,2.533,,6.7,,25.2,
2001-07-05,,7.0,,,,,2.6,,,,,,,2.1,2001.0,2.711,,6.6,,24.6,
2001-07-06,,7.0,,,,,2.6,,,,,,,1.7,2001.0,2.592,,6.7,,24.9,
2001-07-07,,7.0,,,,,2.6,,,,,,,,2001.0,2.546,,6.7,,24.2,
2001-07-08,,7.0,,,,,2.6,,,,,,,,2001.0,2.794,,6.7,,24.0,
2001-07-09,,7.0,0.39,,25.0,,2.6,,,,,,,,2001.0,2.404,,6.5,,24.5,
2001-07-10,,7.0,,,,,2.6,,,,,,,,2001.0,2.607,,6.6,,24.0,
2001-07-11,,7.0,,,,,2.6,,,,,,,2.6,2001.0,2.386,,6.6,,23.8,
2001-07-12,,7.0,,,,,2.6,,,,,,,2.1,2001.0,2.631,,6.5,,23.8,
2001-07-13,,7.0,,,,,2.6,,,,,,,2.5,2001.0,0.19,,6.5,,23.5,
2001-07-14,,7.0,,,,,2.6,,,,,,,,2001.0,2.49,,6.7,,23.8,
