Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,PO4 mg/L,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,orgN mg/L N,pH,peak_flow mgd,temperature degC,urea* mg/L N
2003-05-12,,5.0,0.2,,12.0,,2.6,,,,,,,3.0,2003.0,5.72,,6.76,,19.4,
2003-05-13,,5.0,,,,,2.6,,,,,,,3.2,2003.0,5.286,,6.64,,20.9,
2003-05-14,,5.0,,,,,2.6,,,,,,,2.9,2003.0,5.895,,7.02,,20.8,
2003-05-15,,5.0,,,,,2.6,,,,,,,3.1,2003.0,4.395,,7.03,,19.7,
2003-05-16,,5.0,,,,,2.6,,,,,,,,2003.0,3.466,,6.82,,19.4,
2003-05-17,,5.0,,,,,2.6,,,,,,,,2003.0,3.552,,6.66,,20.6,
2003-05-18,,5.0,,,,,2.6,,,,,,,4.8,2003.0,3.256,,6.65,,20.8,
2003-05-19,,5.0,0.2,,13.0,,2.6,,,,,,,4.9,2003.0,1.625,,6.42,,20.2,
2003-05-20,,5.0,,,,,2.6,,,,,,,4.7,2003.0,0.179,,6.54,,20.4,
2003-05-21,,5.0,,,,,2.6,,,,,,,,2003.0,4.028,,6.59,,22.9,
2003-05-22,,5.0,,,,,2.6,,,,,,,4.0,2003.0,2.885,,6.75,,22.2,
2003-05-23,,5.0,,,,,2.6,,,,,,,5.4,2003.0,2.892,,6.53,,21.4,
2003-05-24,,5.0,,,,,2.6,,,,,,,4.5,2003.0,4.343,,6.73,,22.0,
2003-05-25,,5.0,,,,,2.6,,,,,,,4.9,2003.0,4.268,,6.63,,21.5,
2003-05-26,,5.0,,,,,2.6,,,,,,,4.2,2003.0,4.117,,6.62,,21.4,
2003-05-27,,5.0,0.21,,18.0,,2.6,,,,,,,3.6,2003.0,3.699,,6.69,,21.0,
2003-05-28,,5.0,,,,,2.6,,,,,,,3.2,2003.0,3.013,,6.71,,21.4,
2003-05-29,,5.0,,,,,2.6,,,,,,,,2003.0,2.971,,6.82,,22.5,
2003-05-30,,5.0,,,,,2.6,,,,,,,3.0,2003.0,2.961,,6.72,,21.5,
2003-05-31,,5.0,,,,,2.6,,,,,,,,2003.0,2.889,,6.91,,22.4,
2003-06-01,,6.0,,,,,2.6,,,,,,,3.1,2003.0,2.878,,6.91,,22.8,
2003-06-02,,6.0,0.2,,16.0,,2.6,,,,,,,3.5,2003.0,3.183,0.4,6.81,,21.6,
2003-06-03,,6.0,,,,,2.6,,,,,,,2.9,2003.0,3.05,,7.12,,21.8,
2003-06-04,,6.0,,,,,2.6,,,,,,,2.5,2003.0,2.707,,7.01,,21.1,
2003-06-05,,6.0,,,,,2.6,,,,,,,2.1,2003.0,2.877,,7.04,,19.3,
2003-06-06,,6.0,,,,,2.6,,,,,,,,2003.0,2.367,,6.92,,19.8,
2003-06-07,,6.0,,,,,2.6,,,,,,,,2003.0,2.75,,6.85,,22.1,
2003-06-08,,6.0,,,,,2.6,,,,,,,2.0,2003.0,3.053,,6.92,,22.0,
2003-06-09,,6.0,0.2,,14.0,,2.6,,,,,,,1.8,2003.0,2.642,,6.98,,19.5,
2003-06-10,,6.0,,,,,2.6,,,,,,,2.0,2003.0,2.829,,7.22,,21.4,
2003-06-11,,6.0,,,,,2.6,,,,,,,2.4,2003.0,2.807,,6.93,,21.5,
2003-06-12,,6.0,,,,,2.6,,,,,,,2.3,2003.0,2.728,,7.01,,22.0,
2003-06-13,,6.0,,,,,2.6,,,,,,,,2003.0,3.01,,6.98,,22.3,
2003-06-14,,6.0,,,,,2.6,,,,,,,,2003.0,2.714,,6.96,,22.0,
2003-06-15,,6.0,,,,,2.6,,,,,,,2.4,2003.0,2.788,,6.96,,22.8,
2003-06-16,,6.0,0.2,,24.0,,2.6,,,,,,,2.6,2003.0,2.634,,7.01,,23.5,
2003-06-17,,6.0,,,,,2.6,,,,,,,2.4,2003.0,2.522,,6.85,,23.3,
2003-06-18,,6.0,,,,,2.6,,,,,,,2.2,2003.0,2.18,,6.8,,22.8,
2003-06-19,,6.0,,,,,2.6,,,,,,3.5,2.3,2003.0,2.402,,6.89,,22.9,
2003-06-20,,6.0,,,,,2.6,,,,,,,,2003.0,2.607,,6.96,,22.6,
2003-06-21,,6.0,,,,,2.6,,,,,,,,2003.0,2.636,,7.06,,22.5,
2003-06-22,,6.0,,,,,2.6,,,,,,,,2003.0,2.805,,6.87,,22.6,
2003-06-23,,6.0,0.2,,20.0,,2.6,,,,,,,1.4,2003.0,2.649,,7.04,,22.2,
2003-06-24,,6.0,,,,,2.6,,,,,,,2.3,2003.0,0.113,,6.96,,23.1,
2003-06-25,,6.0,,,,,2.6,,,,,,,,2003.0,2.426,,6.77,,24.5,
2003-06-26,,6.0,,,,,2.6,,,,,,,3.5,2003.0,3.377,,6.97,,24.5,
2003-06-27,,6.0,,,,,2.6,,,,,,,2.4,2003.0,3.294,,6.85,,24.6,
2003-06-28,,6.0,,,,,2.6,,,,,,,2.0,2003.0,2.686,,6.83,,23.8,
2003-06-29,,6.0,,,,,2.6,,,,,,,2.2,2003.0,2.68,,6.9,,23.7,
2003-06-30,,6.0,0.2,,13.0,,2.6,,,,,,,1.3,2003.0,3.885,,6.81,,21.6,
2003-07-01,,7.0,,,,,2.6,,,,,,,2.5,2003.0,2.879,,6.82,,21.6,
2003-07-02,,7.0,,,,,2.6,,,,,,,1.7,2003.0,2.722,,6.79,,21.5,
2003-07-03,,7.0,,,,,2.6,,,,,,,1.6,2003.0,2.763,,6.86,,22.6,
2003-07-04,,7.0,,,,,2.6,,,,,,,,2003.0,2.77,,6.73,,23.4,
2003-07-05,,7.0,,,,,2.6,,,,,,,,2003.0,2.464,,6.83,,22.9,
2003-07-06,,7.0,,,,,2.6,,,,,,,2.5,2003.0,2.485,,6.94,,23.1,
2003-07-07,,7.0,0.2,,17.0,,2.6,,,,,,,2.3,2003.0,2.599,0.736,6.87,,22.0,
2003-07-08,,7.0,,,,,2.6,,,,,,,2.4,2003.0,2.564,,6.68,,22.3,
2003-07-09,,7.0,,,,,2.6,,,,,,,1.4,2003.0,2.628,,6.8,,24.2,
2003-07-10,,7.0,,,,,2.6,,,,,,,1.6,2003.0,2.51,,6.74,,23.7,
2003-07-11,,7.0,,,,,2.6,,,,,,,,2003.0,2.359,,6.76,,23.6,
2003-07-12,,7.0,,,,,2.6,,,,,,,,2003.0,2.407,,6.85,,24.5,
2003-07-13,,7.0,,,,,2.6,,,,,,,1.1,2003.0,2.534,,6.87,,24.4,
2003-07-14,,7.0,0.2,,14.0,,2.6,,,,,,,1.1,2003.0,2.361,,6.95,,24.9,
2003-07-15,,7.0,,,,,2.6,,,,,,,1.3,2003.0,2.479,,7.0,,25.0,
2003-07-16,,7.0,,,,,2.6,,,,,,,1.0,2003.0,2.565,,6.6,,24.4,
2003-07-17,,7.0,,,,,2.6,,,,,,,1.0,2003.0,2.392,,6.87,,24.7,
2003-07-18,,7.0,,,,,2.6,,,,,,,,2003.0,2.125,,6.83,,24.4,
2003-07-19,,7.0,,,,,2.6,,,,,,,,2003.0,2.836,,6.93,,24.9,
2003-07-20,,7.0,,,,,2.6,,,,,,,1.2,2003.0,2.374,,6.83,,25.2,
2003-07-21,,7.0,0.2,,14.0,,2.6,,,,,,,1.0,2003.0,2.573,,6.86,,23.9,
2003-07-22,,7.0,,,,,2.6,,,,,,,1.7,2003.0,2.436,,6.89,,23.8,
2003-07-23,,7.0,,,,,2.6,,,,,,,1.5,2003.0,2.382,,6.98,,24.7,
2003-07-24,,7.0,,,,,2.6,,,,,,,1.4,2003.0,2.576,,7.02,,24.8,
2003-07-25,,7.0,,,,,2.6,,,,,,,,2003.0,2.464,,7.03,,23.8,
2003-07-26,,7.0,,,,,2.6,,,,,,,,2003.0,2.471,,6.95,,24.8,
2003-07-27,,7.0,,,,,2.6,,,,,,,1.6,2003.0,2.54,,6.91,,24.7,
2003-07-28,,7.0,0.2,,14.0,,2.6,,,,,,,1.0,2003.0,2.471,,6.9,,24.0,
2003-07-29,,7.0,,,,,2.6,,,,,,,1.1,2003.0,2.279,,6.86,,22.4,
2003-07-30,,7.0,,,,,2.6,,,,,,,1.2,2003.0,2.503,,6.91,,24.6,
2003-07-31,,7.0,,,,,2.6,,,,,,,1.2,2003.0,2.908,,7.3,,24.6,
2003-08-01,,8.0,,,,,2.6,,,,,,,,2003.0,3.162,,7.01,,24.6,
2003-08-02,,8.0,,,,,2.6,,,,,,,,2003.0,2.446,,7.15,,24.1,
2003-08-03,,8.0,,,,,2.6,,,,,,,,2003.0,2.5,,7.04,,24.5,
2003-08-04,,8.0,0.21,,12.0,,2.6,,,,,,,1.0,2003.0,2.02,0.4,7.1,,24.5,
2003-08-05,,8.0,,,,,2.6,,,,,,,1.0,2003.0,1.874,,6.95,,23.2,
2003-08-06,,8.0,,,,,2.6,,,,,,,1.1,2003.0,2.077,,7.34,,24.7,
2003-08-07,,8.0,,,,,2.6,,,,,,,1.0,2003.0,2.258,,7.03,,24.1,
2003-08-08,,8.0,,,,,2.6,,,,,,,1.1,2003.0,2.428,,7.0,,24.1,
2003-08-09,,8.0,,,,,2.6,,,,,,,,2003.0,2.45,,6.89,,23.6,
2003-08-10,,8.0,,,,,2.6,,,,,,,2.1,2003.0,3.033,,7.0,,23.7,
2003-08-11,,8.0,0.21,,13.0,,2.6,,,,,,,2.6,2003.0,2.602,,7.02,,25.9,
2003-08-12,,8.0,,,,,2.6,,,,,,,1.3,2003.0,2.536,,7.03,,22.7,
2003-08-13,,8.0,,,,,2.6,,,,,,,1.6,2003.0,2.408,,6.81,,24.0,
2003-08-14,,8.0,,,,,2.6,,,,,,,1.5,2003.0,2.301,,6.77,,24.5,
2003-08-15,,8.0,,,,,2.6,,,,,,,,2003.0,2.584,,7.1,,24.3,
2003-08-16,,8.0,,,,,2.6,,,,,,,,2003.0,2.647,,7.08,,24.2,
2003-08-17,,8.0,,,,,2.6,,,,,,,1.9,2003.0,2.336,,6.97,,24.3,
2003-08-18,,8.0,0.2,,28.0,,2.6,,,,,,,1.8,2003.0,2.535,,6.96,,24.7,
2003-08-19,,8.0,,,,,2.6,,,,,,,1.6,2003.0,2.398,,6.92,,23.9,
2003-08-20,,8.0,,,,,2.6,,,,,,,1.7,2003.0,1.45,,6.95,,23.8,
2003-08-21,,8.0,,,,,2.6,,,,,,,,2003.0,2.433,,7.0,,24.5,
2003-08-22,,8.0,,,,,2.6,,,,,,,2.0,2003.0,2.435,,7.04,,24.5,
2003-08-23,,8.0,,,,,2.6,,,,,,,,2003.0,2.534,,6.91,,24.7,
2003-08-24,,8.0,,,,,2.6,,,,,,,,2003.0,2.319,,7.07,,24.4,
2003-08-25,,8.0,0.2,,15.0,,2.6,,,,,,,,2003.0,3.345,,6.85,,25.7,
2003-08-26,,8.0,,,,,2.6,,,,,,,2.4,2003.0,2.111,,6.96,,24.7,
2003-08-27,,8.0,,,,,2.6,,,,,,,1.7,2003.0,2.602,,6.93,,24.1,
2003-08-28,,8.0,,,,,2.6,,,,,,,1.8,2003.0,2.299,,6.87,,23.5,
2003-08-29,,8.0,,,,,2.6,,,,,,,1.1,2003.0,2.414,,6.91,,24.4,
2003-08-30,,8.0,,,,,2.6,,,,,,,1.4,2003.0,2.488,,7.2,,24.1,
2003-08-31,,8.0,,,,,2.6,,,,,,,1.8,2003.0,2.29,,7.2,,23.7,
2003-09-01,,9.0,,,,,2.6,,,,,,,1.5,2003.0,2.61,,7.04,,22.4,
2003-09-02,,9.0,0.2,,14.0,,2.6,,,,,,,1.3,2003.0,2.046,0.4,7.08,,23.4,
2003-09-03,,9.0,,,,,2.6,,,,,,,1.2,2003.0,2.982,,6.95,,23.0,
2003-09-04,,9.0,,,,,2.6,,,,,,,1.6,2003.0,2.552,,6.92,,24.0,
2003-09-05,,9.0,,,,,2.6,,,,,,,,2003.0,2.472,,6.88,,24.0,
2003-09-06,,9.0,,,,,2.6,,,,,,,,2003.0,2.504,,6.76,,23.1,
2003-09-07,,9.0,,,,,2.6,,,,,,,2.5,2003.0,2.621,,6.85,,22.5,
2003-09-08,,9.0,0.2,,14.0,,2.6,,,,,,,2.3,2003.0,2.549,,6.81,,22.7,
2003-09-09,,9.0,,,,,2.6,,,,,,,2.1,2003.0,2.433,,6.82,,22.0,
2003-09-10,,9.0,,,,,2.6,,,,,,,2.5,2003.0,2.547,,6.82,,22.9,
2003-09-11,,9.0,,,,,2.6,,,,,,,2.0,2003.0,2.355,,6.99,,24.5,
2003-09-12,,9.0,,,,,2.6,,,,,,,,2003.0,2.553,,6.86,,25.1,
2003-09-13,,9.0,,,,,2.6,,,,,,,,2003.0,2.449,,6.84,,23.7,
2003-09-14,,9.0,,,,,2.6,,,,,,,1.4,2003.0,2.436,,6.81,,23.9,
2003-09-15,,9.0,0.2,,13.0,,2.6,,,,,,,1.9,2003.0,2.409,,6.74,,22.9,
2003-09-16,,9.0,,,,,2.6,,,,,,,1.9,2003.0,2.44,,6.88,,23.8,
2003-09-17,,9.0,,,,,2.6,,,,,,,2.1,2003.0,2.384,,6.79,,24.0,
2003-09-18,,9.0,,,,,2.6,,,,,,,2.7,2003.0,2.329,,6.82,,24.6,
2003-09-19,,9.0,,,,,2.6,,,,,,,,2003.0,2.444,,6.81,,23.2,
2003-09-20,,9.0,,,,,2.6,,,,,,,,2003.0,2.389,,7.15,,24.6,
2003-09-21,,9.0,,,,,2.6,,,,,,,,2003.0,2.404,,7.13,,24.7,
2003-09-22,,9.0,0.2,,15.0,,2.6,,,,,,,2.0,2003.0,2.446,,6.99,,22.7,
2003-09-23,,9.0,,,,,2.6,,,,,,,2.7,2003.0,2.333,,6.96,,23.1,
2003-09-24,,9.0,,,,,2.6,,,,,,,1.5,2003.0,2.43,,6.79,,23.1,
2003-09-25,,9.0,,,,,2.6,,,,,,,,2003.0,3.261,,6.93,,21.1,
2003-09-26,,9.0,,,,,2.6,,,,,,,3.4,2003.0,3.358,,6.87,,23.6,
2003-09-27,,9.0,,,,,2.6,,,,,,,3.2,2003.0,2.691,,6.96,,23.6,
2003-09-28,,9.0,,,,,2.6,,,,,,,2.8,2003.0,2.477,,7.05,,21.8,
2003-09-29,,9.0,,,,,2.6,,,,,,,3.0,2003.0,2.417,,6.98,,22.5,
2003-09-30,,9.0,0.2,,16.0,,2.6,,,,,,,2.6,2003.0,1.979,,6.73,,20.6,
2003-10-01,,10.0,,,,,2.6,,,,,,,1.8,2003.0,2.537,,7.0,,23.4,
2003-10-02,,10.0,,,,,2.6,,,,,,,2.5,2003.0,2.401,,7.08,,22.8,
2003-10-03,,10.0,,,,,2.6,,,,,,,,2003.0,2.356,,7.1,,22.6,
2003-10-04,,10.0,,,,,2.6,,,,,,,,2003.0,2.476,,7.0,,21.7,
2003-10-05,,10.0,,,,,2.6,,,,,,,1.8,2003.0,2.573,,6.95,,21.9,
2003-10-06,,10.0,0.2,,14.0,,2.6,,,,,,,2.2,2003.0,2.375,0.4,6.96,,21.1,
2003-10-07,,10.0,,,,,2.6,,,,,,,2.0,2003.0,2.433,,6.88,,22.4,
2003-10-08,,10.0,,,,,2.6,,,,,,,2.7,2003.0,2.324,,7.01,,23.3,
2003-10-09,,10.0,,,,,2.6,,,,,,,2.6,2003.0,2.481,,6.97,,23.5,
2003-10-10,,10.0,,,,,2.6,,,,,,,,2003.0,2.445,,7.09,,23.2,
2003-10-11,,10.0,,,,,2.6,,,,,,,,2003.0,2.451,,7.02,,22.1,
2003-10-12,,10.0,,,,,2.6,,,,,,,2.8,2003.0,2.406,,6.98,,22.0,
2003-10-13,,10.0,0.2,,11.0,,2.6,,,,,,,3.1,2003.0,1.21,,6.93,,20.3,
2003-10-14,,10.0,,,,,2.6,,,,,,,,2003.0,2.946,,6.78,,19.6,
2003-10-15,,10.0,,,,,2.6,,,,,,,4.5,2003.0,2.116,,6.82,,23.1,
2003-10-16,,10.0,,,,,2.6,,,,,,,2.7,2003.0,2.376,,6.95,,22.9,
2003-10-17,,10.0,,,,,2.6,,,,,,,2.2,2003.0,2.43,,6.75,,23.0,
2003-10-18,,10.0,,,,,2.6,,,,,,,,2003.0,2.091,,6.33,,22.6,
2003-10-19,,10.0,,,,,2.6,,,,,,,2.8,2003.0,2.511,,6.78,,22.7,
2003-10-20,,10.0,0.2,,19.0,,2.6,,,,,,,2.4,2003.0,2.61,,6.73,,23.7,
2003-10-21,,10.0,,,,,2.6,,,,,,,2.8,2003.0,2.294,,6.74,,22.0,
2003-10-22,,10.0,,,,,2.6,,,,,,,1.1,2003.0,2.57,,6.97,,22.6,
2003-10-23,,10.0,,,,,2.6,,,,,,,1.1,2003.0,2.393,,6.74,,23.0,
2003-10-24,,10.0,,,,,2.6,,,,,,,1.2,2003.0,2.544,,6.81,,22.9,
2003-10-25,,10.0,,,,,2.6,,,,,,,,2003.0,2.531,,6.8,,12.8,
2003-10-26,,10.0,,,,,2.6,,,,,,,1.4,2003.0,2.576,,6.76,,22.7,
2003-10-27,,10.0,0.2,,20.0,,2.6,,,,,,,1.5,2003.0,2.567,,6.74,,20.7,
2003-10-28,,10.0,,,,,2.6,,,,,,,1.5,2003.0,2.603,,6.69,,21.5,
2003-10-29,,10.0,,,,,2.6,,,,,,,1.6,2003.0,2.298,,7.16,,23.0,
2003-10-30,,10.0,,,,,2.6,,,,,,,1.3,2003.0,2.642,,6.88,,22.3,
2003-10-31,,10.0,,,,,2.6,,,,,,,,2003.0,1.663,,6.99,,20.9,
2003-11-01,,11.0,,,,,2.6,,,,,,,,2003.0,3.295,,6.63,,20.4,
2003-11-02,,11.0,,,,,2.6,,,,,,,2.3,2003.0,4.243,,6.61,,20.3,
2003-11-03,,11.0,0.2,,18.0,,2.6,,,,,,,2.8,2003.0,3.384,0.462,6.69,,19.7,
2003-11-04,,11.0,,,,,2.6,,,,,,,3.3,2003.0,2.192,,6.72,,20.1,
2003-11-05,,11.0,,,,,2.6,,,,,,,3.3,2003.0,2.231,,6.81,,21.1,
2003-11-06,,11.0,,,,,2.6,,,,,,,,2003.0,2.409,,6.87,,21.2,
2003-11-07,,11.0,,,,,2.6,,,,,,,2.6,2003.0,2.217,,6.78,,19.4,
2003-11-08,,11.0,,,,,2.6,,,,,,,,2003.0,3.545,,6.69,,20.4,
2003-11-09,,11.0,,,,,2.6,,,,,,,3.3,2003.0,4.134,,6.71,,21.1,
2003-11-10,,11.0,0.2,,15.0,,2.6,,,,,,,3.5,2003.0,3.298,,7.02,,21.5,
2003-11-11,,11.0,,,,,2.6,,,,,,,2.8,2003.0,2.909,,6.76,,19.7,
2003-11-12,,11.0,,,,,2.6,,,,,,,2.9,2003.0,2.96,,6.86,,19.0,
2003-11-13,,11.0,,,,,2.6,,,,,,,1.8,2003.0,2.684,,6.98,,21.1,
2003-11-14,,11.0,,,,,2.6,,,,,,,,2003.0,2.797,,6.87,,21.2,
2003-11-15,,11.0,,,,,2.6,,,,,,,,2003.0,3.025,,6.75,,20.8,
2003-11-16,,11.0,,,,,2.6,,,,,,,3.1,2003.0,2.877,,6.77,,20.3,
2003-11-17,,11.0,0.21,,22.0,,2.6,,,,,,,2.4,2003.0,2.751,,6.79,,19.8,
2003-11-18,,11.0,,,,,2.6,,,,,,,1.6,2003.0,2.64,,6.8,,18.6,
2003-11-19,,11.0,,,,,2.6,,,,,,,1.3,2003.0,2.853,,6.79,,17.8,
2003-11-20,,11.0,,,,,2.6,,,,,,,2.0,2003.0,2.357,,6.87,,20.6,
2003-11-21,,11.0,,,,,2.6,,,,,,,,2003.0,2.691,,6.73,,20.5,
2003-11-22,,11.0,,,,,2.6,,,,,,,,2003.0,2.694,,6.59,,19.6,
2003-11-23,,11.0,,,,,2.6,,,,,,,2.3,2003.0,2.74,,6.56,,19.8,
2003-11-24,,11.0,0.2,,17.0,,2.6,,,,,,,2.0,2003.0,2.784,,6.64,,17.9,
2003-11-25,,11.0,,,,,2.6,,,,,,,2.2,2003.0,2.744,,6.68,,18.2,
2003-11-26,,11.0,,,,,2.6,,,,,,,2.0,2003.0,2.711,,6.83,,17.7,
2003-11-27,,11.0,,,,,2.6,,,,,,,2.6,2003.0,2.486,,6.78,,19.5,
2003-11-28,,11.0,,,,,2.6,,,,,,,,2003.0,2.055,,6.68,,19.9,
2003-11-29,,11.0,,,,,2.6,,,,,,,,2003.0,2.275,,6.73,,17.6,
2003-11-30,,11.0,,,,,2.6,,,,,,,3.5,2003.0,2.898,,6.75,,20.3,
2003-12-01,,12.0,,,,,2.6,,,,,,,3.8,2003.0,4.141,,6.64,,20.3,
2003-12-02,,12.0,0.28,,17.0,,2.6,,,,,,,2.8,2003.0,4.814,,6.79,,20.8,
2003-12-03,,12.0,,,,,2.6,,,,,,,2.6,2003.0,3.288,,6.73,,18.8,
2003-12-04,,12.0,,,,,2.6,,,,,,,2.0,2003.0,3.724,,6.97,,18.0,
2003-12-05,,12.0,,,,,2.6,,,,,,,,2003.0,3.789,,7.02,,20.3,
2003-12-06,,12.0,,,,,2.6,,,,,,,,2003.0,5.232,,6.79,,20.0,
2003-12-07,,12.0,,,,,2.6,,,,,,,2.2,2003.0,4.748,,6.56,,19.6,
2003-12-08,,12.0,0.21,,13.0,,2.6,,,,,,,1.9,2003.0,3.805,0.4,6.65,,19.3,
2003-12-09,,12.0,,,,,2.6,,,,,,,1.9,2003.0,4.674,,6.62,,18.6,
2003-12-10,,12.0,,,,,2.6,,,,,,,2.3,2003.0,5.186,,6.66,,18.2,
2003-12-11,,12.0,,,,,2.6,,,,,,,3.1,2003.0,4.342,,6.73,,19.1,
2003-12-12,,12.0,,,,,2.6,,,,,,,3.5,2003.0,4.826,,6.66,,19.6,
2003-12-13,,12.0,,,,,2.6,,,,,,,,2003.0,5.463,,6.5,,19.1,
2003-12-14,,12.0,,,,,2.6,,,,,,,1.5,2003.0,5.558,,6.62,,18.6,
2003-12-15,,12.0,0.2,,9.0,,2.6,,,,,,,4.3,2003.0,4.574,,6.62,,15.9,
2003-12-16,,12.0,,,,,2.6,,,,,,,2.8,2003.0,4.001,,6.6,,16.4,
2003-12-17,,12.0,,,,,2.6,,,,,,,3.3,2003.0,3.624,,6.78,,15.9,
2003-12-18,,12.0,,,,,2.6,,,,,,,2.2,2003.0,3.451,,6.78,,16.5,
2003-12-19,,12.0,,,,,2.6,,,,,,,,2003.0,3.832,,6.78,,17.5,
2003-12-20,,12.0,,,,,2.6,,,,,,,,2003.0,4.761,,6.77,,20.3,
2003-12-21,,12.0,,,,,2.6,,,,,,,3.3,2003.0,4.249,,6.64,,20.5,
2003-12-22,,12.0,0.2,,11.0,,2.6,,,,,,,3.6,2003.0,4.016,,6.73,,19.3,
2003-12-23,,12.0,,,,,2.6,,,,,,,3.1,2003.0,4.954,,6.52,,18.3,
2003-12-24,,12.0,,,,,2.6,,,,,,,3.0,2003.0,4.084,,6.67,,18.5,
2003-12-25,,12.0,,,,,2.6,,,,,,,5.0,2003.0,7.0,,6.52,,17.3,
2003-12-26,,12.0,,,,,2.6,,,,,,,,2003.0,6.828,,6.5,,16.3,
2003-12-27,,12.0,,,,,2.6,,,,,,,,2003.0,5.803,,6.97,,15.8,
2003-12-28,,12.0,,,,,2.6,,,,,,,5.0,2003.0,4.708,,6.77,,14.6,
2003-12-29,,12.0,0.2,,9.9,,2.6,,,,,,,4.0,2003.0,9.432,,6.79,,15.6,
2003-12-30,,12.0,,,,,2.6,,,,,,,5.7,2003.0,8.54,,6.53,,16.8,
2003-12-31,,12.0,,,,,2.6,,,,,,,6.3,2003.0,9.155,,6.63,,19.8,
2004-01-01,,1.0,,,,,2.6,,,,,,,5.5,2004.0,9.415,,6.7,,17.0,
2004-01-02,,1.0,,,,,2.6,,,,,,,,2004.0,9.487,,6.6,,16.5,
2004-01-03,,1.0,,,,,2.6,,,,,,,,2004.0,8.724,,6.6,,15.8,
2004-01-04,,1.0,,,,,2.6,,,,,,,4.9,2004.0,9.377,,6.6,,15.6,
2004-01-05,,1.0,0.2,,7.8,,2.6,,,,0.56,,,4.2,2004.0,5.589,0.46,6.8,,15.9,
2004-01-06,,1.0,,,,,2.6,,,,,,,4.2,2004.0,4.904,,6.9,,15.2,
2004-01-07,,1.0,,,,,2.6,,,,,,,4.0,2004.0,4.211,,6.8,,16.5,
2004-01-08,,1.0,,,,,2.6,,,,,,,5.2,2004.0,4.928,,6.7,,18.2,
2004-01-09,,1.0,,,,,2.6,,,,,,,,2004.0,5.726,,6.7,,17.5,
2004-01-10,,1.0,,,,,2.6,,,,,,,,2004.0,5.723,,6.8,,17.4,
2004-01-11,,1.0,,,,,2.6,,,,,,,,2004.0,5.285,,6.8,,17.3,
2004-01-12,,1.0,0.25,,10.0,,2.6,,,,,,,2.7,2004.0,3.945,,6.8,,17.3,
2004-01-13,,1.0,,,,,2.6,,,,,,,2.0,2004.0,4.237,,6.9,,17.6,
2004-01-14,,1.0,,,,,2.6,,,,,,,2.2,2004.0,4.334,,6.7,,17.6,
2004-01-15,,1.0,,,,,2.6,,,,,,,2.2,2004.0,3.765,,6.8,,17.6,
2004-01-16,,1.0,,,,,2.6,,,,,,,2.7,2004.0,4.416,,6.8,,17.7,
2004-01-17,,1.0,,,,,2.6,,,,,,,,2004.0,3.966,,6.6,,17.0,
2004-01-18,,1.0,,,,,2.6,,,,,,,3.0,2004.0,4.02,,6.6,,18.0,
2004-01-19,,1.0,,,,,2.6,,,,,,,2.0,2004.0,3.967,,6.8,,18.5,
2004-01-20,,1.0,0.2,,13.0,,2.6,,,,,,,3.2,2004.0,3.968,,6.8,,18.1,
2004-01-21,,1.0,,,,,2.6,,,,,,,2.5,2004.0,3.896,,6.8,,16.5,
2004-01-22,,1.0,,,,,2.6,,,,,,,2.8,2004.0,3.608,,6.9,,14.2,
2004-01-23,,1.0,,,,,2.6,,,,,,,,2004.0,3.697,,6.9,,13.7,
2004-01-24,,1.0,,,,,2.6,,,,,,,,2004.0,3.366,,6.9,,20.1,
2004-01-25,,1.0,,,,,2.6,,,,,,,2.0,2004.0,3.889,,6.8,,18.8,
2004-01-26,,1.0,0.2,,14.0,,2.6,,,,,,,2.5,2004.0,3.834,,6.9,,18.8,
2004-01-27,,1.0,,,,,2.6,,,,,,,2.8,2004.0,5.165,,6.8,,17.5,
2004-01-28,,1.0,,,,,2.6,,,,,,,3.9,2004.0,4.614,,6.9,,16.8,
2004-01-29,,1.0,,,,,2.6,,,,,,,2.7,2004.0,4.93,,6.7,,16.9,
2004-01-30,,1.0,,,,,2.6,,,,,,,,2004.0,4.147,,6.8,,18.1,
2004-01-31,,1.0,,,,,2.6,,,,,,,,2004.0,3.708,,7.1,,17.0,
2004-02-01,,2.0,,,,,2.6,,,,,,,2.8,2004.0,4.082,,6.8,,19.9,
2004-02-02,,2.0,0.2,,15.0,,2.6,,,,1.4,,,5.1,2004.0,6.182,1.27,6.9,,16.1,
2004-02-03,,2.0,,,,,2.6,,,,,,,5.7,2004.0,6.862,,6.6,,16.1,
2004-02-04,,2.0,,,,,2.6,,,,,,,,2004.0,8.353,,6.6,,17.5,
2004-02-05,,2.0,,,,,2.6,,,,,,,5.2,2004.0,7.758,,6.6,,17.6,
2004-02-06,,2.0,,,,,2.6,,,,,,,3.1,2004.0,5.106,,6.7,,15.5,
2004-02-07,,2.0,,,,,2.6,,,,,,,,2004.0,4.624,,6.9,,18.8,
2004-02-08,,2.0,,,,,2.6,,,,,,,2.7,2004.0,3.612,,6.8,,17.8,
2004-02-09,,2.0,0.2,,9.0,,2.6,,,,,,,2.7,2004.0,2.625,,6.8,,13.3,
2004-02-10,,2.0,,,,,2.6,,,,,,,,2004.0,4.88,,6.7,,17.6,
