Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2009-03-16,,3.0,24.1,1.84,5.2,,4.278,,,,,,,4.6,2.5,2009.0,17.92,7.3,,14.0,
2009-03-25,,3.0,7.47,3.41,15.4,,,,,,,2.98,,,22.0,2009.0,8.61,7.0,,16.0,
2009-04-01,,4.0,0.21,0.04,16.7,0.79,3.069,,,,,1.0,,3.3,14.5,2009.0,8.16,6.9,,16.4,
2009-04-06,,4.0,0.17,0.07,15.6,3.62,3.8129999999999997,,,,967.0,3.79,,4.1,13.2,2009.0,11.77,7.0,,17.5,
2009-04-14,,4.0,13.7,0.8,11.0,13.17,3.3480000000000003,,,,965.0,26.9,,3.6,19.8,2009.0,10.12,7.1,,16.5,
2009-04-20,,4.0,0.93,1.97,16.2,6.16,,,,,1032.0,7.09,,,13.2,2009.0,12.1,6.8,,22.0,
2009-04-26,,4.0,1.29,1.02,18.3,6.61,,,,,,7.9,,,14.8,2009.0,10.93,7.1,,17.5,
2009-05-05,,5.0,6.92,1.57,14.2,,4.557,,,,1084.0,,,4.9,19.2,2009.0,7.61,6.8,,19.0,
2009-05-11,,5.0,1.23,,,,,,,,1009.0,,,,11.5,2009.0,7.88,7.1,,20.5,
2009-05-17,,5.0,0.34,0.05,11.4,,,,,,992.0,,,,15.0,2009.0,14.14,7.2,,23.0,
2009-05-25,,5.0,1.23,0.42,7.4,,,,,,998.0,,,,10.0,2009.0,11.29,7.1,,18.7,
2009-06-01,,6.0,0.17,0.08,15.6,,5.022,,,,1049.0,,,5.4,10.0,2009.0,8.5,7.2,,21.5,
2009-06-02,,6.0,0.12,,,,,,,,,,,,11.0,2009.0,13.62,7.1,,20.5,
2009-06-03,,6.0,0.16,,,,,,,,,,,,13.0,2009.0,8.6,7.1,,21.0,
2009-06-09,,6.0,2.4,0.54,19.2,,,,,,1036.0,,,,10.7,2009.0,7.94,7.1,,20.0,
2009-06-10,,6.0,1.95,,,,,,,,,,,,10.7,2009.0,8.7,7.0,,21.5,
2009-06-11,,6.0,1.73,,,,,,,,,,,,11.5,2009.0,10.78,7.0,,20.0,
2009-06-14,,6.0,2.73,0.93,21.1,,,,,,1052.0,,,,14.0,2009.0,7.37,7.0,,21.5,
2009-06-15,,6.0,2.0,,,,,,,,,,,,14.0,2009.0,11.8,7.0,,21.0,
2009-06-16,,6.0,0.76,,,,,,,,,,,,12.0,2009.0,6.26,6.8,,21.0,
2009-06-21,,6.0,0.83,0.13,23.1,,,,,,1008.0,,,,8.0,2009.0,6.96,7.0,,22.0,
2009-06-22,,6.0,0.5,,,,,,,,,,,,8.7,2009.0,11.03,7.0,,22.0,
2009-06-23,,6.0,0.41,,,,,,,,,,,,7.2,2009.0,5.92,7.0,,23.5,
2009-07-01,,7.0,0.16,0.03,13.2,,,,,,1039.0,,,,8.5,2009.0,7.9,7.1,,24.0,
2009-07-02,,7.0,0.19,,,,,,,,,,,,,2009.0,8.96,7.1,,23.0,
2009-07-06,,7.0,0.25,0.03,13.4,,4.929,,,,974.0,,,5.3,8.3,2009.0,9.53,7.0,,21.0,
2009-07-08,,7.0,0.4,,,,,,,,,,,,7.8,2009.0,8.72,6.9,,22.0,
2009-07-15,,7.0,1.04,0.19,15.8,,,,,,1016.0,,,,9.3,2009.0,11.3,6.9,,25.0,
2009-07-16,,7.0,0.43,,,,,,,,,,,,8.6,2009.0,6.93,7.1,,23.0,
2009-07-17,,7.0,0.86,,,,,,,,,,,,7.0,2009.0,10.84,7.0,,,
2009-07-19,,7.0,0.7,0.17,16.2,,,,,,1229.0,,,,11.0,2009.0,9.43,7.1,,23.0,
2009-07-20,,7.0,0.59,,,,,,,,,,,,10.7,2009.0,7.14,6.8,,25.0,
2009-07-21,,7.0,1.1,,,,,,,,,,,,11.0,2009.0,9.32,7.0,,22.0,
2009-07-28,,7.0,1.21,0.28,15.3,,,,,,1003.0,,,,10.0,2009.0,7.05,7.1,,21.5,
2009-07-29,,7.0,1.1,,,,,,,,,,,,9.7,2009.0,11.8,7.1,,22.5,
2009-07-30,,7.0,0.65,,,,,,,,,,,,7.0,2009.0,6.09,7.0,,21.5,
2009-08-04,,8.0,0.29,0.05,12.2,,4.743,,,,874.0,,,5.1,6.7,2009.0,12.92,7.1,,22.5,
2009-08-05,,8.0,0.36,,,,,,,,,,,,4.0,2009.0,8.63,7.5,,22.5,
2009-08-06,,8.0,0.3,,,,,,,,,,,,5.8,2009.0,6.19,7.3,,23.0,
2009-08-10,,8.0,0.23,0.04,8.4,,,,,,941.0,,,,12.0,2009.0,6.79,7.1,,25.0,
2009-08-11,,8.0,0.25,,,,,,,,,,,,14.0,2009.0,12.81,7.3,,24.0,
2009-08-12,,8.0,0.21,,,,,,,,,,,,12.4,2009.0,9.52,7.3,,23.0,
2009-08-19,,8.0,0.3,0.04,7.0,,,,,,917.0,,,,10.8,2009.0,7.67,7.2,,23.0,
2009-08-20,,8.0,0.24,,,,,,,,,,,,8.5,2009.0,9.69,7.2,,22.5,
2009-08-23,,8.0,0.3,0.04,6.8,,,,,,908.0,,,,6.5,2009.0,7.29,7.1,,23.0,
2009-08-24,,8.0,0.26,,,,,,,,,,,,6.8,2009.0,11.76,7.1,,21.5,
2009-09-01,,9.0,0.67,0.18,9.7,,5.487000000000001,,,,884.0,,,5.9,8.5,2009.0,10.59,7.4,,21.0,
2009-09-02,,9.0,0.58,,,,,,,,,,,,8.0,2009.0,11.92,7.4,,23.0,
2009-09-09,,9.0,0.62,0.21,13.7,,,,,,936.0,,,,5.5,2009.0,11.54,7.3,,21.0,
2009-09-10,,9.0,0.58,,,,,,,,,,,,4.7,2009.0,12.24,7.0,,22.0,
2009-09-11,,9.0,0.65,,,,,,,,,,,,4.5,2009.0,11.52,7.1,,23.0,
2009-09-14,,9.0,1.45,0.41,14.1,,,,,,944.0,,,,8.0,2009.0,9.68,7.4,,21.0,
2009-09-15,,9.0,0.8,,,,,,,,,,,,8.4,2009.0,7.13,7.1,,22.0,
2009-09-16,,9.0,0.38,,,,,,,,,,,,8.0,2009.0,5.69,7.0,,22.0,
2009-09-22,,9.0,0.5,0.14,14.1,,,,,,922.0,,,,7.9,2009.0,9.55,7.3,,23.0,
2009-09-23,,9.0,0.52,,,,,,,,,,,,6.0,2009.0,9.97,7.1,,23.5,
2009-09-24,,9.0,0.73,,,,,,,,,,,,4.8,2009.0,10.07,7.3,,22.0,
2009-09-27,,9.0,0.41,0.15,15.0,,,,,,948.0,,,,4.0,2009.0,3.58,7.0,,24.0,
2009-09-28,,9.0,0.62,,,,,,,,,,,,5.6,2009.0,7.07,7.3,,23.0,
2009-09-29,,9.0,2.0,,,,,,,,,,,,6.2,2009.0,3.69,7.0,,21.0,
2009-10-06,,10.0,0.91,0.22,19.0,,4.278,,,,955.0,,,4.6,7.0,2009.0,7.02,7.0,,16.5,
2009-10-14,,10.0,2.89,0.49,19.8,,,,,,943.0,,,,8.7,2009.0,12.82,7.1,,17.0,
2009-10-19,,10.0,0.4,0.11,21.0,,,,,,977.0,,,,7.0,2009.0,11.77,7.0,,19.0,
2009-10-25,,10.0,0.87,0.35,19.0,,,,,,943.0,,,,6.7,2009.0,8.11,7.0,,19.5,
2009-11-04,,11.0,1.49,0.6,21.1,,5.208,,,,1005.0,,,5.6,7.8,2009.0,9.42,6.9,,18.5,
2009-11-10,,11.0,3.52,0.92,18.9,,,,,,949.0,,,,10.9,2009.0,12.04,7.1,,15.0,
2009-11-15,,11.0,4.43,0.76,15.3,,,,,,957.0,,,,12.0,2009.0,10.16,7.1,,14.0,
2009-11-23,,11.0,6.3,1.02,11.9,,,,,,884.0,,,,14.0,2009.0,16.65,7.2,,12.5,
2009-12-01,,12.0,4.66,0.97,12.9,,3.069,,,,960.0,,,3.3,13.0,2009.0,17.09,6.9,,12.5,
2009-12-07,,12.0,7.46,0.87,11.4,,,,,,889.0,,,,11.5,2009.0,16.49,7.0,,10.0,
2009-12-15,,12.0,2.12,1.09,16.2,,,,,,910.0,,,,11.0,2009.0,13.59,6.8,,12.5,
2009-12-20,,12.0,,0.4,18.6,,,,,,1029.0,,,,12.0,2009.0,13.57,6.8,,12.5,
2009-12-21,,12.0,1.13,,,,,,,,,,,,10.0,2009.0,11.8,6.8,,12.0,
2009-12-28,,12.0,0.85,0.21,18.2,,,,,,875.0,,,,12.8,2009.0,13.17,6.9,,11.5,
2010-01-06,,1.0,0.63,0.07,21.8,,3.6270000000000002,,,,869.0,,,3.9,13.0,2010.0,11.67,6.8,,12.5,
2010-01-11,,1.0,1.2,0.12,21.1,,,,,,886.0,,,,14.0,2010.0,12.58,6.9,,12.0,
2010-01-19,,1.0,1.6,0.16,20.0,,,,,,864.0,,,,14.0,2010.0,15.14,6.9,,12.5,
2010-01-25,,1.0,7.2,1.35,15.4,,,,,,803.0,,,,8.2,2010.0,22.73,7.1,,12.0,
2010-02-01,,2.0,2.03,0.53,21.9,,4.0920000000000005,,,,974.0,,,4.4,7.5,2010.0,17.86,6.7,,14.5,
2010-02-10,,2.0,0.58,0.34,22.4,,,,,,984.0,,,,7.8,2010.0,10.16,6.9,,12.5,
2010-02-17,,2.0,2.01,0.33,22.4,,,,,,923.0,,,,7.3,2010.0,14.79,6.9,,15.3,
2010-02-24,,2.0,1.36,0.55,19.3,,,,,,978.0,,,,9.0,2010.0,13.87,7.0,,12.5,
2010-03-01,,3.0,1.54,0.17,19.4,,2.8830000000000005,,,,928.0,,,3.1,8.0,2010.0,13.99,7.1,,15.8,
2010-03-08,,3.0,3.04,0.57,17.9,,,,,,977.0,,,,7.3,2010.0,15.29,6.9,,13.5,
2010-03-14,,3.0,1.22,0.36,17.6,,,,,,927.0,,,,7.0,2010.0,15.64,7.1,,12.0,
2010-03-24,,3.0,0.27,0.02,13.9,,,,,,927.0,,,,8.2,2010.0,11.49,7.1,,18.0,
2010-03-28,,3.0,0.37,0.01,13.1,,,,,,892.0,,,,8.3,2010.0,11.6,7.3,,17.5,
2010-04-05,,4.0,1.46,0.37,15.5,,3.162,,,,945.0,,,3.4,7.5,2010.0,14.88,6.9,,13.5,
2010-04-11,,4.0,2.0,0.41,15.0,,,,,,937.0,,,,7.0,2010.0,14.66,7.1,,15.0,
2010-04-22,,4.0,1.3,0.16,,,,,,,904.0,,,,7.0,2010.0,9.89,7.1,,14.0,
2010-04-23,,4.0,,,11.9,,,,,,,,,,8.7,2010.0,15.13,7.1,,16.3,
2010-04-25,,4.0,0.3,0.01,11.2,,,,,,883.0,,,,7.2,2010.0,10.21,7.2,,,
2010-05-03,,5.0,0.17,0.01,9.9,,2.604,,,,952.0,,,2.8,9.7,2010.0,15.32,7.3,,19.0,
2010-05-09,,5.0,0.29,0.01,7.4,,,,,,935.0,,,,9.7,2010.0,7.76,7.3,,16.5,
2010-05-17,,5.0,0.25,0.02,6.9,,,,,,883.0,,,,9.7,2010.0,7.71,7.2,,18.5,
2010-05-23,,5.0,0.25,0.01,6.5,,,,,,1028.0,,,,11.3,2010.0,13.59,7.7,,16.0,
2010-06-02,,6.0,0.81,0.01,9.5,,4.1850000000000005,,,,1049.0,,,4.5,5.7,2010.0,3.16,7.1,,22.0,
2010-06-06,,6.0,0.12,0.01,7.7,,,,,,977.0,,,,8.5,2010.0,5.35,7.3,,25.0,
2010-06-13,,6.0,,0.01,1.3,,,,,,991.0,,,,10.3,2010.0,10.29,7.4,,23.0,
2010-06-15,,6.0,0.41,,,,,,,,,,,,8.8,2010.0,4.37,7.1,,22.5,
2010-06-20,,6.0,0.19,0.01,3.9,,,,,,965.0,,,,11.3,2010.0,11.03,7.5,,20.0,
2010-06-29,,6.0,0.2,0.04,4.0,,,,,,1007.0,,,,9.5,2010.0,6.98,7.3,,25.5,
2010-07-04,,7.0,0.21,0.01,5.0,,2.418,,,,1008.0,,,2.6,10.2,2010.0,10.66,7.5,,23.0,
2010-07-13,,7.0,0.18,0.01,,,,,,,1070.0,,,,10.3,2010.0,10.58,7.3,,23.5,
2010-07-14,,7.0,,,6.1,,,,,,,,,,8.7,2010.0,7.86,7.1,,23.5,
2010-07-18,,7.0,0.15,0.01,9.9,,,,,,1093.0,,,,7.5,2010.0,6.4,7.1,,25.0,
2010-07-27,,7.0,0.23,0.01,14.5,,,,,,1002.0,,,,7.7,2010.0,5.94,7.4,,21.0,
2010-08-01,,8.0,,0.03,12.7,,5.115,,,,1019.0,,,5.5,8.2,2010.0,7.06,7.3,,21.3,
2010-08-10,,8.0,0.1,0.01,10.3,,,,,,969.0,,,,5.0,2010.0,3.74,7.3,,22.5,
2010-08-15,,8.0,0.27,0.01,9.6,,,,,,924.0,,,,10.2,2010.0,5.33,7.4,,21.3,
2010-08-24,,8.0,0.15,0.01,7.0,,,,,,859.0,,,,9.3,2010.0,7.87,7.3,,24.0,
2010-08-30,,8.0,0.13,0.01,7.4,,,,,,838.0,,,,5.5,2010.0,5.58,7.2,,20.5,
2010-09-05,,9.0,0.18,0.01,8.6,,4.557,,,,862.0,,,4.9,5.8,2010.0,6.53,7.1,,23.0,
2010-09-13,,9.0,0.1,0.01,8.6,,,,,,847.0,,,,8.2,2010.0,12.07,7.2,,21.0,
2010-09-19,,9.0,0.12,0.01,8.3,,,,,,849.0,,,,8.5,2010.0,11.35,7.3,,21.5,
2010-09-26,,9.0,0.16,0.01,8.3,,,,,,811.0,,,,11.0,2010.0,5.59,7.1,,21.8,
2010-10-03,,10.0,0.2,0.02,8.3,,4.1850000000000005,,,,825.0,,,4.5,9.3,2010.0,7.06,7.3,,21.5,
2010-10-11,,10.0,0.1,0.01,,,,,,,773.0,,,,7.3,2010.0,7.73,7.2,,21.5,
2010-10-14,,10.0,,,7.4,,,,,,,,,,5.3,2010.0,9.69,7.3,,23.0,
2010-10-17,,10.0,0.1,0.01,7.2,,,,,,718.0,,,,8.0,2010.0,7.32,6.9,,19.5,
2010-10-25,,10.0,0.18,0.01,8.7,,,,,,692.0,,,,8.8,2010.0,13.18,7.2,,16.5,
2010-11-02,,11.0,0.53,0.02,9.3,,,,,,647.0,,,,7.5,2010.0,15.39,7.2,,17.0,
2010-11-07,,11.0,1.68,0.12,9.8,,4.371,,,,718.0,,,4.7,10.8,2010.0,10.55,7.3,,17.5,
2010-11-14,,11.0,0.27,0.01,11.0,,,,,,747.0,,,,11.8,2010.0,9.79,7.4,,16.5,
2010-11-23,,11.0,0.62,0.13,9.7,,,,,,773.0,,,,18.7,2010.0,14.7,7.2,,12.0,
2010-12-01,,12.0,0.14,0.01,,,3.4410000000000003,,,,504.0,,,3.7,18.5,2010.0,18.38,7.2,,9.5,
2010-12-05,,12.0,1.42,0.14,9.9,,,,,,645.0,,,,13.5,2010.0,17.98,7.4,,13.5,
2010-12-13,,12.0,0.51,0.05,10.9,,,,,,702.0,,,,9.5,2010.0,17.8,7.1,,15.5,
2010-12-19,,12.0,2.56,0.56,11.3,,,,,,,,,,12.0,2010.0,17.65,7.3,,14.0,
2010-12-27,,12.0,0.71,0.42,18.6,,,,,,694.0,,,,8.2,2010.0,7.74,6.9,,12.5,
2011-01-02,,1.0,4.4,1.37,,,3.069,,,,704.0,,,3.3,9.0,2011.0,12.79,7.1,,10.5,
2011-01-04,,1.0,,,21.0,,,,,,,,,,9.2,2011.0,12.76,7.0,,10.5,
2011-01-10,,1.0,3.06,1.37,20.8,,,,,,,,,,10.7,2011.0,11.84,7.1,,9.0,
2011-01-16,,1.0,0.3,0.1,24.8,,,,,,,,,,6.2,2011.0,12.2,7.0,,13.5,
2011-01-24,,1.0,0.23,0.04,22.6,,,,,,726.0,,,,7.5,2011.0,10.24,6.9,,13.0,
2011-02-01,,2.0,2.71,0.79,17.3,,3.8129999999999997,,,,675.0,,,4.1,6.0,2011.0,7.44,6.9,,13.5,
2011-02-06,,2.0,3.79,1.27,15.2,,,,,,699.0,,,,6.6,2011.0,11.17,7.1,,14.0,
2011-02-14,,2.0,4.58,0.99,14.0,,,,,,696.0,,,,6.2,2011.0,8.44,7.1,,13.0,
2011-02-20,,2.0,6.75,1.19,10.2,,,,,,679.0,,,,13.5,2011.0,15.87,7.3,,9.0,
2011-03-01,,3.0,1.78,0.97,13.1,,3.999,,,,666.0,,,4.3,10.7,2011.0,12.7,7.1,,11.0,
2011-03-06,,3.0,1.28,0.77,13.3,,,,,,771.0,,,,11.9,2011.0,14.65,7.0,,16.5,
2011-03-14,,3.0,0.54,0.33,,,,,,,724.0,,,,7.9,2011.0,10.98,7.2,,16.0,
2011-03-17,,3.0,,,12.1,,,,,,,,,,8.0,2011.0,15.54,7.1,,15.0,
2011-03-20,,3.0,6.65,0.7,8.9,,,,,,703.0,,,,11.5,2011.0,17.79,7.3,,11.3,
2011-03-28,,3.0,1.35,0.63,13.6,,,,,,,,,,8.2,2011.0,13.65,7.1,,14.0,
2011-04-03,,4.0,1.52,0.32,12.5,,3.4410000000000003,,,,746.0,,,3.7,7.2,2011.0,15.37,7.3,,17.5,
2011-04-12,,4.0,1.18,0.46,12.4,,,,,,,,,,11.0,2011.0,17.26,7.2,,15.5,
2011-04-17,,4.0,0.39,0.12,10.7,,,,,,775.0,,,,10.1,2011.0,16.3,7.4,,18.0,
2011-04-25,,4.0,0.39,0.04,10.2,,,,,,793.0,,,,9.1,2011.0,17.02,7.4,,17.5,
2011-05-01,,5.0,0.21,0.01,8.3,,2.232,,,,,,,2.4,8.7,2011.0,13.09,7.6,,17.0,
2011-05-09,,5.0,0.19,0.01,7.2,,,,,,804.0,,,,8.0,2011.0,10.82,7.5,,15.5,
2011-05-15,,5.0,0.1,0.01,6.8,,,,,,,,,,9.1,2011.0,12.11,7.7,,15.5,
2011-05-23,,5.0,0.12,,7.2,,,,,,799.0,,,,7.1,2011.0,11.77,7.6,,17.0,
2011-05-29,,5.0,0.11,0.03,7.2,,,,,,,,,,7.2,2011.0,8.54,7.6,,15.5,
2011-06-05,,6.0,0.16,0.01,7.8,,2.79,,,,780.0,,,3.0,9.8,2011.0,11.48,7.6,,17.0,
2011-06-13,,6.0,0.13,0.01,5.7,,,,,,853.0,,,,10.0,2011.0,12.23,7.5,,19.5,
2011-06-19,,6.0,0.13,0.01,6.0,,,,,,,,,,6.4,2011.0,13.58,7.5,,21.0,
2011-06-28,,6.0,1.82,0.16,8.2,,,,,,912.0,,,,8.3,2011.0,12.78,7.5,,22.0,
2011-07-04,,7.0,1.71,0.36,12.2,,5.115,,,,874.0,,,5.5,4.7,2011.0,6.43,7.3,,24.5,
2011-07-10,,7.0,1.77,0.65,12.8,,,,,,,,,,6.3,2011.0,11.68,7.3,,22.0,
2011-07-18,,7.0,0.3,0.1,12.7,,,,,,,,,,6.2,2011.0,8.27,7.3,,21.0,
2011-07-24,,7.0,0.23,0.03,9.9,,,,,,,,,,7.5,2011.0,7.67,7.5,,23.0,
2011-08-02,,8.0,0.99,0.39,11.0,,5.022,,,,1002.0,,,5.4,6.3,2011.0,8.17,7.4,,22.0,
2011-08-07,,8.0,0.53,0.4,12.0,,,,,,,,,,2.0,2011.0,6.33,7.4,,23.0,
2011-08-17,,8.0,0.19,0.04,10.3,,,,,,936.0,,,,3.3,2011.0,11.85,7.3,,22.0,
2011-08-21,,8.0,0.1,0.03,9.9,,,,,,,,,,2.0,2011.0,3.91,7.4,,21.5,
2011-08-30,,8.0,0.36,0.1,0.4,,,,,,948.0,,,,6.1,2011.0,11.24,7.4,,21.5,
2011-09-06,,9.0,0.17,0.02,10.1,,4.836,,,,912.0,,,5.2,7.0,2011.0,7.57,7.4,,22.5,
2011-09-11,,9.0,0.19,0.11,10.5,,,,,,911.0,,,,5.8,2011.0,9.77,7.5,,22.0,
2011-09-19,,9.0,0.17,0.08,11.2,,,,,,,,,,5.1,2011.0,5.36,7.3,,23.0,
2011-09-28,,9.0,0.55,0.4,11.2,,,,,,,,,,6.0,2011.0,9.8,7.2,,21.0,
2011-10-03,,10.0,1.11,0.27,11.2,,5.208,,,,,,,5.6,7.4,2011.0,12.95,7.0,,19.5,
2011-10-09,,10.0,0.49,0.24,11.7,,,,,,885.0,,,,12.0,2011.0,17.16,7.1,,17.0,
2011-10-17,,10.0,0.11,0.02,7.0,,,,,,765.0,,,,8.8,2011.0,16.57,7.4,,20.0,
2011-11-01,,11.0,0.65,0.52,6.0,,4.1850000000000005,,,,769.0,,,4.5,9.3,2011.0,14.15,7.2,,16.5,
2011-11-06,,11.0,1.79,0.64,6.3,,,,,,753.0,,,,8.8,2011.0,17.42,7.5,,11.5,
2011-11-14,,11.0,2.24,0.96,8.3,,,,,,749.0,,,,8.5,2011.0,13.13,7.3,,12.5,
2011-11-20,,11.0,6.28,0.99,6.6,,,,,,716.0,,,,10.7,2011.0,13.32,7.5,,11.0,
2011-11-28,,11.0,6.25,1.2,8.3,,,,,,842.0,,,,8.2,2011.0,14.76,7.2,,11.5,
2011-12-04,,12.0,10.5,0.96,7.8,,,,,,884.0,,,,9.1,2011.0,11.08,7.4,,7.5,
2011-12-12,,12.0,15.1,1.45,9.4,,4.278,,,,797.0,,,4.6,5.9,2011.0,11.1,7.3,,9.0,
2011-12-18,,12.0,8.16,1.45,17.5,,,,,,800.0,,,,7.1,2011.0,6.67,7.1,,9.5,
2011-12-27,,12.0,9.84,1.36,15.4,,,,,,750.0,,,,5.8,2011.0,7.72,7.2,,9.0,
2012-07-12,5.3,,0.27,0.017,17.5,,,2.6,20.1,5.38,,3.3,20.8,5.48,8.34,,7.64,7.11,11.2,22.5,
2012-07-24,11.0,,0.182,0.01,22.5,,,2.2,24.7,9.03,,3.0,25.5,9.22,5.16,,5.81,7.01,7.4,22.5,
2012-08-09,7.3,,0.452,0.034,23.0,,,2.3,25.3,8.0,,3.1,26.1,8.5,5.58,,6.82,7.17,7.7,22.0,
2012-08-27,6.6,,0.248,0.039,22.8,,,2.2,25.0,7.5,,2.5,25.3,7.7,13.4,,6.26,7.04,9.7,20.5,
2012-09-06,7.4,,1.19,0.27699999999999997,22.0,,,2.3,24.6,8.2,,3.2,25.5,8.4,13.2,,10.3,6.87,11.0,20.0,
2012-09-16,7.9,,1.63,0.32799999999999996,22.5,,,2.6,25.4,8.3,,3.3,26.1,8.4,6.58,,9.41,6.98,9.9,21.0,
2012-10-18,7.2,,7.0,1.15,21.6,,,8.2,31.0,7.7,,9.2,32.0,7.4,7.67,,9.21,7.04,9.71,19.5,
2012-10-25,6.8,,19.6,1.7,11.5,,,39.0,52.2,6.8,,21.0,34.2,7.1,6.92,,15.99,7.32,19.3,15.5,
2012-11-08,6.6,,18.4,2.05,12.3,,,18.0,32.4,6.1,,19.0,33.4,6.0,9.59,,12.59,7.26,18.0,16.0,
2012-11-20,5.3,,13.3,2.02,15.8,,,14.0,31.8,5.7,,15.0,32.8,5.7,10.7,,11.19,7.14,11.98,14.5,
2012-12-06,4.8,,6.51,1.53,21.1,,,6.9,29.5,4.7,,6.8,29.4,4.8,9.59,,6.27,6.89,15.92,14.5,
2012-12-16,4.2,,18.0,1.68,7.56,,,20.0,29.2,4.4,,21.0,30.2,4.7,10.4,,19.02,7.43,20.07,8.5,
2013-01-10,3.6,,21.6,1.35,8.3,,,17.0,26.7,3.8,,20.0,29.7,4.4,8.75,,18.1,7.37,23.7,9.0,
2013-01-15,3.7,,10.2,1.49,15.6,,,12.0,29.1,3.7,,11.0,28.1,4.1,11.8,,9.33,7.17,10.3,6.0,
2013-01-24,3.5,,15.1,1.3,9.9,,,17.0,28.2,4.1,,17.0,28.2,4.4,9.62,,18.7,7.29,19.4,11.0,
2013-02-07,4.1,,4.9,1.02,24.3,,,2.6,27.9,4.4,,6.7,32.0,4.0,10.5,,5.72,6.83,11.1,10.5,
2013-02-14,3.7,,13.0,1.86,12.2,,,12.0,26.1,3.9,,14.0,28.1,4.1,13.9,,18.3,7.27,23.8,11.0,
2013-02-26,3.4,,0.11,0.044000000000000004,27.4,,,0.94,28.4,3.9,,1.9,29.3,4.1,11.3,,6.18,6.94,6.8,11.5,
2013-03-21,3.5,,3.57,2.99,18.2,,,3.7,24.9,3.8,,5.4,26.6,4.1,12.9,,12.3,6.98,17.2,13.5,
2013-03-26,3.5,,0.17,0.314,24.9,,,1.3,26.5,3.5,,1.4,26.6,3.7,13.7,,10.3,7.03,15.8,14.0,
2013-04-11,2.3,,0.12,0.217,24.0,,,1.4,25.6,2.3,,2.1,26.316999999999997,2.4,8.12,,11.7,6.93,11.8,18.0,
2013-04-16,1.9,,1.46,1.2,16.0,,,2.7,19.9,2.2,,3.7,20.9,2.3,9.0,,9.48,7.07,11.8,13.5,
2013-05-05,5.6,,2.73,0.6,17.8,,,4.9,23.3,5.7,,6.2,24.6,5.7,9.62,,6.87,7.12,9.3,21.5,
2013-05-19,5.5,,0.18,0.013999999999999999,14.7,,,1.6,16.3,5.7,,3.3,18.014,5.9,7.12,,7.2,7.11,7.9,20.0,
2013-06-13,6.3,,0.1,0.009000000000000001,14.1,,,0.22,14.3,6.5,,2.8,16.909000000000002,6.6,9.25,,8.82,7.16,8.9,20.5,
2013-06-20,5.7,,0.21,0.017,13.2,,,2.7,15.9,5.6,,4.2,17.417,6.0,9.38,,9.67,7.11,9.9,18.5,
2013-07-09,6.2,,0.114,0.009000000000000001,11.5,,,2.3,13.8,6.1,,3.7,15.209000000000001,6.1,8.62,,5.77,7.33,9.6,22.1,
2013-07-23,4.6,,0.26899999999999996,0.07400000000000001,9.39,,,2.2,11.7,4.6,,4.5,13.964,4.8,10.0,,8.6,7.23,9.4,21.6,
2013-08-08,3.9,,0.0,0.032,6.57,,,2.3,8.9,4.0,,4.2,10.802,4.3,10.2,,8.77,7.34,9.73,21.1,
2013-08-20,3.4,,0.18,0.011000000000000001,5.6,,,2.0,7.61,7.0,,3.3,8.911,6.9,12.0,,9.69,7.21,11.0,23.6,
2013-09-08,3.5,,0.245,0.036000000000000004,6.24,,,2.4,8.68,3.6,,3.8,10.076,3.8,7.08,,7.51,7.22,11.3,23.1,
2013-09-19,3.6,,0.71,0.20199999999999999,6.56,,,2.3,9.06,3.5,,4.5,11.262,3.9,9.33,,17.3,7.31,20.1,20.1,
2013-10-10,3.8,,0.72,0.36,7.52,,,2.4,10.3,3.8,,4.6,12.48,4.2,9.75,,6.73,7.27,14.9,17.5,
2013-10-20,4.5,,1.5,0.69,8.55,,,5.5,14.7,5.0,,6.1,15.34,5.3,7.42,,17.0,7.13,25.0,18.5,
2013-11-14,6.2,,3.21,1.2,13.6,,,3.9,18.7,7.2,,6.6,21.4,7.6,9.2,,11.2,7.11,23.8,16.5,
2013-11-17,6.2,,4.54,1.4,13.1,,,4.8,19.3,6.8,,6.6,21.1,7.1,9.4,,13.2,7.08,13.9,14.0,
2013-12-01,5.8,,0.1,0.017,20.8,,,0.07,20.9,6.5,,0.35,21.166999999999998,6.4,7.0,,7.58,6.98,8.49,13.0,
2013-12-19,4.4,,3.12,1.0,21.2,,,1.9,24.1,4.8,,3.0,25.2,5.2,5.5,,8.65,7.04,19.0,10.5,
2014-01-09,4.7,,2.1,1.8,20.8,,,1.7,24.3,5.1,,4.1,26.7,5.5,9.9,,10.1,6.86,10.7,12.0,
2014-01-14,5.0,,3.64,2.18,18.9,,,2.4,23.48,5.6,,3.2,24.28,5.8,15.0,,14.5,6.85,25.3,12.0,
2014-01-26,5.3,,2.34,1.85,23.4,,,1.5,26.75,5.8,,4.3,29.55,5.8,12.3,,9.37,6.81,10.1,12.5,
2014-02-04,1.8,,12.0,2.33,16.0,,,7.6,25.93,4.3,,12.0,30.33,5.2,13.6,,18.4,7.1,19.1,12.0,
