Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2003-03-28,,3.0,0.6,,,,,,,,,,,,9.8,2003.0,14.63,7.0,,15.5,
2003-04-02,,4.0,0.5,0.04,19.3,4.2,3.162,,,,,,,3.4,9.4,2003.0,12.73,7.2,,15.5,
2003-04-03,,4.0,0.4,,,,,,,,,,,,10.8,2003.0,12.5,7.2,,14.5,
2003-04-04,,4.0,0.3,,,,,,,,,,,,7.2,2003.0,12.14,7.2,,15.0,
2003-04-08,,4.0,0.2,0.01,17.7,3.8,,,,,,,,,10.5,2003.0,12.82,7.2,,15.5,
2003-04-09,,4.0,0.1,,,,,,,,,,,,8.3,2003.0,6.93,6.8,,16.0,
2003-04-10,,4.0,0.1,,,,,,,,,,,,9.0,2003.0,12.44,7.0,,17.0,
2003-04-14,,4.0,0.5,0.01,16.4,3.2,,,,,,,,,14.3,2003.0,12.75,7.1,,15.0,
2003-04-15,,4.0,0.3,,,,,,,,,,,,9.7,2003.0,12.5,7.1,,13.0,
2003-04-16,,4.0,0.3,,,,,,,,,,,,8.1,2003.0,6.68,6.7,,14.0,
2003-04-21,,4.0,0.3,0.01,14.9,3.3,,,,,,,,,10.9,2003.0,12.0,7.0,,15.5,
2003-04-22,,4.0,0.3,,,,,,,,,,,,12.7,2003.0,12.17,7.3,,15.5,
2003-04-23,,4.0,0.3,,,,,,,,,,,,11.6,2003.0,12.61,7.0,,15.5,
2003-04-27,,4.0,0.4,0.01,15.9,3.3,,,,,,,,,11.1,2003.0,12.63,7.1,,15.5,
2003-04-28,,4.0,0.4,,,,,,,,,,,,10.4,2003.0,12.98,7.1,,16.0,
2003-04-29,,4.0,0.4,,,,,,,,,,,,10.6,2003.0,12.64,7.0,,16.0,
2003-05-04,,5.0,0.9,0.1,14.3,3.2,2.9760000000000004,,,,,,,3.2,11.9,2003.0,13.99,7.3,,16.0,
2003-05-05,,5.0,0.5,,,,,,,,,,,,9.1,2003.0,8.86,7.1,,16.5,
2003-05-06,,5.0,0.6,,,,,,,,,,,,12.9,2003.0,15.07,7.1,,15.0,
2003-05-12,,5.0,0.1,0.01,11.5,2.6,,,,,,,,,10.1,2003.0,10.95,7.2,,17.0,
2003-05-13,,5.0,0.1,,,,,,,,,,,,8.1,2003.0,12.39,7.3,,17.0,
2003-05-14,,5.0,0.1,,,,,,,,,,,,10.7,2003.0,10.7,7.4,,18.5,
2003-05-20,,5.0,0.1,0.01,8.0,2.4,,,,,,,,,6.8,2003.0,8.99,7.1,,21.5,
2003-05-21,,5.0,0.1,,,,,,,,,,,,8.8,2003.0,16.56,7.2,,19.5,
2003-05-22,,5.0,0.1,,,,,,,,,,,,9.7,2003.0,8.52,7.0,,21.5,
2003-05-28,,5.0,0.1,0.01,6.0,3.3,,,,,,,,,7.8,2003.0,12.35,7.0,,23.0,
2003-05-29,,5.0,0.1,,,,,,,,,,,,4.8,2003.0,8.91,7.1,,22.0,
2003-05-30,,5.0,0.1,,,,,,,,,,,,7.6,2003.0,13.33,7.0,,20.0,
2003-06-04,,6.0,0.1,0.01,6.0,3.3,3.9060000000000006,,,,,,,4.2,8.1,2003.0,10.38,7.0,,22.0,
2003-06-05,,6.0,0.1,,,,,,,,,,,,7.2,2003.0,10.78,7.3,,20.5,
2003-06-06,,6.0,0.1,,,,,,,,,,,,7.2,2003.0,11.85,6.9,,21.0,
2003-06-10,,6.0,0.1,0.01,7.2,2.9,,,,,,,,,4.9,2003.0,7.74,7.1,,19.0,
2003-06-11,,6.0,0.1,,,,,,,,,,,,10.4,2003.0,10.9,7.0,,20.5,
2003-06-12,,6.0,0.1,,,,,,,,,,,,10.1,2003.0,10.71,6.7,,20.0,
2003-06-16,,6.0,0.1,0.01,7.4,3.8,,,,,,,,,6.0,2003.0,5.67,7.2,,20.0,
2003-06-17,,6.0,0.1,,,,,,,,,,,,8.0,2003.0,5.15,7.0,,19.5,
2003-06-18,,6.0,0.1,,,,,,,,,,,,6.6,2003.0,6.01,6.8,,20.5,
2003-06-22,,6.0,0.1,0.01,6.4,3.9,,,,,,,,,7.9,2003.0,6.08,7.2,,19.5,
2003-06-23,,6.0,0.1,,,,,,,,,,,,6.3,2003.0,5.87,7.0,,20.0,
2003-06-24,,6.0,0.2,,,,,,,,,,,,8.6,2003.0,5.03,7.1,,19.0,
2003-06-26,,6.0,0.1,,,,,,,,,,,,3.1,2003.0,3.16,,,,
2003-07-01,,7.0,0.1,0.01,6.4,3.4,3.72,,,,,,,4.0,13.7,2003.0,9.08,7.2,,23.0,
2003-07-02,,7.0,0.1,,,,,,,,,,,,8.4,2003.0,10.01,7.1,,23.0,
2003-07-03,,7.0,0.1,,,,,,,,,,,,7.7,2003.0,8.51,7.0,,20.5,
2003-07-08,,7.0,0.1,0.01,7.3,3.4,,,,,,,,,7.3,2003.0,8.07,7.1,,20.5,
2003-07-09,,7.0,0.1,,,,,,,,,,,,9.8,2003.0,10.29,6.9,,19.5,
2003-07-10,,7.0,0.1,,,,,,,,,,,,10.0,2003.0,9.19,6.9,,20.5,
2003-07-14,,7.0,0.1,0.01,6.7,3.1,,,,,,,,,8.3,2003.0,9.58,7.0,,22.0,
2003-07-15,,7.0,0.1,,,,,,,,,,,,8.0,2003.0,9.74,7.0,,23.5,
2003-07-16,,7.0,0.1,,,,,,,,,,,,7.3,2003.0,9.71,6.7,,22.5,
2003-07-20,,7.0,0.1,0.01,7.2,3.5,,,,,,,,,8.5,2003.0,10.7,7.2,,23.0,
2003-07-21,,7.0,0.1,,,,,,,,,,,,7.5,2003.0,11.2,7.2,,24.0,
2003-07-22,,7.0,0.1,,,,,,,,,,,,6.9,2003.0,9.66,6.9,,25.0,
2003-07-28,,7.0,0.1,0.01,7.7,2.2,,,,,,,,,8.1,2003.0,11.49,7.0,,23.0,
2003-07-29,,7.0,0.1,,,,,,,,,,,,7.9,2003.0,12.26,7.1,,19.0,
2003-07-30,,7.0,0.1,,,,,,,,,,,,6.0,2003.0,7.86,6.9,,22.0,
2003-08-06,,8.0,0.4,0.01,8.8,2.3,4.371,,,,,,,4.7,8.5,2003.0,10.11,7.0,,22.5,
2003-08-07,,8.0,0.1,,,,,,,,,,,,8.9,2003.0,11.79,6.9,,21.5,
2003-08-08,,8.0,0.1,,,,,,,,,,,,8.6,2003.0,9.31,6.9,,21.5,
2003-08-12,,8.0,0.1,0.01,8.4,2.2,,,,,,,,,7.4,2003.0,9.47,6.9,,21.5,
2003-08-13,,8.0,0.1,,,,,,,,,,,,8.7,2003.0,9.11,7.0,,21.5,
2003-08-14,,8.0,0.1,,,,,,,,,,,,8.8,2003.0,11.7,6.9,,21.0,
2003-08-18,,8.0,0.1,0.01,7.7,2.0,,,,,,,,,8.8,2003.0,10.46,7.0,,22.0,
2003-08-19,,8.0,0.1,,,,,,,,,,,,9.0,2003.0,9.42,6.9,,21.0,
2003-08-20,,8.0,0.1,,,,,,,,,,,,6.4,2003.0,9.0,6.8,,20.0,
2003-08-24,,8.0,0.1,0.01,7.4,3.4,,,,,,,,,10.5,2003.0,11.12,6.9,,22.0,
2003-08-25,,8.0,0.1,,,,,,,,,,,,9.5,2003.0,11.8,6.8,,23.5,
2003-08-26,,8.0,0.1,,,,,,,,,,,,9.7,2003.0,11.11,6.9,,22.5,
2003-09-03,,9.0,0.1,0.01,8.2,2.9,4.557,,,,,,,4.9,10.9,2003.0,8.47,7.0,,21.0,
2003-09-04,,9.0,0.1,,,,,,,,,,,,9.2,2003.0,9.67,7.0,,21.5,
2003-09-05,,9.0,0.1,,,,,,,,,,,,8.6,2003.0,11.47,7.1,,21.5,
2003-09-09,,9.0,0.2,0.01,8.9,3.1,,,,,,,,,11.4,2003.0,9.63,7.1,,20.0,
2003-09-10,,9.0,0.1,,,,,,,,,,,,8.1,2003.0,11.91,7.1,,20.5,
2003-09-11,,9.0,0.1,,,,,,,,,,,,8.1,2003.0,7.08,6.7,,20.5,
2003-09-15,,9.0,0.1,0.07,10.1,3.5,,,,,,,,,8.9,2003.0,7.85,6.8,,22.0,
2003-09-16,,9.0,0.1,,,,,,,,,,,,8.7,2003.0,9.53,7.1,,21.0,
2003-09-17,,9.0,0.1,,,,,,,,,,,,9.6,2003.0,7.71,7.0,,19.5,
2003-09-21,,9.0,0.1,0.01,10.2,3.7,,,,,,,,,7.5,2003.0,9.38,7.0,,22.0,
2003-09-22,,9.0,0.1,,,,,,,,,,,,9.0,2003.0,8.67,6.8,,24.0,
2003-09-23,,9.0,0.1,,,,,,,,,,,,5.7,2003.0,6.46,6.8,,24.0,
2003-09-26,,9.0,0.1,,,,,,,,,,,,6.4,2003.0,7.35,7.0,,20.0,
2003-10-01,,10.0,0.1,0.01,10.4,2.5,4.371,,,,,,,4.7,7.5,2003.0,10.01,7.0,,19.5,
2003-10-02,,10.0,0.1,,,,,,,,,,,,8.5,2003.0,8.39,6.8,,20.0,
2003-10-03,,10.0,0.1,,,,,,,,,,,,7.0,2003.0,10.35,7.1,,20.1,
2003-10-07,,10.0,0.1,0.01,8.9,3.2,,,,,,,,,7.5,2003.0,11.14,7.1,,19.5,
2003-10-08,,10.0,0.1,,,,,,,,,,,,8.8,2003.0,9.8,6.8,,18.5,
2003-10-09,,10.0,0.1,,,,,,,,,,,,6.8,2003.0,11.09,7.2,,19.0,
2003-10-13,,10.0,0.1,0.01,7.0,1.6,,,,,,,,,9.9,2003.0,12.08,7.1,,18.0,
2003-10-14,,10.0,0.1,,,,,,,,,,,,8.9,2003.0,8.7,6.8,,18.5,
2003-10-15,,10.0,0.1,,,,,,,,,,,,9.1,2003.0,11.21,7.4,,18.5,
2003-10-19,,10.0,0.1,0.01,5.8,2.7,,,,,,,,,9.2,2003.0,12.49,7.2,,18.0,
2003-10-20,,10.0,0.1,,,,,,,,,,,,10.3,2003.0,9.5,6.9,,19.0,
2003-10-21,,10.0,0.1,,,,,,,,,,,,6.9,2003.0,10.09,7.1,,19.5,
2003-10-27,,10.0,0.1,0.01,7.1,3.1,,,,,,,,,9.1,2003.0,10.37,6.8,,19.0,
2003-10-28,,10.0,0.1,,,,,,,,,,,,3.3,2003.0,9.25,7.0,,18.5,
2003-10-29,,10.0,0.1,,,,,,,,,,,,6.5,2003.0,6.07,6.7,,19.0,
2003-11-04,,11.0,0.4,0.01,7.7,3.1,3.6270000000000002,,,,,,,3.9,10.3,2003.0,13.92,7.2,,14.5,
2003-11-05,,11.0,0.5,,,,,,,,,,,,11.2,2003.0,10.04,6.9,,14.5,
2003-11-06,,11.0,0.4,,,,,,,,,,,,12.7,2003.0,12.8,7.2,,14.5,
2003-11-12,,11.0,0.2,0.01,10.1,3.7,,,,,,,,,10.2,2003.0,15.3,7.2,,15.5,
2003-11-13,,11.0,0.2,,,,,,,,,,,,11.2,2003.0,11.69,7.0,,15.5,
2003-11-14,,11.0,0.3,,,,,,,,,,,,9.6,2003.0,15.72,7.1,,15.0,
2003-11-17,,11.0,0.3,0.01,8.9,1.0,,,,,,,,,9.8,2003.0,13.81,7.4,,15.5,
2003-11-18,,11.0,0.3,,,,,,,,,,,,8.4,2003.0,11.14,6.7,,15.0,
2003-11-21,,11.0,0.7,,,,,,,,,,,,6.0,2003.0,2.55,,,,
2003-11-23,,11.0,1.2,0.04,10.4,2.2,,,,,,,,,15.2,2003.0,15.51,7.4,,11.0,
2003-11-24,,11.0,1.2,,,,,,,,,,,,16.0,2003.0,14.55,7.2,,11.5,
2003-11-25,,11.0,2.8,,,,,,,,,,,,14.2,2003.0,17.31,7.3,,12.0,
2003-12-03,,12.0,1.1,0.11,11.2,3.5,3.069,,,,,,,3.3,14.7,2003.0,20.13,7.2,,15.5,
2003-12-04,,12.0,1.5,,,,,,,,,,,,14.5,2003.0,20.67,7.1,,13.5,
2003-12-05,,12.0,1.4,,,,,,,,,,,,13.3,2003.0,19.82,7.3,,13.5,
2003-12-09,,12.0,3.0,0.13,8.9,0.9,,,,,,,,,7.7,2003.0,12.41,7.0,,12.5,
2003-12-10,,12.0,2.7,,,,,,,,,,,,13.4,2003.0,16.64,7.2,,12.0,
2003-12-11,,12.0,2.9,,,,,,,,,,,,14.4,2003.0,18.34,7.2,,12.5,
2003-12-15,,12.0,1.6,0.23,12.7,2.8,,,,,,,,,11.8,2003.0,18.48,7.1,,13.5,
2003-12-16,,12.0,1.9,,,,,,,,,,,,12.1,2003.0,10.89,6.8,,11.0,
2003-12-17,,12.0,2.9,,,,,,,,,,,,13.1,2003.0,17.37,7.1,,10.0,
2003-12-21,,12.0,1.9,0.38,10.1,2.1,,,,,,,,,12.5,2003.0,16.72,7.1,,13.5,
2003-12-22,,12.0,1.6,,,,,,,,,,,,11.6,2003.0,16.29,7.1,,13.0,
2003-12-25,,12.0,3.9,,,,,,,,,,,,10.9,2003.0,0.35,,,,
2003-12-29,,12.0,3.5,0.37,10.9,1.9,,,,,,,,,10.5,2003.0,16.36,7.4,,10.5,
2003-12-30,,12.0,3.3,,,,,,,,,,,,11.4,2003.0,14.78,7.2,,10.5,
2003-12-31,,12.0,2.7,,,,,,,,,,,,11.0,2003.0,18.33,7.2,,10.0,
2004-01-07,,1.0,2.2,0.52,16.2,2.3,2.8830000000000005,,,,,,,3.1,9.8,2004.0,18.32,7.2,,10.0,
2004-01-08,,1.0,1.9,,,,,,,,,,,,10.3,2004.0,17.36,7.1,,12.0,
2004-01-09,,1.0,1.8,,,,,,,,,,,,11.1,2004.0,18.11,7.3,,12.5,
2004-01-13,,1.0,1.7,0.34,17.5,2.7,,,,,,,,,8.0,2004.0,18.09,7.3,,12.0,
2004-01-14,,1.0,2.3,,,,,,,,,,,,8.2,2004.0,17.1,7.7,,12.0,
2004-01-15,,1.0,3.4,,,,,,,,,,,,6.6,2004.0,16.43,7.2,,13.0,
2004-01-19,,1.0,3.4,0.42,16.6,3.1,,,,,,,,,7.0,2004.0,17.53,7.1,,12.0,
2004-01-20,,1.0,3.8,,,,,,,,,,,,9.1,2004.0,16.46,7.2,,13.0,
2004-01-21,,1.0,5.0,,,,,,,,,,,,7.5,2004.0,17.54,7.1,,12.0,
2004-01-25,,1.0,3.2,0.43,16.4,3.5,,,,,,,,,7.7,2004.0,9.12,7.8,,12.0,
2004-01-26,,1.0,3.7,,,,,,,,,,,,7.7,2004.0,9.31,7.3,,11.5,
2004-01-27,,1.0,3.7,,,,,,,,,,,,7.7,2004.0,9.31,7.1,,12.0,
2004-02-03,,2.0,1.5,0.23,20.3,3.3,3.6270000000000002,,,,,,,3.9,7.7,2004.0,17.29,7.0,,12.7,
2004-02-04,,2.0,1.8,,,,,,,,,,,,11.2,2004.0,16.83,7.4,,15.0,
2004-02-05,,2.0,1.5,,,,,,,,,,,,12.0,2004.0,17.55,7.4,,12.0,
2004-02-10,,2.0,1.7,0.19,16.6,3.2,,,,,,,,,11.6,2004.0,13.87,7.3,,14.0,
2004-02-11,,2.0,1.3,,,,,,,,,,,,12.4,2004.0,16.81,7.1,,13.5,
2004-02-12,,2.0,1.2,,,,,,,,,,,,13.0,2004.0,15.5,7.0,,13.5,
2004-02-18,,2.0,1.8,0.24,16.8,3.1,,,,,,,,,17.7,2004.0,13.04,7.1,,14.0,
2004-02-19,,2.0,1.3,,,,,,,,,,,,18.6,2004.0,17.31,7.1,,13.5,
2004-02-20,,2.0,2.3,,,,,,,,,,,,15.3,2004.0,9.6,7.2,,13.5,
2004-02-24,,2.0,1.1,0.12,16.7,3.6,,,,,,,,,18.0,2004.0,13.85,7.3,,13.5,
2004-02-25,,2.0,2.6,,,,,,,,,,,,11.8,2004.0,12.08,7.1,,14.3,
2004-02-26,,2.0,1.6,,,,,,,,,,,,10.0,2004.0,12.69,7.2,,13.5,
2004-03-03,,3.0,2.9,0.28,14.2,3.9,3.6270000000000002,,,,,,,3.9,19.6,2004.0,15.69,7.3,,14.0,
2004-03-04,,3.0,3.2,,,,,,,,,,,,17.1,2004.0,16.35,7.3,,13.5,
2004-03-05,,3.0,1.4,,,,,,,,,,,,14.1,2004.0,17.35,7.4,,13.5,
2004-03-09,,3.0,2.6,0.23,10.5,4.2,,,,,,,,,9.7,2004.0,11.24,6.8,,17.5,
2004-03-10,,3.0,2.3,,,,,,,,,,,,9.2,2004.0,17.57,7.3,,19.0,
2004-03-11,,3.0,2.7,,,,,,,,,,,,11.0,2004.0,15.31,7.2,,19.5,
2004-03-15,,3.0,2.0,0.28,,4.7,,,,,,,,,10.4,2004.0,17.04,6.7,,21.0,
2004-03-16,,3.0,1.0,,10.5,,,,,,,,,,6.2,2004.0,9.28,7.2,,20.5,
2004-03-17,,3.0,0.5,,,,,,,,,,,,7.6,2004.0,14.08,7.1,,21.0,
2004-03-21,,3.0,0.3,0.16,8.4,6.1,,,,,,,,,12.6,2004.0,15.05,7.3,,20.0,
2004-03-22,,3.0,0.2,,,,,,,,,,,,10.0,2004.0,16.39,7.2,,19.5,
2004-03-23,,3.0,0.1,,,,,,,,,,,,13.6,2004.0,10.96,7.0,,19.5,
2004-03-29,,3.0,0.3,0.01,6.8,6.2,,,,,,,,,11.9,2004.0,11.01,7.2,,20.0,
2004-03-30,,3.0,0.1,,,,,,,,,,,,10.3,2004.0,16.71,7.3,,17.5,
2004-03-31,,3.0,0.1,,,,,,,,,,,,10.5,2004.0,10.84,7.0,,16.5,
2004-04-07,,4.0,0.2,0.01,6.9,6.3,3.72,,,,,,,4.0,12.5,2004.0,12.92,7.3,,16.5,
2004-04-08,,4.0,0.2,,,,,,,,,,,,2.6,2004.0,10.68,7.4,,17.0,
2004-04-09,,4.0,0.2,,,,,,,,,,,,8.0,2004.0,7.12,6.8,,17.5,
2004-04-13,,4.0,0.1,0.01,5.8,5.8,,,,,,,,,12.0,2004.0,9.12,6.7,,17.5,
2004-04-14,,4.0,0.3,,,,,,,,,,,,12.1,2004.0,11.88,7.3,,17.5,
2004-04-15,,4.0,0.4,,,,,,,,,,,,12.1,2004.0,7.74,6.8,,17.5,
2004-04-19,,4.0,0.2,0.01,6.0,5.8,,,,,,,,,12.3,2004.0,5.89,7.1,,15.0,
2004-04-20,,4.0,0.2,,,,,,,,,,,,13.4,2004.0,6.98,7.3,,17.5,
2004-04-21,,4.0,0.3,,,,,,,,,,,,10.7,2004.0,7.16,7.2,,18.0,
2004-04-25,,4.0,0.6,0.02,6.0,5.8,,,,,,,,,11.6,2004.0,7.91,7.3,,22.5,
2004-04-26,,4.0,0.4,,,,,,,,,,,,11.9,2004.0,6.98,7.2,,22.0,
2004-04-27,,4.0,0.3,,,,,,,,,,,,11.5,2004.0,7.57,7.2,,24.5,
2004-05-05,,5.0,0.2,0.02,4.3,6.3,3.6270000000000002,,,,,,,3.9,9.9,2004.0,8.21,6.7,,21.5,
2004-05-06,,5.0,0.2,,,,,,,,,,,,8.1,2004.0,8.36,6.7,,21.5,
2004-05-07,,5.0,0.3,,,,,,,,,,,,10.3,2004.0,13.66,7.1,,21.5,
2004-05-11,,5.0,0.2,0.02,5.5,5.8,,,,,,,,,7.8,2004.0,11.54,7.1,,18.5,
2004-05-12,,5.0,0.2,,,,,,,,,,,,11.7,2004.0,12.68,7.1,,19.5,
2004-05-13,,5.0,0.4,,,,,,,,,,,,7.0,2004.0,9.63,,,,
2004-05-17,,5.0,0.2,0.02,5.6,6.7,,,,,,,,,10.6,2004.0,14.95,7.1,,19.5,
2004-05-18,,5.0,0.2,,,,,,,,,,,,10.9,2004.0,10.13,6.9,,20.5,
2004-05-19,,5.0,0.3,,,,,,,,,,,,8.8,2004.0,11.62,7.2,,20.0,
2004-05-23,,5.0,0.3,0.06,7.4,6.5,,,,,,,,,9.6,2004.0,14.53,7.4,,19.0,
2004-05-24,,5.0,0.3,,7.4,,,,,,,,,,8.0,2004.0,4.66,6.8,,19.0,
2004-05-25,,5.0,0.2,,,,,,,,,,,,7.1,2004.0,7.84,7.1,,19.5,
2004-06-02,,6.0,0.2,0.01,4.7,4.6,4.0920000000000005,,,,,,,4.4,10.5,2004.0,13.36,7.2,,22.0,
2004-06-03,,6.0,0.2,,,,,,,,,,,,6.4,2004.0,12.07,7.0,,22.5,
2004-06-04,,6.0,0.2,,,,,,,,,,,,8.4,2004.0,11.56,7.1,,22.5,
2004-06-08,,6.0,0.3,0.01,6.0,4.4,,,,,,,,,9.0,2004.0,12.59,7.3,,19.0,
2004-06-09,,6.0,0.2,,,,,,,,,,,,10.2,2004.0,13.72,7.2,,19.0,
2004-06-10,,6.0,0.2,,,,,,,,,,,,10.1,2004.0,11.31,6.9,,20.0,
2004-06-14,,6.0,0.1,0.01,5.3,5.5,,,,,,,,,9.8,2004.0,7.43,7.1,,22.0,
2004-06-15,,6.0,0.2,,,,,,,,,,,,2.0,2004.0,8.12,6.7,,22.5,
2004-06-16,,6.0,0.1,,,,,,,,,,,,8.6,2004.0,8.36,6.8,,24.5,
2004-06-20,,6.0,0.2,0.01,5.9,5.9,,,,,,,,,9.4,2004.0,10.06,7.3,,21.5,
2004-06-21,,6.0,0.2,,,,,,,,,,,,9.4,2004.0,10.52,7.4,,20.0,
2004-06-22,,6.0,0.2,,,,,,,,,,,,7.8,2004.0,9.13,7.2,,19.5,
2004-06-28,,6.0,0.3,0.01,6.1,5.9,,,,,,,,,9.9,2004.0,7.59,6.9,,22.5,
2004-06-29,,6.0,0.8,,,,,,,,,,,,6.2,2004.0,8.01,6.5,,23.0,
2004-06-30,,6.0,0.2,,,,,,,,,,,,8.5,2004.0,8.02,7.3,,23.0,
2004-07-07,,7.0,0.1,0.01,5.4,,3.6270000000000002,,,,,5.8,,3.9,9.0,2004.0,8.73,7.2,,21.0,
2004-07-08,,7.0,0.1,,,,,,,,,,,,9.0,2004.0,7.15,6.6,,24.5,
2004-07-09,,7.0,0.1,,,,,,,,,,,,12.0,2004.0,5.79,7.0,,23.0,
2004-07-13,,7.0,0.1,0.01,5.6,,,,,,,5.6,,,5.1,2004.0,7.41,7.2,,23.0,
2004-07-14,,7.0,0.1,,,,,,,,,,,,8.3,2004.0,7.33,7.1,,23.5,
2004-07-15,,7.0,0.1,,,,,,,,,,,,7.6,2004.0,7.9,6.7,,22.0,
2004-07-19,,7.0,0.1,0.01,5.2,,,,,,,5.3,,,9.1,2004.0,8.65,7.2,,24.0,
2004-07-20,,7.0,0.1,,,,,,,,,,,,10.1,2004.0,7.58,7.1,,24.5,
2004-07-21,,7.0,0.1,,,,,,,,,,,,8.5,2004.0,9.38,7.2,,23.0,
2004-07-25,,7.0,0.1,0.01,6.3,,,,,,,5.1,,,7.1,2004.0,7.68,7.2,,24.5,
2004-07-26,,7.0,0.3,,,,,,,,,,,,9.7,2004.0,7.87,6.9,,24.0,
2004-07-27,,7.0,0.1,,,,,,,,,,,,9.3,2004.0,9.85,7.2,,24.0,
2004-08-04,,8.0,0.1,0.01,6.3,,4.278,,,,,5.9,,4.6,13.5,2004.0,9.71,7.2,,21.5,
2004-08-05,,8.0,0.1,,,,,,,,,,,,6.4,2004.0,7.96,6.8,,22.5,
2004-08-06,,8.0,0.1,,,,,,,,,,,,8.2,2004.0,8.46,7.2,,22.0,
2004-08-10,,8.0,0.1,0.01,6.3,,,,,,,6.1,,,11.0,2004.0,6.53,7.1,,24.0,
2004-08-11,,8.0,0.1,,,,,,,,,,,,7.9,2004.0,9.18,7.2,,23.5,
2004-08-12,,8.0,0.1,,,,,,,,,,,,13.3,2004.0,8.69,7.0,,24.0,
2004-08-16,,8.0,0.1,0.01,6.6,,,,,,,5.1,,,12.9,2004.0,11.0,7.2,,23.5,
2004-08-17,,8.0,0.1,,,,,,,,,,,,13.2,2004.0,6.42,6.8,,23.5,
2004-08-18,,8.0,0.1,,,,,,,,,,,,8.8,2004.0,9.19,7.1,,22.5,
2004-08-22,,8.0,1.1,0.0,7.5,,,,,,,5.2,,,12.2,2004.0,7.31,7.0,,21.5,
2004-08-23,,8.0,0.1,,,,,,,,,,,,11.7,2004.0,8.9,7.2,,23.5,
2004-08-24,,8.0,1.1,,,,,,,,,,,,15.2,2004.0,6.35,7.2,,24.5,
2004-09-01,,9.0,0.2,0.01,7.3,,,,,,,4.9,,,8.0,2004.0,8.14,7.0,,23.5,
2004-09-02,,9.0,0.1,,,,,,,,,,,,5.5,2004.0,11.05,7.2,,22.5,
2004-09-03,,9.0,0.1,,,,,,,,,,,,9.4,2004.0,11.19,7.2,,22.5,
2004-09-07,,9.0,0.1,0.01,8.4,,,,,,,5.3,,,4.6,2004.0,11.85,7.2,,27.5,
2004-09-08,,9.0,0.1,,,,,,,,,,,,8.9,2004.0,11.77,8.1,,27.0,
2004-09-09,,9.0,0.1,,,,,,,,,,,,4.1,2004.0,11.94,7.2,,24.5,
2004-09-13,,9.0,0.4,0.01,10.4,,,,,,,5.3,,,7.9,2004.0,10.48,7.1,,22.5,
2004-09-14,,9.0,0.2,,,,,,,,,,,,8.5,2004.0,11.76,7.2,,22.0,
2004-09-15,,9.0,0.1,,,,,,,,,,,,5.7,2004.0,6.59,7.0,,22.5,
2004-09-19,,9.0,0.6,0.07,10.9,,5.022,,,,,5.1,,5.4,8.6,2004.0,4.97,7.2,,20.0,
2004-09-20,,9.0,0.4,,,,,,,,,,,,8.6,2004.0,8.74,7.3,,19.5,
2004-09-21,,9.0,0.3,,,,,,,,,,,,7.3,2004.0,8.5,7.3,,22.5,
2004-09-27,,9.0,0.2,0.01,15.4,,,,,,,5.2,,,7.2,2004.0,9.52,7.1,,20.5,
2004-09-28,,9.0,0.2,,,,,,,,,,,,8.5,2004.0,7.37,7.2,,21.0,
2004-09-29,,9.0,0.2,,,,,,,,,,,,6.1,2004.0,8.43,7.1,,20.5,
2004-10-06,,10.0,0.3,0.04,16.7,,5.301,,,,,5.9,,5.7,7.5,2004.0,11.38,7.2,,19.5,
2004-10-07,,10.0,0.4,,,,,,,,,,,,5.4,2004.0,8.86,7.0,,20.5,
2004-10-08,,10.0,0.2,,,,,,,,,,,,5.4,2004.0,8.94,7.2,,20.0,
2004-10-12,,10.0,0.2,0.03,17.2,,,,,,,6.7,,,6.8,2004.0,12.0,7.2,,20.0,
2004-10-13,,10.0,0.2,,,,,,,,,,,,4.9,2004.0,7.72,7.0,,19.5,
2004-10-14,,10.0,0.3,,,,,,,,,,,,5.4,2004.0,10.33,7.1,,19.0,
2004-10-18,,10.0,1.0,0.09,17.2,,,,,,,7.1,,,7.4,2004.0,14.08,7.3,,17.5,
2004-10-19,,10.0,2.4,,,,,,,,,,,,7.0,2004.0,14.0,7.3,,16.0,
2004-10-20,,10.0,3.3,,,,,,,,,,,,5.5,2004.0,14.2,7.3,,15.0,
2004-10-24,,10.0,2.4,0.28,17.4,,,,,,,8.1,,,9.1,2004.0,14.98,7.4,,16.5,
2004-10-25,,10.0,2.3,,,,,,,,,,,,7.5,2004.0,15.09,7.3,,18.5,
2004-10-26,,10.0,3.3,,,,,,,,,,,,8.3,2004.0,13.72,7.2,,16.0,
2004-11-02,,11.0,0.9,0.14,17.9,,4.371,,,,,4.4,,4.7,6.2,2004.0,7.38,6.6,,16.0,
2004-11-03,,11.0,0.9,,,,,,,,,,,,10.0,2004.0,13.96,7.2,,16.0,
2004-11-04,,11.0,2.7,,,,,,,,,,,,8.9,2004.0,14.9,7.1,,14.5,
2004-11-10,,11.0,3.8,0.17,10.4,,,,,,,3.8,,,9.3,2004.0,3.84,,,,
2004-11-11,,11.0,1.3,,,,,,,,,,,,12.3,2004.0,13.75,7.3,,15.0,
2004-11-12,,11.0,0.3,,,,,,,,,,,,9.8,2004.0,12.75,7.3,,15.0,
