Permit Title,Description,Pollutant,Date,Month,Year ,Value,Unit
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Maximum",Flow,5/31/2009,5,2009,10.5,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Total",Flow,5/31/2009,5,2009,295.26,Mgal
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Average",Flow,5/31/2009,5,2009,9.52,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/1/2009,6,2009,9.31,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/2/2009,6,2009,8.96,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/3/2009,6,2009,10.96,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/4/2009,6,2009,9.15,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/5/2009,6,2009,9.29,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/6/2009,6,2009,9.84,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/7/2009,6,2009,10.19,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/8/2009,6,2009,9.48,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/9/2009,6,2009,9.4,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/10/2009,6,2009,9.22,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/11/2009,6,2009,9.1,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/12/2009,6,2009,9.41,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/13/2009,6,2009,9.09,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/14/2009,6,2009,9.27,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/15/2009,6,2009,11.04,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/16/2009,6,2009,9.11,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/17/2009,6,2009,9.48,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/18/2009,6,2009,9.06,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/19/2009,6,2009,12.28,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/20/2009,6,2009,9.41,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/21/2009,6,2009,9.61,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/22/2009,6,2009,9.58,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/23/2009,6,2009,9.26,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/24/2009,6,2009,9.13,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/25/2009,6,2009,9.65,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/26/2009,6,2009,9.47,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/27/2009,6,2009,9.31,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/28/2009,6,2009,9.52,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/29/2009,6,2009,9.51,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,6/30/2009,6,2009,9.38,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Minimum",Flow,6/30/2009,6,2009,8.96,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Average",Flow,6/30/2009,6,2009,9.58,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Maximum",Flow,6/30/2009,6,2009,12.28,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Total",Flow,6/30/2009,6,2009,287.47,Mgal
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/1/2009,7,2009,9.59,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/2/2009,7,2009,9.43,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/3/2009,7,2009,9.3,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/4/2009,7,2009,9.31,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/5/2009,7,2009,9.72,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/6/2009,7,2009,9.57,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/7/2009,7,2009,9.31,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/8/2009,7,2009,9.31,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/9/2009,7,2009,9.32,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/10/2009,7,2009,9.29,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/11/2009,7,2009,9.8,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/12/2009,7,2009,9.9,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/13/2009,7,2009,10.17,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/14/2009,7,2009,8.53,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/15/2009,7,2009,9.69,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/16/2009,7,2009,8.88,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/17/2009,7,2009,9.5,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/18/2009,7,2009,9.51,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/19/2009,7,2009,9.84,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/20/2009,7,2009,9.83,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/21/2009,7,2009,9.48,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/22/2009,7,2009,9.78,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/23/2009,7,2009,9.57,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/24/2009,7,2009,9.64,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/25/2009,7,2009,9.48,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/26/2009,7,2009,9.41,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/27/2009,7,2009,9.47,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/28/2009,7,2009,9.21,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/29/2009,7,2009,9.37,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/30/2009,7,2009,9.05,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Total",Flow,7/31/2009,7,2009,292.39,Mgal
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Average",Flow,7/31/2009,7,2009,9.43,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,7/31/2009,7,2009,8.13,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Maximum",Flow,7/31/2009,7,2009,10.17,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Minimum",Flow,7/31/2009,7,2009,8.13,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/1/2009,8,2009,8.81,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/2/2009,8,2009,9.67,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/3/2009,8,2009,9.23,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/4/2009,8,2009,9.3,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/5/2009,8,2009,9.11,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/6/2009,8,2009,9.09,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/7/2009,8,2009,9.42,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/8/2009,8,2009,9.33,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/9/2009,8,2009,9.4,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/10/2009,8,2009,9.08,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/11/2009,8,2009,9.16,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/12/2009,8,2009,9.17,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/13/2009,8,2009,9.23,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/14/2009,8,2009,9.19,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/15/2009,8,2009,8.85,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/16/2009,8,2009,9.15,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/17/2009,8,2009,8.93,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/18/2009,8,2009,7.92,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/19/2009,8,2009,9.74,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/20/2009,8,2009,8.74,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/21/2009,8,2009,8.84,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/22/2009,8,2009,9.51,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/23/2009,8,2009,9.64,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/24/2009,8,2009,8.46,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/25/2009,8,2009,8.93,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/26/2009,8,2009,8.69,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/27/2009,8,2009,8.69,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/28/2009,8,2009,8.65,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/29/2009,8,2009,9.02,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/30/2009,8,2009,9.35,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Maximum",Flow,8/31/2009,8,2009,9.74,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Total",Flow,8/31/2009,8,2009,281.95,Mgal
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Average",Flow,8/31/2009,8,2009,9.1,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,8/31/2009,8,2009,9.65,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Minimum",Flow,8/31/2009,8,2009,7.92,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/1/2009,9,2009,9.45,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/2/2009,9,2009,9.29,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/3/2009,9,2009,9.19,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/4/2009,9,2009,10.4,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/5/2009,9,2009,8.81,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/6/2009,9,2009,8.82,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/7/2009,9,2009,9.92,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/8/2009,9,2009,9.54,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/9/2009,9,2009,9.57,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/10/2009,9,2009,10.37,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/11/2009,9,2009,8.28,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/12/2009,9,2009,8.87,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/13/2009,9,2009,9.54,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/14/2009,9,2009,10.02,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/15/2009,9,2009,9.59,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/16/2009,9,2009,9.67,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/17/2009,9,2009,9.52,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/18/2009,9,2009,9.51,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/19/2009,9,2009,9.96,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/20/2009,9,2009,10.38,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/21/2009,9,2009,9.85,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/22/2009,9,2009,9.61,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/23/2009,9,2009,10.03,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/24/2009,9,2009,9.83,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/25/2009,9,2009,9.53,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/26/2009,9,2009,10.3,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/27/2009,9,2009,10.73,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/28/2009,9,2009,9.75,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/29/2009,9,2009,9.22,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,9/30/2009,9,2009,9.12,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Total",Flow,9/30/2009,9,2009,288.67,Mgal
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Minimum",Flow,9/30/2009,9,2009,8.28,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Maximum",Flow,9/30/2009,9,2009,10.73,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Average",Flow,9/30/2009,9,2009,9.62,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/1/2009,10,2009,8.75,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/2/2009,10,2009,8.82,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/3/2009,10,2009,12.79,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/4/2009,10,2009,10.89,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/5/2009,10,2009,8.43,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/6/2009,10,2009,10.43,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/7/2009,10,2009,10.33,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/8/2009,10,2009,10.01,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/9/2009,10,2009,10.44,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/10/2009,10,2009,11.97,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/11/2009,10,2009,10.17,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/12/2009,10,2009,11.02,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/13/2009,10,2009,17.08,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/14/2009,10,2009,9.04,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/15/2009,10,2009,15.22,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/16/2009,10,2009,14.02,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/17/2009,10,2009,11.91,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/18/2009,10,2009,12.07,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/19/2009,10,2009,12.44,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/20/2009,10,2009,11.71,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/21/2009,10,2009,11.16,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/22/2009,10,2009,12.42,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/23/2009,10,2009,12.49,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/24/2009,10,2009,10.34,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/25/2009,10,2009,12.28,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/26/2009,10,2009,13.06,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/27/2009,10,2009,11.36,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/28/2009,10,2009,11.07,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/29/2009,10,2009,10.61,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/30/2009,10,2009,11.83,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,10/31/2009,10,2009,11.92,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Maximum",Flow,10/31/2009,10,2009,17.08,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Average",Flow,10/31/2009,10,2009,11.49,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Minimum",Flow,10/31/2009,10,2009,8.43,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Monthly Total",Flow,10/31/2009,10,2009,356.08,Mgal
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/1/2009,11,2009,10.7,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/2/2009,11,2009,10.33,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/3/2009,11,2009,10.04,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/4/2009,11,2009,10.36,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/5/2009,11,2009,11.09,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/6/2009,11,2009,11.33,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/7/2009,11,2009,13.75,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/8/2009,11,2009,13.44,mgd
Dublin San Ramon Services District Permit,"I-002 F (M-INF-F) Flow, CBOD, Metals Inf Daily Average",Flow,11/9/2009,11,2009,7.25,mgd
