PermitTitle,Description,Pollutant,Date,Month,Year,Value,Unit
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/23/2007,12,2007,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/23/2007,12,2007,2.736,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/24/2007,12,2007,6.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/24/2007,12,2007,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/24/2007,12,2007,2.658,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/25/2007,12,2007,5.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/25/2007,12,2007,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/25/2007,12,2007,2.39,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/26/2007,12,2007,5.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/26/2007,12,2007,1.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/26/2007,12,2007,2.456,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/27/2007,12,2007,5.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/27/2007,12,2007,3.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/27/2007,12,2007,2.97,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/28/2007,12,2007,6.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/28/2007,12,2007,3.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/28/2007,12,2007,3.156,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/29/2007,12,2007,6.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/29/2007,12,2007,2.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/29/2007,12,2007,3.334,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/30/2007,12,2007,6.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/30/2007,12,2007,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/30/2007,12,2007,2.944,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,12/31/2007,12,2007,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,12/31/2007,12,2007,2.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,12/31/2007,12,2007,2.677,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Average,Flow,12/31/2007,12,2007,3.08,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Total,Flow,12/31/2007,12,2007,95.41,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/1/2008,1,2008,6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/1/2008,1,2008,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/1/2008,1,2008,2.49,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/2/2008,1,2008,5.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/2/2008,1,2008,1.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/2/2008,1,2008,2.51,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/3/2008,1,2008,15.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/3/2008,1,2008,3.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/3/2008,1,2008,6.19,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/4/2008,1,2008,14.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/4/2008,1,2008,4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/4/2008,1,2008,15.35,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/5/2008,1,2008,12,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/5/2008,1,2008,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/5/2008,1,2008,7.88,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/6/2008,1,2008,9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/6/2008,1,2008,4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/6/2008,1,2008,6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/7/2008,1,2008,8.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/7/2008,1,2008,3.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/7/2008,1,2008,4.66,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/8/2008,1,2008,10,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/8/2008,1,2008,4.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/8/2008,1,2008,5.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/9/2008,1,2008,8.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/9/2008,1,2008,3.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/9/2008,1,2008,4.78,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/10/2008,1,2008,8.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/10/2008,1,2008,3.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/10/2008,1,2008,4.54,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/11/2008,1,2008,7.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/11/2008,1,2008,3.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/11/2008,1,2008,3.79,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/12/2008,1,2008,7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/12/2008,1,2008,2.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/12/2008,1,2008,3.36,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/13/2008,1,2008,6.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/13/2008,1,2008,2.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/13/2008,1,2008,3.23,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/14/2008,1,2008,6.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/14/2008,1,2008,2.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/14/2008,1,2008,2.94,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/15/2008,1,2008,6.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/15/2008,1,2008,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/15/2008,1,2008,2.77,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/16/2008,1,2008,6.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/16/2008,1,2008,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/16/2008,1,2008,2.77,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/17/2008,1,2008,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/17/2008,1,2008,1.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/17/2008,1,2008,2.56,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/18/2008,1,2008,6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/18/2008,1,2008,1.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/18/2008,1,2008,2.51,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/19/2008,1,2008,5.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/19/2008,1,2008,1.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/19/2008,1,2008,2.49,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/20/2008,1,2008,5.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/20/2008,1,2008,1.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/20/2008,1,2008,2.46,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/21/2008,1,2008,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/21/2008,1,2008,2.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/21/2008,1,2008,3.03,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/22/2008,1,2008,6.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/22/2008,1,2008,2.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/22/2008,1,2008,3.01,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/23/2008,1,2008,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/23/2008,1,2008,2.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/23/2008,1,2008,3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/24/2008,1,2008,9.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/24/2008,1,2008,4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/24/2008,1,2008,4.95,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/25/2008,1,2008,44.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/25/2008,1,2008,7.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/25/2008,1,2008,18.92,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/26/2008,1,2008,13.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/26/2008,1,2008,7.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/26/2008,1,2008,11.63,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/27/2008,1,2008,9.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/27/2008,1,2008,5.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/27/2008,1,2008,8.68,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/28/2008,1,2008,9.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/28/2008,1,2008,5.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/28/2008,1,2008,5.83,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/29/2008,1,2008,9.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/29/2008,1,2008,4.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/29/2008,1,2008,5.12,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/30/2008,1,2008,10,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/30/2008,1,2008,4.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/30/2008,1,2008,4.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,1/31/2008,1,2008,26.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,1/31/2008,1,2008,7.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,1/31/2008,1,2008,10.06,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Total,Flow,1/31/2008,1,2008,167.81,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Average,Flow,1/31/2008,1,2008,5.41,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/1/2008,2,2008,12.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/1/2008,2,2008,5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/1/2008,2,2008,5.99,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/2/2008,2,2008,29,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/2/2008,2,2008,5.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/2/2008,2,2008,12.22,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/3/2008,2,2008,13.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/3/2008,2,2008,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/3/2008,2,2008,8.95,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/4/2008,2,2008,14.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/4/2008,2,2008,6.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/4/2008,2,2008,5.13,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/5/2008,2,2008,10.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/5/2008,2,2008,4.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/5/2008,2,2008,4.14,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/6/2008,2,2008,8.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/6/2008,2,2008,4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/6/2008,2,2008,3.51,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/7/2008,2,2008,7.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/7/2008,2,2008,3.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/7/2008,2,2008,3.26,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/8/2008,2,2008,7.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/8/2008,2,2008,3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/8/2008,2,2008,2.96,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/9/2008,2,2008,6.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/9/2008,2,2008,2.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/9/2008,2,2008,2.87,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/10/2008,2,2008,6.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/10/2008,2,2008,2.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/10/2008,2,2008,2.87,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/11/2008,2,2008,6.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/11/2008,2,2008,2.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/11/2008,2,2008,2.63,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/12/2008,2,2008,6.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/12/2008,2,2008,2.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/12/2008,2,2008,2.55,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/13/2008,2,2008,6.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/13/2008,2,2008,2.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/13/2008,2,2008,2.56,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/14/2008,2,2008,6.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/14/2008,2,2008,2.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/14/2008,2,2008,2.63,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/15/2008,2,2008,6.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/15/2008,2,2008,2.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/15/2008,2,2008,2.22,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/16/2008,2,2008,6.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/16/2008,2,2008,2.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/16/2008,2,2008,2.38,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/17/2008,2,2008,6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/17/2008,2,2008,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/17/2008,2,2008,2.22,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/18/2008,2,2008,6.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/18/2008,2,2008,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/18/2008,2,2008,2.34,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/19/2008,2,2008,7.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/19/2008,2,2008,2.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/19/2008,2,2008,3.28,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/20/2008,2,2008,7.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/20/2008,2,2008,2.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/20/2008,2,2008,2.81,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/21/2008,2,2008,8.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/21/2008,2,2008,3.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/21/2008,2,2008,4.03,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/22/2008,2,2008,8.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/22/2008,2,2008,4.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/22/2008,2,2008,4.34,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/23/2008,2,2008,10.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/23/2008,2,2008,4.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/23/2008,2,2008,4.64,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/24/2008,2,2008,12,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/24/2008,2,2008,4.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/24/2008,2,2008,5.45,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/25/2008,2,2008,7.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/25/2008,2,2008,4.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/25/2008,2,2008,3.78,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/26/2008,2,2008,7.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/26/2008,2,2008,3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/26/2008,2,2008,3.38,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/27/2008,2,2008,6.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/27/2008,2,2008,2.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/27/2008,2,2008,3.03,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/28/2008,2,2008,6.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/28/2008,2,2008,2.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/28/2008,2,2008,3.01,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,2/29/2008,2,2008,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,2/29/2008,2,2008,2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,2/29/2008,2,2008,2.62,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Total,Flow,2/29/2008,2,2008,111.8,Mgal
Sewerage Agency of Southern Marin Permit,E-001 Eff Monthly Average,Flow,2/29/2008,2,2008,3.86,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/1/2008,3,2008,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/1/2008,3,2008,2.1,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/1/2008,3,2008,2.63,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/2/2008,3,2008,6.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/2/2008,3,2008,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/2/2008,3,2008,2.65,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/3/2008,3,2008,6.5,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/3/2008,3,2008,1.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/3/2008,3,2008,2.47,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/4/2008,3,2008,6.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/4/2008,3,2008,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/4/2008,3,2008,2.38,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/5/2008,3,2008,6.2,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/5/2008,3,2008,1.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/5/2008,3,2008,2.33,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/6/2008,3,2008,5.9,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/6/2008,3,2008,1.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/6/2008,3,2008,2.31,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/7/2008,3,2008,6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/7/2008,3,2008,1.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/7/2008,3,2008,2.29,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/8/2008,3,2008,5.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/8/2008,3,2008,1.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/8/2008,3,2008,2.3,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/9/2008,3,2008,5.4,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/9/2008,3,2008,1.8,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/9/2008,3,2008,2.23,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/10/2008,3,2008,5.6,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/10/2008,3,2008,1.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Eff Daily Average,Flow,3/10/2008,3,2008,2.22,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Maximum,Flow,3/11/2008,3,2008,5.7,mgd
Sewerage Agency of Southern Marin Permit,E-001 Inf Daily Minimum,Flow,3/11/2008,3,2008,1.8,mgd
