SAMPLENUM,SITE,LOCATOR,CDATE,Month,Year,TIME,SAMTYPE,PARM_STORED,QUAL,NUMVALUE,UNITS,MDLVALUE,METHODREF,COMMENTS
,E-001  Eff Daily Minimum,,8/8/2010,8,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,8/8/2010,8,2010,,,Flow,,64,mgd,,,
,E-001  Eff Daily Average,,8/9/2010,8,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,8/9/2010,8,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,8/9/2010,8,2010,,,Flow,,68,mgd,,,
,E-001  Eff Daily Average,,8/10/2010,8,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,8/10/2010,8,2010,,,Flow,,41,mgd,,,
,E-001  Eff Daily Maximum,,8/10/2010,8,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,8/11/2010,8,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,8/11/2010,8,2010,,,Flow,,39,mgd,,,
,E-001  Eff Daily Maximum,,8/11/2010,8,2010,,,Flow,,67,mgd,,,
,E-001  Eff Daily Average,,8/12/2010,8,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,8/12/2010,8,2010,,,Flow,,37,mgd,,,
,E-001  Eff Daily Maximum,,8/12/2010,8,2010,,,Flow,,72,mgd,,,
,E-001  Eff Daily Average,,8/13/2010,8,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,8/13/2010,8,2010,,,Flow,,39,mgd,,,
,E-001  Eff Daily Maximum,,8/13/2010,8,2010,,,Flow,,73,mgd,,,
,E-001  Eff Daily Average,,8/14/2010,8,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,8/14/2010,8,2010,,,Flow,,37,mgd,,,
,E-001  Eff Daily Maximum,,8/14/2010,8,2010,,,Flow,,79,mgd,,,
,E-001  Eff Daily Average,,8/15/2010,8,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,8/15/2010,8,2010,,,Flow,,37,mgd,,,
,E-001  Eff Daily Maximum,,8/15/2010,8,2010,,,Flow,,72,mgd,,,
,E-001  Eff Daily Average,,8/16/2010,8,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,8/16/2010,8,2010,,,Flow,,39,mgd,,,
,E-001  Eff Daily Maximum,,8/16/2010,8,2010,,,Flow,,65,mgd,,,
,E-001  Eff Daily Average,,8/17/2010,8,2010,,,Flow,,66,mgd,,,
,E-001  Eff Daily Minimum,,8/17/2010,8,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,8/17/2010,8,2010,,,Flow,,90,mgd,,,
,E-001  Eff Daily Average,,8/18/2010,8,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,8/18/2010,8,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,8/18/2010,8,2010,,,Flow,,76,mgd,,,
,E-001  Eff Daily Average,,8/19/2010,8,2010,,,Flow,,64,mgd,,,
,E-001  Eff Daily Minimum,,8/19/2010,8,2010,,,Flow,,5,mgd,,,
,E-001  Eff Daily Maximum,,8/19/2010,8,2010,,,Flow,,95,mgd,,,
,E-001  Eff Daily Average,,8/20/2010,8,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,8/20/2010,8,2010,,,Flow,,38,mgd,,,
,E-001  Eff Daily Maximum,,8/20/2010,8,2010,,,Flow,,82,mgd,,,
,E-001  Eff Daily Average,,8/21/2010,8,2010,,,Flow,,49,mgd,,,
,E-001  Eff Daily Minimum,,8/21/2010,8,2010,,,Flow,,33,mgd,,,
,E-001  Eff Daily Maximum,,8/21/2010,8,2010,,,Flow,,68,mgd,,,
,E-001  Eff Daily Average,,8/22/2010,8,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,8/22/2010,8,2010,,,Flow,,38,mgd,,,
,E-001  Eff Daily Maximum,,8/22/2010,8,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,8/23/2010,8,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,8/23/2010,8,2010,,,Flow,,36,mgd,,,
,E-001  Eff Daily Maximum,,8/23/2010,8,2010,,,Flow,,67,mgd,,,
,E-001  Eff Daily Average,,8/24/2010,8,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,8/24/2010,8,2010,,,Flow,,34,mgd,,,
,E-001  Eff Daily Maximum,,8/24/2010,8,2010,,,Flow,,70,mgd,,,
,E-001  Eff Daily Average,,8/25/2010,8,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,8/25/2010,8,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,8/25/2010,8,2010,,,Flow,,76,mgd,,,
,E-001  Eff Daily Average,,8/26/2010,8,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,8/26/2010,8,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Maximum,,8/26/2010,8,2010,,,Flow,,64,mgd,,,
,E-001  Eff Daily Average,,8/27/2010,8,2010,,,Flow,,58,mgd,,,
,E-001  Eff Daily Minimum,,8/27/2010,8,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Maximum,,8/27/2010,8,2010,,,Flow,,62,mgd,,,
,E-001  Eff Daily Average,,8/28/2010,8,2010,,,Flow,,49,mgd,,,
,E-001  Eff Daily Minimum,,8/28/2010,8,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,8/28/2010,8,2010,,,Flow,,65,mgd,,,
,E-001  Eff Daily Average,,8/29/2010,8,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,8/29/2010,8,2010,,,Flow,,33,mgd,,,
,E-001  Eff Daily Maximum,,8/29/2010,8,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,8/30/2010,8,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,8/30/2010,8,2010,,,Flow,,32,mgd,,,
,E-001  Eff Daily Maximum,,8/30/2010,8,2010,,,Flow,,81,mgd,,,
,E-001  Eff Daily Average,,8/31/2010,8,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,8/31/2010,8,2010,,,Flow,,32,mgd,,,
,E-001  Eff Monthly Total,,8/31/2010,8,2010,,,Flow,,1641,Mgal,,,
,E-001  Eff Daily Maximum,,8/31/2010,8,2010,,,Flow,,82,mgd,,,
,E-001  Eff Monthly Average,,8/31/2010,8,2010,,,Flow,,52.94,mgd,,,
,E-001  Eff Daily Average,,9/1/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/1/2010,9,2010,,,Flow,,41,mgd,,,
,E-001  Eff Daily Maximum,,9/1/2010,9,2010,,,Flow,,118,mgd,,,
,E-001  Eff Daily Average,,9/2/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/2/2010,9,2010,,,Flow,,35,mgd,,,
,E-001  Eff Daily Maximum,,9/2/2010,9,2010,,,Flow,,64,mgd,,,
,E-001  Eff Daily Average,,9/3/2010,9,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,9/3/2010,9,2010,,,Flow,,35,mgd,,,
,E-001  Eff Daily Maximum,,9/3/2010,9,2010,,,Flow,,70,mgd,,,
,E-001  Eff Daily Average,,9/4/2010,9,2010,,,Flow,,49,mgd,,,
,E-001  Eff Daily Minimum,,9/4/2010,9,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,9/4/2010,9,2010,,,Flow,,76,mgd,,,
,E-001  Eff Daily Average,,9/5/2010,9,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,9/5/2010,9,2010,,,Flow,,34,mgd,,,
,E-001  Eff Daily Maximum,,9/5/2010,9,2010,,,Flow,,76,mgd,,,
,E-001  Eff Daily Average,,9/6/2010,9,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,9/6/2010,9,2010,,,Flow,,35,mgd,,,
,E-001  Eff Daily Maximum,,9/6/2010,9,2010,,,Flow,,76,mgd,,,
,E-001  Eff Daily Average,,9/7/2010,9,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,9/7/2010,9,2010,,,Flow,,44,mgd,,,
,E-001  Eff Daily Maximum,,9/7/2010,9,2010,,,Flow,,73,mgd,,,
,E-001  Eff Daily Average,,9/8/2010,9,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,9/8/2010,9,2010,,,Flow,,32,mgd,,,
,E-001  Eff Daily Maximum,,9/8/2010,9,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,9/9/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/9/2010,9,2010,,,Flow,,41,mgd,,,
,E-001  Eff Daily Maximum,,9/9/2010,9,2010,,,Flow,,79,mgd,,,
,E-001  Eff Daily Average,,9/10/2010,9,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,9/10/2010,9,2010,,,Flow,,42,mgd,,,
,E-001  Eff Daily Maximum,,9/10/2010,9,2010,,,Flow,,69,mgd,,,
,E-001  Eff Daily Average,,9/11/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/11/2010,9,2010,,,Flow,,31,mgd,,,
,E-001  Eff Daily Maximum,,9/11/2010,9,2010,,,Flow,,74,mgd,,,
,E-001  Eff Daily Average,,9/12/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/12/2010,9,2010,,,Flow,,34,mgd,,,
,E-001  Eff Daily Maximum,,9/12/2010,9,2010,,,Flow,,84,mgd,,,
,E-001  Eff Daily Average,,9/13/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/13/2010,9,2010,,,Flow,,30,mgd,,,
,E-001  Eff Daily Maximum,,9/13/2010,9,2010,,,Flow,,79,mgd,,,
,E-001  Eff Daily Average,,9/14/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/14/2010,9,2010,,,Flow,,32,mgd,,,
,E-001  Eff Daily Maximum,,9/14/2010,9,2010,,,Flow,,74,mgd,,,
,E-001  Eff Daily Average,,9/15/2010,9,2010,,,Flow,,54,mgd,,,
,E-001  Eff Daily Minimum,,9/15/2010,9,2010,,,Flow,,42,mgd,,,
,E-001  Eff Daily Maximum,,9/15/2010,9,2010,,,Flow,,76,mgd,,,
,E-001  Eff Daily Average,,9/16/2010,9,2010,,,Flow,,49,mgd,,,
,E-001  Eff Daily Minimum,,9/16/2010,9,2010,,,Flow,,22,mgd,,,
,E-001  Eff Daily Maximum,,9/16/2010,9,2010,,,Flow,,66,mgd,,,
,E-001  Eff Daily Average,,9/17/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/17/2010,9,2010,,,Flow,,32,mgd,,,
,E-001  Eff Daily Maximum,,9/17/2010,9,2010,,,Flow,,73,mgd,,,
,E-001  Eff Daily Average,,9/18/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/18/2010,9,2010,,,Flow,,30,mgd,,,
,E-001  Eff Daily Maximum,,9/18/2010,9,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,9/19/2010,9,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,9/19/2010,9,2010,,,Flow,,37,mgd,,,
,E-001  Eff Daily Maximum,,9/19/2010,9,2010,,,Flow,,69,mgd,,,
,E-001  Eff Daily Average,,9/20/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/20/2010,9,2010,,,Flow,,34,mgd,,,
,E-001  Eff Daily Maximum,,9/20/2010,9,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,9/21/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/21/2010,9,2010,,,Flow,,33,mgd,,,
,E-001  Eff Daily Maximum,,9/21/2010,9,2010,,,Flow,,69,mgd,,,
,E-001  Eff Daily Average,,9/22/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/22/2010,9,2010,,,Flow,,42,mgd,,,
,E-001  Eff Daily Maximum,,9/22/2010,9,2010,,,Flow,,69,mgd,,,
,E-001  Eff Daily Average,,9/23/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/23/2010,9,2010,,,Flow,,41,mgd,,,
,E-001  Eff Daily Maximum,,9/23/2010,9,2010,,,Flow,,68,mgd,,,
,E-001  Eff Daily Average,,9/24/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/24/2010,9,2010,,,Flow,,39,mgd,,,
,E-001  Eff Daily Maximum,,9/24/2010,9,2010,,,Flow,,62,mgd,,,
,E-001  Eff Daily Average,,9/25/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/25/2010,9,2010,,,Flow,,44,mgd,,,
,E-001  Eff Daily Maximum,,9/25/2010,9,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,9/26/2010,9,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,9/26/2010,9,2010,,,Flow,,31,mgd,,,
,E-001  Eff Daily Maximum,,9/26/2010,9,2010,,,Flow,,68,mgd,,,
,E-001  Eff Daily Average,,9/27/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,9/27/2010,9,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,9/27/2010,9,2010,,,Flow,,74,mgd,,,
,E-001  Eff Daily Average,,9/28/2010,9,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,9/28/2010,9,2010,,,Flow,,41,mgd,,,
,E-001  Eff Daily Maximum,,9/28/2010,9,2010,,,Flow,,74,mgd,,,
,E-001  Eff Daily Average,,9/29/2010,9,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,9/29/2010,9,2010,,,Flow,,43,mgd,,,
,E-001  Eff Daily Maximum,,9/29/2010,9,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,9/30/2010,9,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,9/30/2010,9,2010,,,Flow,,0,mgd,,,
,E-001  Eff Monthly Total,,9/30/2010,9,2010,,,Flow,,1560,Mgal,,,
,E-001  Eff Daily Maximum,,9/30/2010,9,2010,,,Flow,,89,mgd,,,
,E-001  Eff Monthly Average,,9/30/2010,9,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Average,,10/1/2010,10,2010,,,Flow,,58,mgd,,,
,E-001  Eff Daily Minimum,,10/1/2010,10,2010,,,Flow,,33,mgd,,,
,E-001  Eff Daily Maximum,,10/1/2010,10,2010,,,Flow,,78,mgd,,,
,E-001  Eff Daily Average,,10/2/2010,10,2010,,,Flow,,59,mgd,,,
,E-001  Eff Daily Minimum,,10/2/2010,10,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Maximum,,10/2/2010,10,2010,,,Flow,,77,mgd,,,
,E-001  Eff Daily Average,,10/3/2010,10,2010,,,Flow,,55,mgd,,,
,E-001  Eff Daily Minimum,,10/3/2010,10,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,10/3/2010,10,2010,,,Flow,,74,mgd,,,
,E-001  Eff Daily Average,,10/4/2010,10,2010,,,Flow,,54,mgd,,,
,E-001  Eff Daily Minimum,,10/4/2010,10,2010,,,Flow,,47,mgd,,,
,E-001  Eff Daily Maximum,,10/4/2010,10,2010,,,Flow,,63,mgd,,,
,E-001  Eff Daily Average,,10/5/2010,10,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,10/5/2010,10,2010,,,Flow,,41,mgd,,,
,E-001  Eff Daily Maximum,,10/5/2010,10,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,10/6/2010,10,2010,,,Flow,,62,mgd,,,
,E-001  Eff Daily Minimum,,10/6/2010,10,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Maximum,,10/6/2010,10,2010,,,Flow,,85,mgd,,,
,E-001  Eff Daily Average,,10/7/2010,10,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,10/7/2010,10,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,10/7/2010,10,2010,,,Flow,,91,mgd,,,
,E-001  Eff Daily Average,,10/8/2010,10,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,10/8/2010,10,2010,,,Flow,,35,mgd,,,
,E-001  Eff Daily Maximum,,10/8/2010,10,2010,,,Flow,,75,mgd,,,
,E-001  Eff Daily Average,,10/9/2010,10,2010,,,Flow,,55,mgd,,,
,E-001  Eff Daily Minimum,,10/9/2010,10,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,10/9/2010,10,2010,,,Flow,,69,mgd,,,
,E-001  Eff Daily Average,,10/10/2010,10,2010,,,Flow,,60,mgd,,,
,E-001  Eff Daily Minimum,,10/10/2010,10,2010,,,Flow,,47,mgd,,,
,E-001  Eff Daily Maximum,,10/10/2010,10,2010,,,Flow,,74,mgd,,,
,E-001  Eff Daily Average,,10/11/2010,10,2010,,,Flow,,59,mgd,,,
,E-001  Eff Daily Minimum,,10/11/2010,10,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,10/11/2010,10,2010,,,Flow,,75,mgd,,,
,E-001  Eff Daily Average,,10/12/2010,10,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,10/12/2010,10,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,10/12/2010,10,2010,,,Flow,,112,mgd,,,
,E-001  Eff Daily Average,,10/13/2010,10,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,10/13/2010,10,2010,,,Flow,,38,mgd,,,
,E-001  Eff Daily Maximum,,10/13/2010,10,2010,,,Flow,,82,mgd,,,
,E-001  Eff Daily Average,,10/14/2010,10,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,10/14/2010,10,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,10/14/2010,10,2010,,,Flow,,104,mgd,,,
,E-001  Eff Daily Average,,10/15/2010,10,2010,,,Flow,,58,mgd,,,
,E-001  Eff Daily Minimum,,10/15/2010,10,2010,,,Flow,,29,mgd,,,
,E-001  Eff Daily Maximum,,10/15/2010,10,2010,,,Flow,,98,mgd,,,
,E-001  Eff Daily Average,,10/16/2010,10,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,10/16/2010,10,2010,,,Flow,,25,mgd,,,
,E-001  Eff Daily Maximum,,10/16/2010,10,2010,,,Flow,,61,mgd,,,
,E-001  Eff Daily Average,,10/17/2010,10,2010,,,Flow,,52,mgd,,,
,E-001  Eff Daily Minimum,,10/17/2010,10,2010,,,Flow,,39,mgd,,,
,E-001  Eff Daily Maximum,,10/17/2010,10,2010,,,Flow,,68,mgd,,,
,E-001  Eff Daily Average,,10/18/2010,10,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,10/18/2010,10,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,10/18/2010,10,2010,,,Flow,,77,mgd,,,
,E-001  Eff Daily Average,,10/19/2010,10,2010,,,Flow,,53,mgd,,,
,E-001  Eff Daily Minimum,,10/19/2010,10,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,10/19/2010,10,2010,,,Flow,,70,mgd,,,
,E-001  Eff Daily Average,,10/20/2010,10,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,10/20/2010,10,2010,,,Flow,,30,mgd,,,
,E-001  Eff Daily Maximum,,10/20/2010,10,2010,,,Flow,,60,mgd,,,
,E-001  Eff Daily Average,,10/21/2010,10,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Minimum,,10/21/2010,10,2010,,,Flow,,44,mgd,,,
,E-001  Eff Daily Maximum,,10/21/2010,10,2010,,,Flow,,61,mgd,,,
,E-001  Eff Daily Average,,10/22/2010,10,2010,,,Flow,,55,mgd,,,
,E-001  Eff Daily Minimum,,10/22/2010,10,2010,,,Flow,,29,mgd,,,
,E-001  Eff Daily Maximum,,10/22/2010,10,2010,,,Flow,,72,mgd,,,
,E-001  Eff Daily Average,,10/23/2010,10,2010,,,Flow,,51,mgd,,,
,E-001  Eff Daily Minimum,,10/23/2010,10,2010,,,Flow,,36,mgd,,,
,E-001  Eff Daily Maximum,,10/23/2010,10,2010,,,Flow,,69,mgd,,,
,E-001  Eff Daily Average,,10/24/2010,10,2010,,,Flow,,60,mgd,,,
,E-001  Eff Daily Minimum,,10/24/2010,10,2010,,,Flow,,37,mgd,,,
,E-001  Eff Daily Maximum,,10/24/2010,10,2010,,,Flow,,91,mgd,,,
,E-001  Eff Daily Average,,10/25/2010,10,2010,,,Flow,,81,mgd,,,
,E-001  Eff Daily Minimum,,10/25/2010,10,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,10/25/2010,10,2010,,,Flow,,184,mgd,,,
,E-001  Eff Daily Average,,10/26/2010,10,2010,,,Flow,,58,mgd,,,
,E-001  Eff Daily Minimum,,10/26/2010,10,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,10/26/2010,10,2010,,,Flow,,87,mgd,,,
,E-001  Eff Daily Average,,10/27/2010,10,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,10/27/2010,10,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,10/27/2010,10,2010,,,Flow,,77,mgd,,,
,E-001  Eff Daily Average,,10/28/2010,10,2010,,,Flow,,55,mgd,,,
,E-001  Eff Daily Minimum,,10/28/2010,10,2010,,,Flow,,42,mgd,,,
,E-001  Eff Daily Maximum,,10/28/2010,10,2010,,,Flow,,71,mgd,,,
,E-001  Eff Daily Average,,10/29/2010,10,2010,,,Flow,,60,mgd,,,
,E-001  Eff Daily Minimum,,10/29/2010,10,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,10/29/2010,10,2010,,,Flow,,78,mgd,,,
,E-001  Eff Daily Average,,10/30/2010,10,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,10/30/2010,10,2010,,,Flow,,36,mgd,,,
,E-001  Eff Daily Maximum,,10/30/2010,10,2010,,,Flow,,84,mgd,,,
,E-001  Eff Daily Average,,10/31/2010,10,2010,,,Flow,,54,mgd,,,
,E-001  Eff Daily Minimum,,10/31/2010,10,2010,,,Flow,,45,mgd,,,
,E-001  Eff Monthly Total,,10/31/2010,10,2010,,,Flow,,1759,Mgal,,,
,E-001  Eff Daily Maximum,,10/31/2010,10,2010,,,Flow,,64,mgd,,,
,E-001  Eff Monthly Average,,10/31/2010,10,2010,,,Flow,,56.74,mgd,,,
,E-001  Eff Daily Average,,11/1/2010,11,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,11/1/2010,11,2010,,,Flow,,31,mgd,,,
,E-001  Eff Daily Maximum,,11/1/2010,11,2010,,,Flow,,76,mgd,,,
,E-001  Eff Daily Average,,11/2/2010,11,2010,,,Flow,,60,mgd,,,
,E-001  Eff Daily Minimum,,11/2/2010,11,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,11/2/2010,11,2010,,,Flow,,95,mgd,,,
,E-001  Eff Daily Average,,11/3/2010,11,2010,,,Flow,,58,mgd,,,
,E-001  Eff Daily Minimum,,11/3/2010,11,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,11/3/2010,11,2010,,,Flow,,93,mgd,,,
,E-001  Eff Daily Average,,11/4/2010,11,2010,,,Flow,,55,mgd,,,
,E-001  Eff Daily Minimum,,11/4/2010,11,2010,,,Flow,,39,mgd,,,
,E-001  Eff Daily Maximum,,11/4/2010,11,2010,,,Flow,,79,mgd,,,
,E-001  Eff Daily Average,,11/5/2010,11,2010,,,Flow,,60,mgd,,,
,E-001  Eff Daily Minimum,,11/5/2010,11,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,11/5/2010,11,2010,,,Flow,,85,mgd,,,
,E-001  Eff Daily Average,,11/6/2010,11,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,11/6/2010,11,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,11/6/2010,11,2010,,,Flow,,80,mgd,,,
,E-001  Eff Daily Average,,11/7/2010,11,2010,,,Flow,,70,mgd,,,
,E-001  Eff Daily Minimum,,11/7/2010,11,2010,,,Flow,,40,mgd,,,
,E-001  Eff Daily Maximum,,11/7/2010,11,2010,,,Flow,,173,mgd,,,
,E-001  Eff Daily Average,,11/8/2010,11,2010,,,Flow,,86,mgd,,,
,E-001  Eff Daily Minimum,,11/8/2010,11,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,11/8/2010,11,2010,,,Flow,,181,mgd,,,
,E-001  Eff Daily Average,,11/9/2010,11,2010,,,Flow,,59,mgd,,,
,E-001  Eff Daily Minimum,,11/9/2010,11,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,11/9/2010,11,2010,,,Flow,,86,mgd,,,
,E-001  Eff Daily Average,,11/10/2010,11,2010,,,Flow,,66,mgd,,,
,E-001  Eff Daily Minimum,,11/10/2010,11,2010,,,Flow,,0,mgd,,,
,E-001  Eff Daily Maximum,,11/10/2010,11,2010,,,Flow,,91,mgd,,,
,E-001  Eff Daily Average,,11/11/2010,11,2010,,,Flow,,65,mgd,,,
,E-001  Eff Daily Minimum,,11/11/2010,11,2010,,,Flow,,36,mgd,,,
,E-001  Eff Daily Maximum,,11/11/2010,11,2010,,,Flow,,89,mgd,,,
,E-001  Eff Daily Average,,11/12/2010,11,2010,,,Flow,,62,mgd,,,
,E-001  Eff Daily Minimum,,11/12/2010,11,2010,,,Flow,,50,mgd,,,
,E-001  Eff Daily Maximum,,11/12/2010,11,2010,,,Flow,,79,mgd,,,
,E-001  Eff Daily Average,,11/13/2010,11,2010,,,Flow,,59,mgd,,,
,E-001  Eff Daily Minimum,,11/13/2010,11,2010,,,Flow,,44,mgd,,,
,E-001  Eff Daily Maximum,,11/13/2010,11,2010,,,Flow,,78,mgd,,,
,E-001  Eff Daily Average,,11/14/2010,11,2010,,,Flow,,57,mgd,,,
,E-001  Eff Daily Minimum,,11/14/2010,11,2010,,,Flow,,45,mgd,,,
,E-001  Eff Daily Maximum,,11/14/2010,11,2010,,,Flow,,75,mgd,,,
,E-001  Eff Daily Average,,11/15/2010,11,2010,,,Flow,,61,mgd,,,
,E-001  Eff Daily Minimum,,11/15/2010,11,2010,,,Flow,,42,mgd,,,
,E-001  Eff Daily Maximum,,11/15/2010,11,2010,,,Flow,,89,mgd,,,
,E-001  Eff Daily Average,,11/16/2010,11,2010,,,Flow,,58,mgd,,,
,E-001  Eff Daily Minimum,,11/16/2010,11,2010,,,Flow,,43,mgd,,,
,E-001  Eff Daily Maximum,,11/16/2010,11,2010,,,Flow,,87,mgd,,,
,E-001  Eff Daily Average,,11/17/2010,11,2010,,,Flow,,59,mgd,,,
,E-001  Eff Daily Minimum,,11/17/2010,11,2010,,,Flow,,42,mgd,,,
,E-001  Eff Daily Maximum,,11/17/2010,11,2010,,,Flow,,82,mgd,,,
,E-001  Eff Daily Average,,11/18/2010,11,2010,,,Flow,,56,mgd,,,
,E-001  Eff Daily Minimum,,11/18/2010,11,2010,,,Flow,,0,mgd,,,
