,NH3 mg/L N,Time
1749,5.0,2016-08-10 07:34:00
1750,,2016-08-10 09:14:00
1751,,2016-08-10 10:14:00
1752,5.0,2016-08-12 07:29:00
1753,4.5,2016-08-15 09:20:00
1754,5.0,2016-08-16 08:44:00
1755,4.6,2016-08-17 09:35:00
1756,5.2,2016-08-18 10:55:00
1757,3.0,2016-08-22 12:41:00
1758,2.7,2016-08-23 11:50:00
1759,3.1,2016-08-24 12:00:00
1760,7.6,2016-09-13 10:40:00
1761,24.0,2016-09-13 10:55:00
1762,8.4,2016-09-19 08:39:00
1763,8.5,2016-09-21 07:50:00
1764,8.9,2016-09-22 08:10:00
1765,9.1,2016-09-23 08:40:00
1766,27.0,2016-10-04 09:10:00
1767,25.0,2016-10-04 09:44:00
1768,0.08800000000000001,2016-10-31 09:38:00
1769,,2016-10-31 10:37:00
1770,0.044000000000000004,2016-10-31 11:28:00
1771,,2016-10-31 12:37:00
1772,,2016-11-01 11:12:00
1773,24.0,2016-11-01 12:10:00
1774,27.0,2016-11-01 12:20:00
1775,,2016-11-03 09:44:00
1776,,2016-11-03 11:17:00
1777,,2016-11-04 10:31:00
1778,,2016-11-04 11:42:00
1779,10.0,2016-11-07 11:31:00
1780,9.8,2016-11-08 10:30:00
1781,11.0,2016-11-09 11:40:00
1782,9.4,2016-11-10 11:20:00
1783,10.0,2016-11-14 08:11:00
1784,11.0,2016-11-16 09:00:00
1785,11.0,2016-11-17 09:22:00
1786,10.0,2016-11-18 07:57:00
1787,10.0,2016-11-20 10:45:00
1788,9.9,2016-11-21 10:05:00
1789,11.0,2016-11-22 11:05:00
1790,11.0,2016-11-23 10:35:00
1791,11.0,2016-11-28 12:48:00
1792,12.0,2016-11-29 12:57:00
1793,11.0,2016-11-30 13:00:00
1794,11.0,2016-12-01 12:50:00
1795,12.0,2016-12-05 08:00:00
1796,12.0,2016-12-06 09:00:00
1797,24.0,2016-12-06 11:00:00
1798,23.0,2016-12-06 11:10:00
1799,12.0,2016-12-07 07:33:00
1800,9.8,2016-12-09 08:10:00
1801,9.1,2016-12-12 10:09:00
1802,11.0,2016-12-13 10:51:00
1803,9.9,2016-12-14 10:45:00
1804,10.0,2016-12-15 11:12:00
1805,8.6,2016-12-19 09:30:00
1806,9.5,2016-12-20 09:47:00
1807,8.0,2016-12-21 09:00:00
1808,8.7,2016-12-22 09:27:00
1809,13.0,2017-01-03 13:35:00
1810,9.2,2017-01-03 13:40:00
1811,16.0,2017-01-10 08:04:00
1812,2.7,2017-01-10 10:00:00
1813,2.3,2017-01-11 09:00:00
1814,3.5,2017-01-12 09:00:00
1815,4.2,2017-01-13 08:30:00
1816,3.8,2017-01-17 10:10:00
1817,9.4,2017-01-17 10:15:00
1818,3.0,2017-01-18 08:30:00
1819,2.4,2017-01-19 09:40:00
1820,9.0,2017-01-19 09:40:00
1821,1.8,2017-01-20 09:15:00
1822,2.3,2017-01-23 09:11:00
1823,2.5,2017-01-24 09:32:00
1824,2.8,2017-01-25 12:25:00
1825,2.6,2017-01-26 07:45:00
1826,0.31,2017-01-26 12:30:00
1827,0.19,2017-01-27 14:03:00
1828,0.21,2017-01-28 10:40:00
1829,0.23,2017-01-30 08:14:00
1830,2.0,2017-01-30 09:54:00
1831,0.25,2017-01-31 08:05:00
1832,1.7,2017-01-31 11:11:00
1833,0.18,2017-02-01 07:55:00
1834,1.5,2017-02-01 09:29:00
1835,0.21,2017-02-02 09:25:00
1836,1.2,2017-02-02 12:45:00
1837,0.58,2017-02-06 12:28:00
1838,0.36,2017-02-06 13:20:00
1839,1.6,2017-02-07 10:12:00
1840,1.3,2017-02-07 10:15:00
1841,0.34,2017-02-07 12:20:00
1842,0.58,2017-02-07 13:20:00
1843,0.59,2017-02-09 13:04:00
1844,0.33,2017-02-09 13:40:00
1845,0.53,2017-02-10 13:04:00
1846,0.34,2017-02-10 13:23:00
1847,0.42,2017-02-13 07:35:00
1848,0.26,2017-02-13 08:20:00
1849,0.36,2017-02-14 09:30:00
1850,0.31,2017-02-14 10:00:00
1851,0.42,2017-02-15 08:19:00
1852,0.23,2017-02-15 09:10:00
1853,0.33,2017-02-17 08:45:00
1854,0.25,2017-02-17 10:02:00
1855,0.19,2017-02-21 11:00:00
1856,0.21,2017-02-22 08:30:00
1857,0.21,2017-02-23 10:28:00
1858,0.2,2017-02-24 08:30:00
1859,0.19,2017-02-27 08:05:00
1860,0.077,2017-02-27 09:30:00
1861,0.08800000000000001,2017-02-27 11:46:00
1862,0.044000000000000004,2017-02-27 12:56:00
1863,0.066,2017-02-28 09:27:00
1864,0.11,2017-02-28 11:03:00
1865,0.12,2017-02-28 13:11:00
1866,0.077,2017-03-01 09:30:00
1867,0.077,2017-03-01 10:53:00
1868,0.055,2017-03-01 12:29:00
1869,0.24,2017-03-01 13:30:00
1870,0.15,2017-03-02 12:47:00
1871,0.16,2017-03-06 08:08:00
1872,0.14,2017-03-08 10:08:00
1873,0.19,2017-03-09 08:00:00
1874,0.15,2017-03-10 08:00:00
1875,0.37,2017-03-13 10:53:00
1876,0.62,2017-03-13 10:55:00
1877,0.48,2017-03-13 11:00:00
1878,0.2,2017-03-15 10:15:00
1879,0.32,2017-03-16 11:15:00
1880,0.77,2017-03-17 10:44:00
1881,0.44,2017-03-20 11:22:00
1882,0.45,2017-03-21 10:21:00
1883,0.25,2017-03-22 11:40:00
1884,0.26,2017-03-23 11:30:00
1885,0.3,2017-03-27 09:50:00
1886,0.31,2017-03-28 09:25:00
1887,0.23,2017-03-29 08:30:00
1888,0.21,2017-03-31 08:50:00
