,Date,flow mgd,NH3 mg/L N,NO3 mg/L N,NO2 mg/L N,TP mg/L P,TKN mg/L N
1460,1997-01-09,,,,,,
1461,1997-01-10,33.9,,,,,
1462,1997-01-11,46.77,,,,,
1463,1997-01-12,46.22,19.2,,,,
1464,1997-01-13,45.77,,,,,
1465,1997-01-14,45.38,18.7,0.7,0.11,,
1466,1997-01-15,44.85,,,,,
1467,1997-01-16,41.33,18.8,,,,
1468,1997-01-17,23.83,,,,,
1469,1997-01-18,24.03,,,,,
1470,1997-01-19,24.38,,,,,
1471,1997-01-20,24.47,18.6,,,,
1472,1997-01-21,25.55,18.9,0.7,0.13,,
1473,1997-01-22,43.35,16.5,,,,
1474,1997-01-23,42.65,17.4,,,,
1475,1997-01-24,49.76,,,,,
1476,1997-01-25,54.19,,,,,
1477,1997-01-26,53.68,17.0,,,,
1478,1997-01-27,53.21,,,,,
1479,1997-01-28,25.0,,,,,
1480,1997-01-29,40.0,17.0,0.9,0.15,,
1481,1997-01-30,48.35,18.8,,,,
1482,1997-01-31,45.58,,,,,
1483,1997-02-01,45.5,,,,,
1484,1997-02-03,45.18,18.1,,,,
1485,1997-02-04,45.07,15.9,0.5,0.17,,
1486,1997-02-05,34.34,,,,,
1487,1997-02-06,32.38,17.0,,,,
1488,1997-02-07,32.26,,,,,
1489,1997-02-08,32.39,,,,,
1490,1997-02-09,32.55,,,,,
1491,1997-02-10,32.73,15.8,,,,
1492,1997-02-11,31.85,16.8,0.7,0.24,,
1493,1997-02-12,23.14,,,,,
1494,1997-02-13,,,,,,
1495,1997-02-14,,,,,,
1496,1997-02-15,,,,,,
1497,1997-02-16,,,,,,
1498,1997-02-17,,,,,,
1499,1997-02-18,21.03,16.7,0.3,0.13,,
1500,1997-02-19,26.17,,,,,
1501,1997-02-20,26.01,18.6,,,,
1502,1997-02-21,25.27,,,,,
1503,1997-02-22,25.32,,,,,
1504,1997-02-23,25.21,16.1,,,,
1505,1997-02-24,25.66,,,,,
1506,1997-02-25,25.83,16.8,0.4,0.13,,
1507,1997-02-26,25.82,,,,,
1508,1997-02-27,22.51,16.5,,,,
1509,1997-02-28,20.97,,,,,
1510,1997-03-01,21.02,,,,,
1511,1997-03-02,21.12,17.0,,,,
1512,1997-03-03,21.0,,,,,
1513,1997-03-04,20.84,15.8,0.6,0.16,,
1514,1997-03-05,20.83,,,,,
1515,1997-03-06,20.85,13.2,,,,
1516,1997-03-07,20.86,,,,,
1517,1997-03-08,20.92,,,,,
1518,1997-03-09,20.84,13.9,,,,
1519,1997-03-10,0.49,,,,,
1520,1997-03-11,,,,,,
1521,1997-03-12,14.96,14.5,,,,
1522,1997-03-13,20.48,14.0,,0.2,,
1523,1997-03-14,19.7,,,,,
1524,1997-03-15,18.79,,,,,
1525,1997-03-16,19.33,13.9,,,,
1526,1997-03-17,19.68,,,,,
1527,1997-03-18,19.78,13.6,0.9,0.35,,
1528,1997-03-19,19.92,,,,,
1529,1997-03-20,19.25,13.3,,,,
1530,1997-03-21,19.21,,,,,
1531,1997-03-22,18.88,,,,,
1532,1997-03-23,17.18,12.0,,,,
1533,1997-03-24,18.56,,,,,
1534,1997-03-25,28.98,9.5,2.1,1.0,,
1535,1997-03-26,32.63,,,,,
1536,1997-03-27,33.39,9.7,,,,
1537,1997-03-28,33.3,,,,,
1538,1997-03-29,33.35,,,,,
1539,1997-03-30,33.31,,,,,
1540,1997-03-31,33.1,8.2,,,,
1541,1997-04-01,32.92,4.9,6.2,0.64,,
1542,1997-04-02,32.52,2.4,,,,
1543,1997-04-03,32.63,0.7,,,,
1544,1997-04-10,24.43,,,,,
1545,1997-04-13,,,,,,
1546,1997-04-14,,,,,,
1547,1997-04-15,,,,,,
1548,1997-05-09,20.98,0.4,,,,
1549,1997-05-10,23.15,0.4,,,,
1550,1997-05-11,7.71,,,,,
1551,1997-05-12,,,,,,
1552,1997-05-13,,,,,,
1553,1997-05-14,,,,,,
1554,1997-05-15,,,,,,
1555,1997-05-16,,,,,,
1556,1997-05-17,,,,,,
1557,1997-05-18,,,,,,
1558,1997-05-19,15.37,,,,,
1559,1997-05-23,22.5,0.3,,,,
1560,1997-05-24,23.82,0.4,,,,
1561,1997-06-08,,,,,,
1562,1997-06-09,,,,,,
1563,1997-06-10,,,,,,
1564,1997-06-11,,,,,,
1565,1997-06-15,26.66,0.2,,,,
1566,1997-08-01,18.16,2.6,,,,
1567,1997-08-02,17.21,3.1,,,,
1568,1997-08-03,17.43,3.5,,,,
1569,1997-08-04,17.86,4.0,,,,
1570,1997-08-05,,,,,,
1571,1997-08-06,18.61,4.0,0.2,0.09,,
1572,1997-08-07,28.64,4.0,,,,
1573,1997-08-08,23.11,4.6,,,,
1574,1997-08-09,29.29,4.8,,,,
1575,1997-08-10,30.5,6.0,,,,
1576,1997-08-11,30.54,7.8,,,,
1577,1997-08-12,31.0,8.2,0.1,0.06,,
1578,1997-08-13,30.82,8.5,,,,
1579,1997-08-14,36.94,10.3,,,,
1580,1997-08-15,37.97,10.8,,,,
1581,1997-08-16,38.44,11.4,,,,
1582,1997-08-17,12.93,13.2,,,,
1583,1997-08-18,34.22,13.2,,,,
1584,1997-08-19,32.79,13.9,0.2,0.03,,
1585,1997-08-20,38.4,14.1,,,,
1586,1997-08-21,38.34,14.2,,,,
1587,1997-08-22,38.24,15.8,,,,
1588,1997-08-23,37.86,16.0,,,,
1589,1997-08-24,38.2,14.1,,,,
1590,1997-08-25,37.54,15.6,,,,
1591,1997-08-26,38.37,15.0,0.2,0.15,,
1592,1997-08-27,38.24,15.6,,,,
1593,1997-08-28,38.44,15.8,,,,
1594,1997-08-29,24.18,15.7,,,,
1595,1997-08-30,25.23,17.3,,,,
1596,1997-08-31,30.78,17.5,,,,
1597,1997-09-01,30.58,17.2,,,,
1598,1997-09-02,29.83,16.2,0.2,,,
1599,1997-09-03,30.45,17.1,,,,
1600,1997-09-04,29.93,17.0,,,,
1601,1997-09-05,30.48,17.2,,,,
1602,1997-09-06,29.95,17.2,,,,
1603,1997-09-07,30.2,15.6,,,,
1604,1997-09-08,5.41,18.3,,,,
1605,1997-09-09,24.26,17.4,0.1,0.16,,
1606,1997-09-10,30.38,19.4,,,,
1607,1997-09-11,30.89,16.9,,,,
1608,1997-09-12,30.13,17.4,,,,
1609,1997-09-12,,,,,,
1610,1997-09-13,30.13,18.6,,,,
1611,1997-09-13,,,,,,
1612,1997-09-14,30.08,17.7,,,,
1613,1997-09-14,,,,,,
1614,1997-09-15,29.81,18.0,,0.12,,
1615,1997-09-15,,,,,,
1616,1997-09-16,29.27,18.6,,,,
1617,1997-09-17,29.4,19.3,,,,
1618,1997-09-18,28.22,18.4,,,,
1619,1997-09-19,35.31,20.3,,,,
1620,1997-09-20,36.92,20.0,,,,
1621,1997-09-21,36.94,19.2,,,,
1622,1997-09-22,36.83,18.7,,0.09,,
1623,1997-09-23,37.35,17.7,,,,
1624,1997-09-24,37.34,18.4,,,,
1625,1997-09-25,26.96,0.3,,,,
1626,1997-09-25,36.86,19.1,,,,
1627,1997-09-26,24.56,0.3,,,,
1628,1997-09-26,,,,,,
1629,1997-09-27,,,,,,
1630,1997-09-28,25.86,0.5,,0.01,,
1631,1997-09-28,,,,,,
1632,1997-09-29,22.62,0.7,,,,
1633,1997-09-29,,,,,,
1634,1997-09-30,22.05,3.0,,,,
1635,1997-09-30,,,,,,
1636,1997-10-01,,,,,,
1637,1997-10-02,11.75,,,,,
1638,1997-10-03,30.14,17.4,,,,
1639,1997-10-04,35.46,16.6,,,,
1640,1997-10-05,34.85,15.9,,,,
1641,1997-10-06,37.77,17.6,0.2,0.05,,
1642,1997-10-07,32.03,17.6,,,,
1643,1997-10-08,38.95,19.0,,,,
1644,1997-10-09,38.39,17.6,,,,
1645,1997-10-10,37.19,19.6,,,,
1646,1997-10-11,37.08,19.4,,,,
1647,1997-10-12,37.54,19.7,,,,
1648,1997-10-13,33.46,18.4,0.2,0.03,,
1649,1997-10-14,29.63,19.3,,,,
1650,1997-10-15,29.57,19.3,,,,
1651,1997-10-16,34.71,18.5,,,,
1652,1997-10-17,36.64,19.8,,,,
1653,1997-10-18,36.2,18.5,,,,
1654,1997-10-19,36.83,22.0,,,,
1655,1997-10-20,31.3,17.1,0.3,0.05,,
1656,1997-10-21,27.52,21.8,,,,
1657,1997-10-22,20.07,20.6,,,,
1658,1997-10-23,19.75,19.8,,,,
1659,1997-10-24,19.75,21.5,,,,
1660,1997-10-25,21.2,21.8,,,,
1661,1997-10-26,19.83,22.4,,,,
1662,1997-10-27,27.92,19.2,0.4,0.1,,
1663,1997-10-28,28.81,18.7,,,,
1664,1997-10-29,28.66,20.4,,,,
1665,1997-10-30,25.68,20.6,,,,
1666,1997-10-31,,,,,,
1667,1997-11-01,,,,,,
1668,1997-11-02,,,,,,
1669,1997-11-03,,,,,,
1670,1997-11-04,,,,,,
1671,1997-11-05,,,,,,
1672,1997-11-06,,,,,,
1673,1997-11-07,,,,,,
1674,1997-11-08,,,,,,
1675,1997-11-09,,,,,,
1676,1997-11-10,,,,,,
1677,1997-11-11,,,,,,
1678,1997-11-12,32.93,19.4,0.2,0.06,,
1679,1997-11-13,42.96,19.4,,,,
1680,1997-11-14,42.58,21.4,,,,
1681,1997-11-15,42.33,20.9,,,,
1682,1997-11-16,42.26,21.4,,,,
1683,1997-11-17,42.26,19.1,0.2,0.14,,
1684,1997-11-18,42.07,21.4,,,,
1685,1997-11-19,41.82,19.8,,,,
1686,1997-11-20,42.06,21.4,,,,
1687,1997-11-21,41.97,20.5,,,,
1688,1997-11-22,42.63,20.3,,,,
1689,1997-11-23,42.88,19.0,0.4,0.14,,
1690,1997-11-24,42.8,20.6,,,,
1691,1997-11-25,42.67,19.9,,,,
1692,1997-11-26,,,,,,
1693,1997-11-27,,,,,,
1694,1997-11-28,,,,,,
1695,1997-11-29,,,,,,
1696,1997-11-30,,,,,,
1697,1997-12-01,34.54,,,,,
1698,1997-12-02,43.27,21.0,0.3,0.21,,
1699,1997-12-03,43.02,,,,,
1700,1997-12-04,43.04,18.7,,,,
1701,1997-12-05,42.94,,,,,
1702,1997-12-06,42.91,,,,,
1703,1997-12-07,42.66,18.4,,,,
1704,1997-12-08,42.72,,,,,
1705,1997-12-09,42.67,17.6,0.8,0.14,,
1706,1997-12-10,42.16,,,,,
1707,1997-12-11,42.59,19.1,,,,
1708,1997-12-12,42.65,,,,,
1709,1997-12-13,42.57,,,,,
1710,1997-12-14,34.43,19.3,,,,
1711,1997-12-15,34.01,,,,,
1712,1997-12-16,34.09,18.4,0.6,0.14,,
1713,1997-12-17,33.88,,,,,
1714,1997-12-18,32.51,19.4,,,,
1715,1997-12-19,33.67,,,,,
1716,1997-12-20,33.74,,,,,
1717,1997-12-21,32.72,18.8,0.9,0.1,,
1718,1997-12-22,33.73,,,,,
1719,1997-12-23,33.54,17.7,,,,
1720,1997-12-24,,,,,,
1721,1997-12-25,,,,,,
1722,1997-12-26,,,,,,
1723,1997-12-27,,,,,,
1724,1997-12-28,,,,,,
1725,1997-12-29,,,,,,
1726,1997-12-30,,,,,,
1727,1997-12-31,,,,,,
1728,1998-01-01,,,,,,
1729,1998-01-02,,,,,,
1730,1998-01-03,,,,,,
1731,1998-01-04,,,,,,
1732,1998-01-05,25.3,17.7,,,,
1733,1998-01-06,35.53,17.6,0.7,0.09,,22.3
1734,1998-01-07,35.4,,,,,
1735,1998-01-08,35.49,19.2,,,,
1736,1998-01-09,35.55,,,,,
1737,1998-01-10,34.42,,,,,
1738,1998-01-11,35.41,17.1,,,,
1739,1998-01-12,36.0,,,,,
1740,1998-01-13,42.68,17.7,0.7,0.11,,22.5
1741,1998-01-14,44.3,,,,,
1742,1998-01-15,44.83,18.6,,,,
1743,1998-01-16,43.87,,,,,
1744,1998-01-17,44.14,,,,,
1745,1998-01-18,43.95,,,,,
1746,1998-01-19,43.98,,,,,
1747,1998-01-20,35.65,17.4,0.9,0.11,,22.2
1748,1998-01-21,34.97,,,,,
1749,1998-01-22,35.26,18.5,,,,
1750,1998-01-23,35.49,,,,,
1751,1998-01-24,35.56,,,,,
1752,1998-01-25,35.6,16.8,,,,
1753,1998-01-26,35.63,,,,,
1754,1998-01-27,35.6,16.0,0.6,0.13,,20.9
1755,1998-01-28,35.4,,,,,
1756,1998-01-29,35.56,18.8,,,,
1757,1998-01-30,35.37,,,,,
1758,1998-01-31,35.55,,,,,
1759,1998-02-01,26.33,17.5,,,,
1760,1998-02-02,30.63,,,,,
1761,1998-02-03,33.97,17.1,0.9,0.11,,22.3
1762,1998-02-04,42.86,,,,,
1763,1998-02-05,38.48,16.4,,,,
1764,1998-02-06,31.56,,,,,
1765,1998-02-07,36.24,,,,,
1766,1998-02-08,42.43,,,,,
1767,1998-02-09,42.53,15.6,1.9,0.17,,20.6
1768,1998-02-10,42.71,,,,,
1769,1998-02-11,43.26,,,,,
1770,1998-02-12,43.16,15.0,,,,
1771,1998-02-13,43.21,,,,,
1772,1998-02-14,43.22,,,,,
1773,1998-02-15,43.1,,,,,
1774,1998-02-16,42.24,,,,,
1775,1998-02-17,39.58,12.5,3.0,0.19,,14.1
1776,1998-02-18,41.59,,,,,
1777,1998-02-19,40.0,12.2,,,,
1778,1998-02-20,43.86,,,,,
1779,1998-02-21,42.77,,,,,
1780,1998-02-22,43.26,12.5,,,,
1781,1998-02-23,43.21,,,,,
1782,1998-02-24,42.24,10.7,16.0,0.17,,14.1
1783,1998-02-25,42.38,,,,,
1784,1998-02-26,42.09,11.2,,,,
1785,1998-02-27,42.04,,,,,
1786,1998-02-28,41.48,,,,,
1787,1998-03-01,32.53,10.6,,,,
1788,1998-03-02,30.24,,,,,
1789,1998-03-03,29.02,10.5,3.6,0.25,,14.2
1790,1998-03-04,29.06,,,,,
1791,1998-03-05,30.4,9.0,,,,
1792,1998-03-06,30.09,,,,,
1793,1998-03-07,30.09,,,,,
1794,1998-03-08,30.26,9.6,,,,
1795,1998-03-09,29.59,,,,,
1796,1998-03-10,30.34,8.9,3.9,0.37,,14.3
1797,1998-03-11,29.89,,,,,
1798,1998-03-12,29.24,9.0,,,,
1799,1998-03-13,34.53,,,,,
1800,1998-03-14,37.66,,,,,
1801,1998-03-15,38.24,9.6,,,,
1802,1998-03-16,38.19,,,,,
1803,1998-03-17,31.19,8.5,2.9,0.24,,13.2
1804,1998-03-18,42.98,,,,,
1805,1998-03-19,42.77,9.2,,,,
1806,1998-03-20,41.71,,,,,
1807,1998-03-21,31.86,,,,,
1808,1998-03-22,,,,,,
1809,1998-03-23,,,,,,
1810,1998-03-24,,,,,,
1811,1998-03-25,,,,,,
1812,1998-03-26,,,,,,
1813,1998-03-27,,,,,,
1814,1998-03-28,,,,,,
1815,1998-03-29,,,,,,
1816,1998-03-30,22.05,5.1,,,,
1817,1998-03-31,31.93,4.3,5.6,0.67,,9.7
1818,1998-04-01,36.64,4.4,,,,
1819,1998-04-02,1.16,,,,,
1820,1998-04-03,25.72,3.4,,,,
1821,1998-04-04,38.61,3.4,,,,
1822,1998-04-05,38.59,1.3,,,,
1823,1998-04-11,44.16,,,,,
1824,1998-04-18,0.46,,,,,
1825,1998-04-19,,,,,,
1826,1998-04-20,,,,,,
1827,1998-04-21,,,,,,
1828,1998-04-23,36.67,1.7,,,,
1829,1998-04-24,40.05,1.4,,,,
1830,1998-04-25,40.16,1.6,,,,
1831,1998-04-29,37.68,2.4,,,,
1832,1998-04-30,33.78,1.4,,,,
1833,1998-05-01,35.37,2.6,,,,
1834,1998-05-02,34.62,1.7,,,,
1835,1998-05-03,34.85,1.8,,,,
1836,1998-05-04,35.32,1.6,,,,
1837,1998-05-05,34.96,1.0,4.9,0.06,,6.5
1838,1998-05-06,35.25,1.5,,,,
1839,1998-05-07,34.95,1.9,,,,
1840,1998-05-08,34.85,3.6,,,,
1841,1998-05-09,33.53,3.6,,,,
1842,1998-05-10,,,,,,
1843,1998-05-11,,,,,,
1844,1998-05-12,,,,,,
1845,1998-05-13,,,,,,
1846,1998-05-14,14.88,2.2,,,,
1847,1998-05-15,27.65,2.5,,,,
1848,1998-05-16,27.21,2.5,,,,
1849,1998-05-17,27.33,1.8,,,,
1850,1998-05-18,27.38,0.8,,,,
1851,1998-05-19,26.73,1.2,6.8,0.17,,4.2
1852,1998-05-20,26.68,0.3,,,,
1853,1998-06-05,,,,,,
1854,1998-06-06,,,,,,
1855,1998-06-07,,,,,,
1856,1998-06-08,,,,,,
1857,1998-06-09,,,,,,
1858,1998-06-10,,,,,,
1859,1998-06-11,,,,,,
1860,1998-06-12,,,,,,
1861,1998-06-23,23.69,,,,,
1862,1998-07-15,7.57,,,,,
1863,1998-07-16,,,,,,
1864,1998-07-17,,,,,,
1865,1998-07-18,,,,,,
1866,1998-07-19,,,,,,
1867,1998-08-02,32.48,2.3,,,,
1868,1998-08-03,34.64,3.2,,,,
1869,1998-08-04,34.44,3.7,,,,
1870,1998-08-05,34.45,4.1,,,,
1871,1998-08-06,30.09,4.2,,,,
1872,1998-08-07,31.18,4.8,,,,
1873,1998-08-08,28.73,6.6,0.2,0.04,,10.6
1874,1998-08-09,,,,,,
1875,1998-08-10,,,,,,
1876,1998-08-11,25.91,7.5,,,,
1877,1998-08-12,31.0,9.2,,,,
1878,1998-08-13,31.06,8.6,,,,
1879,1998-08-14,30.68,9.2,,,,
1880,1998-08-15,30.58,9.7,0.2,0.12,,14.9
1881,1998-08-16,30.92,9.8,,,,
1882,1998-08-17,30.9,10.2,,,,
1883,1998-08-18,30.43,12.0,,,,
1884,1998-08-19,30.27,12.5,,,,
1885,1998-08-20,30.18,13.3,,,,
1886,1998-08-21,30.26,13.6,,,,
1887,1998-08-22,30.46,14.6,0.2,0.19,,20.3
1888,1998-08-23,31.06,13.6,,,,
1889,1998-08-24,31.29,14.0,,,,
1890,1998-08-25,31.06,14.4,,,,
1891,1998-08-26,31.82,15.5,,,,
1892,1998-08-27,32.0,14.4,,,,
1893,1998-08-28,31.18,15.0,,,,
1894,1998-08-29,31.12,15.3,0.3,0.17,,20.9
1895,1998-08-30,31.27,16.2,,,,
1896,1998-10-01,31.31,17.1,,,,
1897,1998-10-02,31.72,16.2,,,,
1898,1998-10-03,30.54,18.2,,,,
1899,1998-10-04,32.85,,,,,
1900,1998-10-05,34.88,18.2,,,,
1901,1998-10-06,35.63,17.5,0.6,0.13,,23.3
1902,1998-10-07,35.5,19.1,,,,
1903,1998-10-08,35.81,18.3,,,,
1904,1998-10-09,34.96,20.5,,,,
1905,1998-10-10,35.62,20.0,,,,
1906,1998-10-11,35.52,20.5,,,,
1907,1998-10-12,,,,,,
1908,1998-10-13,11.67,21.0,0.3,0.11,,25.5
1909,1998-10-14,17.89,19.6,,,,
1910,1998-10-15,21.04,20.8,,,,
1911,1998-10-16,22.4,21.1,,,,
1912,1998-10-17,21.44,21.1,,,,
1913,1998-10-18,19.76,21.9,,,,
1914,1998-10-19,21.3,21.1,0.2,0.06,,24.3
1915,1998-10-20,22.31,21.5,,,,
1916,1998-10-21,22.24,21.1,,,,
1917,1998-10-22,17.2,23.1,,,,
1918,1998-10-23,22.66,21.7,,,,
1919,1998-10-24,22.71,22.5,,,,
1920,1998-10-25,18.48,22.8,,,,
1921,1998-10-26,21.59,22.1,,,,
1922,1998-10-27,22.78,23.9,0.2,0.08,,27.2
1923,1998-10-28,20.19,21.7,,,,
1924,1998-10-29,22.36,23.1,,,,
1925,1998-10-30,22.97,23.5,,,,
1926,1998-10-31,22.87,24.0,,,,
1927,1998-11-01,32.48,23.3,,,,
1928,1998-11-02,33.42,24.0,,,,
1929,1998-11-03,33.77,23.9,0.6,0.11,,28.2
1930,1998-11-04,33.51,24.0,,,,
1931,1998-11-05,33.84,23.2,,,,
1932,1998-11-06,33.45,23.5,,,,
1933,1998-11-07,28.52,23.5,,,,
1934,1998-11-08,32.71,24.2,,,,
1935,1998-11-09,32.61,23.8,,,,
1936,1998-11-10,26.51,25.0,,,,
1937,1998-11-11,32.94,23.3,0.5,0.11,,27.0
1938,1998-11-12,39.8,24.0,,,,
1939,1998-11-13,39.16,23.8,,,,
1940,1998-11-14,39.37,24.0,,,,
1941,1998-11-15,39.45,21.5,,,,
1942,1998-11-16,40.28,23.0,,,,
1943,1998-11-17,41.08,22.8,0.5,0.16,,26.6
1944,1998-11-18,41.76,21.8,,,,
1945,1998-11-19,19.42,23.5,,,,
1946,1998-11-20,36.13,21.6,,,,
1947,1998-11-21,22.92,22.1,,,,
1948,1998-11-22,23.6,23.5,0.4,0.22,,26.6
1949,1998-11-23,34.7,23.4,,,,
1950,1998-11-24,39.86,23.0,,,,
1951,1998-11-25,39.91,22.1,,,,
1952,1998-11-26,,,,,,
1953,1998-11-27,,,,,,
1954,1998-11-28,,,,,,
1955,1998-11-29,,,,,,
1956,1998-11-30,,,,,,
1957,1998-12-01,12.8,22.1,0.2,0.08,,29.5
1958,1998-12-02,25.1,,,,,
1959,1998-12-03,27.18,22.0,,,,
1960,1998-12-04,27.23,,,,,
1961,1998-12-05,27.5,,,,,
1962,1998-12-06,27.17,23.1,,,,
1963,1998-12-07,44.56,,,,,
1964,1998-12-08,44.99,24.1,0.3,0.19,,27.4
1965,1998-12-09,45.03,,,,,
1966,1998-12-10,43.38,22.7,,,,
1967,1998-12-11,45.2,,,,,
1968,1998-12-12,45.1,,,,,
1969,1998-12-13,44.96,23.2,,,,
1970,1998-12-14,44.91,,,,,
1971,1998-12-15,44.05,21.8,0.5,0.31,,22.8
1972,1998-12-16,44.48,,,,,
1973,1998-12-17,12.59,,,,,
1974,1998-12-18,,,,,,
1975,1998-12-19,,,,,,
1976,1998-12-20,,,,,,
1977,1998-12-21,28.35,,,,,
1978,1998-12-22,39.66,21.8,0.5,0.32,,26.2
1979,1998-12-23,39.41,,,,,
1980,1998-12-24,38.88,,,,,
1981,1998-12-25,38.84,,,,,
1982,1998-12-26,36.88,,,,,
1983,1998-12-27,38.34,22.2,,,,
1984,1998-12-28,37.74,,,,,
1985,1998-12-29,37.91,21.9,0.2,0.29,,27.0
1986,1998-12-30,37.5,,,,,
1987,1998-12-31,37.36,,,,,
1988,1999-01-01,,,,,,
1989,1999-01-02,,,,,,
1990,1999-01-03,,,,,,
1991,1999-01-04,,,,,,
1992,1999-01-05,25.72,23.0,0.5,0.23,,
1993,1999-01-06,7.56,,,,,
1994,1999-01-07,20.72,22.4,,,,
1995,1999-01-08,27.19,,,,,
1996,1999-01-09,1.04,,,,,
1997,1999-01-10,,,,,,
1998,1999-01-11,26.83,,,,,
1999,1999-01-12,46.46,23.6,0.8,0.19,,
2000,1999-01-13,48.58,,,,,
2001,1999-01-14,49.34,23.3,,,,
2002,1999-01-15,28.66,,,,,
2003,1999-01-16,,,,,,
2004,1999-01-17,,,,,,
2005,1999-01-18,47.83,23.3,0.8,0.18,,
2006,1999-01-19,49.4,,,,,
2007,1999-01-20,49.08,22.7,,,,
2008,1999-01-21,49.14,,,,,
2009,1999-01-22,28.66,23.6,,,,
2010,1999-01-23,,,,,,
2011,1999-01-24,,,,,,
2012,1999-01-25,49.24,,,,,
2013,1999-01-26,49.37,22.7,1.3,0.08,,
2014,1999-01-27,48.93,23.1,,,,
2015,1999-01-28,48.91,,,,,
2016,1999-01-29,27.17,23.1,,,,
2017,1999-01-30,,,,,,
2018,1999-01-31,,,,,,
2019,1999-02-01,34.83,23.4,0.7,0.12,,28.3
2020,1999-02-02,49.62,,,,,
2021,1999-02-03,49.48,22.3,,,,
2022,1999-02-04,49.49,,,,,
2023,1999-02-05,28.83,20.7,,,,
2024,1999-02-06,,,,,,
2025,1999-02-07,,,,,,
2026,1999-02-08,,,,,,
2027,1999-02-09,44.23,19.4,1.0,0.12,,24.6
2028,1999-02-10,49.62,,,,,
2029,1999-02-11,49.54,,,,,
2030,1999-02-12,29.15,22.8,,,,
2031,1999-02-13,,,,,,
2032,1999-02-14,,,,,,
2033,1999-02-15,,,,,,
2034,1999-02-16,48.35,22.0,1.0,0.18,,27.6
2035,1999-02-17,49.98,,,,,
2036,1999-02-18,49.1,22.3,,,,
2037,1999-02-19,49.13,21.1,,,,
2038,1999-02-20,49.09,,,,,
2039,1999-02-21,49.09,,,,,
2040,1999-02-22,48.99,21.4,0.5,0.16,,27.2
2041,1999-02-23,48.85,,,,,
2042,1999-02-24,48.61,20.3,,,,
2043,1999-02-25,34.34,,,,,
2044,1999-02-26,15.35,20.6,,,,
2045,1999-02-27,,,,,,
2046,1999-02-28,,,,,,
2047,1999-03-01,37.4,21.7,0.3,0.15,,28.8
2048,1999-03-02,31.27,,,,,
2049,1999-03-03,30.46,18.8,,,,
2050,1999-03-04,31.17,,,,,
2051,1999-03-05,23.13,20.3,,,,
2052,1999-03-06,,,,,,
2053,1999-03-07,,,,,,
2054,1999-03-08,27.07,17.5,1.1,0.4,,22.9
2055,1999-03-09,23.65,,,,,
2056,1999-03-10,22.66,19.1,,,,
2057,1999-03-11,21.14,,,,,
2058,1999-03-12,21.54,18.0,,,,
2059,1999-03-13,25.5,,,,,
2060,1999-03-14,41.6,,,,,
2061,1999-03-15,25.78,18.0,0.7,0.28,,22.8
2062,1999-03-16,44.15,,,,,
2063,1999-03-17,24.4,19.4,,,,
2064,1999-03-18,40.85,,,,,
2065,1999-03-19,43.97,20.6,,,,
2066,1999-03-20,27.09,,,,,
2067,1999-03-21,,,,,,
2068,1999-03-22,,,,,,
2069,1999-03-23,38.67,20.1,0.6,0.27,,
2070,1999-03-24,43.83,,,,,
2071,1999-03-25,47.61,20.2,,,,
2072,1999-03-26,28.31,,,,,
2073,1999-03-27,,,,,,
2074,1999-03-28,,,,,,
2075,1999-03-29,12.69,20.0,,,,
2076,1999-03-30,27.05,,,,,
2077,1999-03-31,45.72,17.1,3.4,,,
2078,1999-04-01,43.44,14.4,,,,
2079,1999-04-02,24.9,15.1,,,,
2080,1999-04-03,,,,,,
2081,1999-04-04,,,,,,
2082,1999-04-05,40.72,9.2,,,,
2083,1999-04-06,43.76,8.6,9.9,0.68,,
2084,1999-04-07,44.17,9.8,,,,
2085,1999-04-08,44.31,9.0,,,,
2086,1999-04-09,25.32,9.3,,,,
2087,1999-04-10,,,,,,
2088,1999-04-11,,,,,,
2089,1999-04-12,41.45,6.9,,,,
2090,1999-04-13,43.8,5.3,11.0,0.43,,
2091,1999-04-14,41.04,3.5,,,,
2092,1999-04-15,44.0,4.6,,,,
2093,1999-04-16,25.55,8.9,,,,
2094,1999-04-17,,,,,,
2095,1999-04-18,,,,,,
2096,1999-04-19,38.86,3.7,,,,
2097,1999-04-20,46.81,4.1,10.0,0.33,,
2098,1999-04-21,48.0,5.4,,,,
2099,1999-04-22,44.03,3.7,,,,
2100,1999-04-23,24.65,1.7,,,,
2101,1999-04-24,,,,,,
2102,1999-04-25,,,,,,
2103,1999-04-26,38.31,0.4,,,,
2104,1999-05-01,,,,,,
2105,1999-05-02,,,,,,
2106,1999-05-08,,,,,,
2107,1999-05-09,,,,,,
2108,1999-05-14,18.9,2.1,,,,
2109,1999-05-15,,,,,,
2110,1999-05-16,,,,,,
2111,1999-05-17,15.77,3.7,,,,
2112,1999-05-18,32.15,4.2,7.4,0.6,,8.9
2113,1999-05-19,42.48,4.7,,,,
2114,1999-05-20,44.39,5.5,,,,
2115,1999-05-21,44.27,5.2,,,,
2116,1999-05-22,43.98,5.5,,,,
2117,1999-05-23,44.15,,,,,
2118,1999-05-24,44.6,6.2,,,,
2119,1999-05-25,44.34,6.6,5.2,0.45,,10.7
2120,1999-05-26,27.69,6.6,,,,
2121,1999-05-27,,,,,,
2122,1999-05-28,,,,,,
2123,1999-05-29,,,,,,
2124,1999-05-30,,,,,,
2125,1999-05-31,,,,,,
2126,1999-06-01,41.56,2.2,7.3,0.2,,6.6
